device,kernel
"{'time': 1274.731, 's2': {'ax': -0.09816227, 'ay': -4.599261, 'wz': -0.02171669, 'az': -7.448361, 'wx': 0.08473507, 'wy': 0.05102757}, 's3': {'ax': -0.1556231, 'ay': -4.302381, 'wz': -0.0003996938, 'az': -7.398083, 'wx': 0.08433538, 'wy': 0.06168606}, 's1': {'ax': 33048, 'ay': 33320, 'wz': 32936, 'az': 32984, 'wx': 33352, 'wy': 32936}}","{'pitch': 25.78, 'roll': 16.87, 'yaw': 29.61, 'wx': 23, 'wy': 12, 'wz': 6, 'ax': -126, 'ay': 218, 'az': 421}"
"{'time': 1274.751, 's2': {'ax': -0.6991069, 'ay': -4.623203, 'wz': -0.00106585, 'az': -8.12592, 'wx': 0.1021884, 'wy': 0.06808116}, 's3': {'ax': -0.7110779, 'ay': -4.60405, 'wz': -0.001199081, 'az': -8.123527, 'wx': 0.1016554, 'wy': 0.06808116}, 's1': {'ax': 32055, 'ay': 32391, 'wz': 32631, 'az': 32007, 'wx': 32535, 'wy': 31399}}","{'pitch': 25.82, 'roll': 16.84, 'yaw': 29.61, 'wx': 19, 'wy': -20, 'wz': 3, 'ax': -126, 'ay': 220, 'az': 424}"
"{'time': 1274.771, 's2': {'ax': -0.7685388, 'ay': -4.446033, 'wz': -0.0294441, 'az': -7.970297, 'wx': 0.1011225, 'wy': 0.02491424}, 's3': {'ax': -0.7685388, 'ay': -4.453215, 'wz': -0.03903675, 'az': -7.982268, 'wx': 0.1019219, 'wy': 0.02544717}, 's1': {'ax': 33304, 'ay': 33256, 'wz': 33400, 'az': 33624, 'wx': 33624, 'wy': 34008}}","{'pitch': 25.87, 'roll': 16.78, 'yaw': 29.61, 'wx': 26, 'wy': -28, 'wz': 8, 'ax': -137, 'ay': 218, 'az': 430}"
"{'time': 1274.791, 's2': {'ax': -0.6153098, 'ay': -4.48434, 'wz': -0.009059724, 'az': -7.364564, 'wx': 0.08406892, 'wy': 0.01612098}, 's3': {'ax': -0.6344634, 'ay': -4.48434, 'wz': -0.00652833, 'az': -7.371747, 'wx': 0.08087137, 'wy': 0.01665391}, 's1': {'ax': 35352, 'ay': 35352, 'wz': 35848, 'az': 35688, 'wx': 36328, 'wy': 36056}}","{'pitch': 25.94, 'roll': 16.75, 'yaw': 29.58, 'wx': 26, 'wy': -5, 'wz': 25, 'ax': -140, 'ay': 215, 'az': 422}"
"{'time': 1274.811, 's2': {'ax': -0.6272808, 'ay': -4.616021, 'wz': -0.009725882, 'az': -7.532158, 'wx': -0.01358959, 'wy': -0.007061255}, 's3': {'ax': -0.6272808, 'ay': -4.616021, 'wz': -0.01079173, 'az': -7.532158, 'wx': -0.01465544, 'wy': -0.002264931}, 's1': {'ax': 35800, 'ay': 35432, 'wz': 35864, 'az': 35544, 'wx': 36056, 'wy': 35944}}","{'pitch': 25.99, 'roll': 16.72, 'yaw': 29.51, 'wx': 13, 'wy': -4, 'wz': 33, 'ax': -133, 'ay': 217, 'az': 420}"
"{'time': 1274.811, 's2': {'ax': -0.6272808, 'ay': -4.616021, 'wz': -0.009725882, 'az': -7.532158, 'wx': -0.01358959, 'wy': -0.007061255}, 's3': {'ax': -0.6272808, 'ay': -4.616021, 'wz': -0.01079173, 'az': -7.532158, 'wx': -0.01465544, 'wy': -0.002264931}, 's1': {'ax': 35800, 'ay': 35432, 'wz': 35864, 'az': 35544, 'wx': 36056, 'wy': 35944}}","{'pitch': 25.99, 'roll': 16.72, 'yaw': 29.51, 'wx': 13, 'wy': -4, 'wz': 33, 'ax': -133, 'ay': 217, 'az': 420}"
"{'time': 1274.831, 's2': {'ax': -0.04548983, 'ay': -4.601655, 'wz': -0.0001332312, 'az': -8.027759, 'wx': -0.03424043, 'wy': -0.0006661562}, 's3': {'ax': -0.007182605, 'ay': -4.627992, 'wz': -0.0001332312, 'az': -7.376535, 'wx': -0.03437366, 'wy': 0.009725882}, 's1': {'ax': 32920, 'ay': 32487, 'wz': 33256, 'az': 32936, 'wx': 33304, 'wy': 34024}}","{'pitch': 25.97, 'roll': 16.73, 'yaw': 29.47, 'wx': -11, 'wy': 2, 'wz': 1, 'ax': -125, 'ay': 221, 'az': 424}"
"{'time': 1274.851, 's2': {'ax': -0.1987187, 'ay': -4.369418, 'wz': -0.02677948, 'az': -7.970297, 'wx': -0.0358392, 'wy': -0.0001332312}, 's3': {'ax': -0.237026, 'ay': -4.369418, 'wz': -0.02651302, 'az': -7.979874, 'wx': -0.03424043, 'wy': -0.001199081}, 's1': {'ax': 32167, 'ay': 32167, 'wz': 32535, 'az': 32071, 'wx': 32487, 'wy': 32231}}","{'pitch': 25.97, 'roll': 16.73, 'yaw': 29.47, 'wx': -11, 'wy': 2, 'wz': 1, 'ax': -125, 'ay': 221, 'az': 424}"
"{'time': 1274.871, 's2': {'ax': -0.1723825, 'ay': -4.297592, 'wz': -0.01945176, 'az': -8.056489, 'wx': 0.07367688, 'wy': 0.008393569}, 's3': {'ax': -0.1939303, 'ay': -4.292804, 'wz': -0.01985146, 'az': -8.128315, 'wx': 0.08273661, 'wy': 0.01692037}, 's1': {'ax': 33544, 'ay': 33192, 'wz': 33352, 'az': 33352, 'wx': 33896, 'wy': 33416}}","{'pitch': 25.96, 'roll': 16.73, 'yaw': 29.46, 'wx': -8, 'wy': 0, 'wz': 1, 'ax': -129, 'ay': 219, 'az': 434}"
"{'time': 1274.891, 's2': {'ax': -0.3184288, 'ay': -4.639963, 'wz': -0.004929556, 'az': -8.123527, 'wx': -0.008926495, 'wy': 0.03130934}, 's3': {'ax': -0.4118027, 'ay': -4.666299, 'wz': -0.007194488, 'az': -8.238448, 'wx': -0.002531394, 'wy': 0.03397397}, 's1': {'ax': 35528, 'ay': 35272, 'wz': 35464, 'az': 35128, 'wx': 36056, 'wy': 35688}}","{'pitch': 25.98, 'roll': 16.71, 'yaw': 29.43, 'wx': 9, 'wy': -2, 'wz': 18, 'ax': -131, 'ay': 217, 'az': 430}"
"{'time': 1274.911, 's2': {'ax': -0.8475474, 'ay': -4.601655, 'wz': -0.07061256, 'az': -8.276755, 'wx': 0.1008561, 'wy': -0.001199081}, 's3': {'ax': -0.8475474, 'ay': -4.601655, 'wz': -0.07087902, 'az': -8.276755, 'wx': 0.1020551, 'wy': -0.01239051}, 's1': {'ax': 35464, 'ay': 35832, 'wz': 36216, 'az': 35480, 'wx': 36680, 'wy': 36296}}","{'pitch': 26.01, 'roll': 16.66, 'yaw': 29.37, 'wx': 5, 'wy': -12, 'wz': 29, 'ax': -135, 'ay': 221, 'az': 434}"
"{'time': 1274.911, 's2': {'ax': -0.8475474, 'ay': -4.601655, 'wz': -0.07061256, 'az': -8.276755, 'wx': 0.1008561, 'wy': -0.001199081}, 's3': {'ax': -0.8475474, 'ay': -4.601655, 'wz': -0.07087902, 'az': -8.276755, 'wx': 0.1020551, 'wy': -0.01239051}, 's1': {'ax': 35464, 'ay': 35832, 'wz': 36216, 'az': 35480, 'wx': 36680, 'wy': 36296}}","{'pitch': 26.06, 'roll': 16.67, 'yaw': 29.29, 'wx': 12, 'wy': 25, 'wz': 44, 'ax': -139, 'ay': 220, 'az': 433}"
"{'time': 1274.931, 's2': {'ax': -0.2322376, 'ay': -4.63278, 'wz': -0.06834763, 'az': -8.001422, 'wx': -0.0001332312, 'wy': -0.09446095}, 's3': {'ax': -0.1556231, 'ay': -4.599261, 'wz': -0.06834763, 'az': -7.970297, 'wx': -0.005062788, 'wy': -0.09392803}, 's1': {'ax': 32151, 'ay': 32952, 'wz': 33144, 'az': 32968, 'wx': 33080, 'wy': 33112}}","{'pitch': 26.08, 'roll': 16.75, 'yaw': 29.21, 'wx': 0, 'wy': 56, 'wz': 39, 'ax': -125, 'ay': 223, 'az': 423}"
"{'time': 1274.951, 's2': {'ax': -0.04070143, 'ay': -4.69503, 'wz': -0.01825268, 'az': -7.776367, 'wx': -0.02997703, 'wy': 0.02478101}, 's3': {'ax': -0.05027823, 'ay': -4.608838, 'wz': -0.0003996938, 'az': -7.359776, 'wx': -0.03077642, 'wy': 0.06488361}, 's1': {'ax': 32776, 'ay': 32375, 'wz': 32343, 'az': 32071, 'wx': 32808, 'wy': 32327}}","{'pitch': 26.07, 'roll': 16.72, 'yaw': 29.18, 'wx': -6, 'wy': -12, 'wz': 11, 'ax': -110, 'ay': 226, 'az': 427}"
"{'time': 1274.971, 's2': {'ax': -0.6368576, 'ay': -4.601655, 'wz': 0.03384073, 'az': -8.315063, 'wx': -0.009192955, 'wy': 0.01332313}, 's3': {'ax': -0.6153098, 'ay': -4.295198, 'wz': 0.03384073, 'az': -8.276755, 'wx': -0.01079173, 'wy': -0.007594181}, 's1': {'ax': 33512, 'ay': 33304, 'wz': 33384, 'az': 33688, 'wx': 33672, 'wy': 33560}}","{'pitch': 26.07, 'roll': 16.72, 'yaw': 29.18, 'wx': -6, 'wy': -12, 'wz': 11, 'ax': -110, 'ay': 226, 'az': 427}"
"{'time': 1274.991, 's2': {'ax': -0.1699883, 'ay': -4.328717, 'wz': -0.02184992, 'az': -7.357382, 'wx': -0.002531394, 'wy': -0.05209342}, 's3': {'ax': -0.2106898, 'ay': -4.362236, 'wz': -0.0001332312, 'az': -7.357382, 'wx': -0.003330781, 'wy': -0.05129403}, 's1': {'ax': 35272, 'ay': 35560, 'wz': 35848, 'az': 35544, 'wx': 35784, 'wy': 35352}}","{'pitch': 26.07, 'roll': 16.73, 'yaw': 29.21, 'wx': 4, 'wy': -1, 'wz': -15, 'ax': -128, 'ay': 220, 'az': 437}"
"{'time': 1275.011, 's2': {'ax': -0.07900865, 'ay': -4.299986, 'wz': -0.01718683, 'az': -7.826645, 'wx': -0.03690505, 'wy': 0.06701532}, 's3': {'ax': -0.07900865, 'ay': -4.299986, 'wz': -0.01785299, 'az': -7.826645, 'wx': -0.04330016, 'wy': 0.06581623}, 's1': {'ax': 35848, 'ay': 35896, 'wz': 35800, 'az': 35928, 'wx': 36088, 'wy': 36296}}","{'pitch': 26.07, 'roll': 16.78, 'yaw': 29.21, 'wx': -3, 'wy': 27, 'wz': 1, 'ax': -132, 'ay': 219, 'az': 418}"
"{'time': 1275.031, 's2': {'ax': -0.6560113, 'ay': -4.637568, 'wz': -0.0003996938, 'az': -8.276755, 'wx': -0.03050995, 'wy': -0.001332312}, 's3': {'ax': -0.7110779, 'ay': -4.69503, 'wz': -0.002531394, 'az': -8.018182, 'wx': -0.02997703, 'wy': -0.00652833}, 's1': {'ax': 33400, 'ay': 33176, 'wz': 33032, 'az': 33272, 'wx': 33496, 'wy': 33528}}","{'pitch': 26.04, 'roll': 16.72, 'yaw': 29.16, 'wx': -7, 'wy': 5, 'wz': 4, 'ax': -134, 'ay': 221, 'az': 440}"
"{'time': 1275.031, 's2': {'ax': -0.6560113, 'ay': -4.637568, 'wz': -0.0003996938, 'az': -8.276755, 'wx': -0.03050995, 'wy': -0.001332312}, 's3': {'ax': -0.7110779, 'ay': -4.69503, 'wz': -0.002531394, 'az': -8.018182, 'wx': -0.02997703, 'wy': -0.00652833}, 's1': {'ax': 33400, 'ay': 33176, 'wz': 33032, 'az': 33272, 'wx': 33496, 'wy': 33528}}","{'pitch': 26.04, 'roll': 16.72, 'yaw': 29.16, 'wx': -7, 'wy': 5, 'wz': 4, 'ax': -134, 'ay': 221, 'az': 440}"
"{'time': 1275.091, 's2': {'ax': -0.1747767, 'ay': -4.465186, 'wz': -0.002264931, 'az': -7.443573, 'wx': -0.002398162, 'wy': -0.03437366}, 's3': {'ax': -0.1556231, 'ay': -4.48434, 'wz': -0.001598775, 'az': -7.417237, 'wx': -0.01758652, 'wy': -0.03424043}, 's1': {'ax': 35464, 'ay': 35480, 'wz': 35592, 'az': 35128, 'wx': 35496, 'wy': 35464}}","{'pitch': 26.12, 'roll': 16.86, 'yaw': 29.1, 'wx': 21, 'wy': 34, 'wz': 23, 'ax': -130, 'ay': 220, 'az': 429}"
"{'time': 1275.111, 's2': {'ax': -0.03351882, 'ay': -4.608838, 'wz': -0.02571363, 'az': -7.706935, 'wx': -0.0707458, 'wy': 0.06728178}, 's3': {'ax': -0.04548983, 'ay': -4.635174, 'wz': -0.02784533, 'az': -7.817069, 'wx': -0.06834763, 'wy': 0.06781471}, 's1': {'ax': 36104, 'ay': 35672, 'wz': 36280, 'az': 35624, 'wx': 36184, 'wy': 35976}}","{'pitch': 26.13, 'roll': 16.9, 'yaw': 29.09, 'wx': -1, 'wy': 26, 'wz': 7, 'ax': -124, 'ay': 218, 'az': 415}"
"{'time': 1275.131, 's2': {'ax': -0.6344634, 'ay': -4.680665, 'wz': -0.01758652, 'az': -8.276755, 'wx': -0.03424043, 'wy': 0.1362956}, 's3': {'ax': -0.6536171, 'ay': -4.67827, 'wz': -0.01745329, 'az': -8.279149, 'wx': -0.0358392, 'wy': 0.1272358}, 's1': {'ax': 32872, 'ay': 32888, 'wz': 33192, 'az': 32952, 'wx': 33384, 'wy': 33352}}","{'pitch': 26.08, 'roll': 16.84, 'yaw': 29.08, 'wx': -23, 'wy': -31, 'wz': -2, 'ax': -126, 'ay': 221, 'az': 420}"
"{'time': 1275.131, 's2': {'ax': -0.6344634, 'ay': -4.680665, 'wz': -0.01758652, 'az': -8.276755, 'wx': -0.03424043, 'wy': 0.1362956}, 's3': {'ax': -0.6536171, 'ay': -4.67827, 'wz': -0.01745329, 'az': -8.279149, 'wx': -0.0358392, 'wy': 0.1272358}, 's1': {'ax': 32872, 'ay': 32888, 'wz': 33192, 'az': 32952, 'wx': 33384, 'wy': 33352}}","{'pitch': 26.06, 'roll': 16.74, 'yaw': 29.09, 'wx': -11, 'wy': -51, 'wz': -6, 'ax': -132, 'ay': 221, 'az': 438}"
"{'time': 1275.151, 's2': {'ax': -0.6392518, 'ay': -4.316746, 'wz': -0.0006661562, 'az': -7.979874, 'wx': -0.01265697, 'wy': -0.004396631}, 's3': {'ax': -0.629675, 'ay': -4.311957, 'wz': -0.0006661562, 'az': -8.123527, 'wx': -0.008660031, 'wy': -0.009725882}, 's1': {'ax': 32551, 'ay': 32695, 'wz': 32631, 'az': 32151, 'wx': 33192, 'wy': 32519}}","{'pitch': 26.06, 'roll': 16.74, 'yaw': 29.09, 'wx': -11, 'wy': -51, 'wz': -6, 'ax': -132, 'ay': 221, 'az': 438}"
"{'time': 1275.171, 's2': {'ax': -0.6967127, 'ay': -4.532224, 'wz': -0.04489893, 'az': -7.975086, 'wx': 0.07341041, 'wy': -0.002264931}, 's3': {'ax': -0.6967127, 'ay': -4.532224, 'wz': -0.04316692, 'az': -7.975086, 'wx': 0.07341041, 'wy': -0.009725882}, 's1': {'ax': 33432, 'ay': 33176, 'wz': 33336, 'az': 33320, 'wx': 33816, 'wy': 33432}}","{'pitch': 26.07, 'roll': 16.74, 'yaw': 29.08, 'wx': 6, 'wy': 2, 'wz': 4, 'ax': -136, 'ay': 217, 'az': 432}"
"{'time': 1275.191, 's2': {'ax': -0.1580173, 'ay': -4.714183, 'wz': -0.0009326189, 'az': -7.989451, 'wx': -0.02371516, 'wy': -0.02571363}, 's3': {'ax': -0.05506664, 'ay': -4.680665, 'wz': -0.002398162, 'az': -7.366959, 'wx': -0.01891884, 'wy': -0.01785299}, 's1': {'ax': 35784, 'ay': 35752, 'wz': 35848, 'az': 35800, 'wx': 35864, 'wy': 36056}}","{'pitch': 26.1, 'roll': 16.74, 'yaw': 29.04, 'wx': 8, 'wy': 8, 'wz': 23, 'ax': -133, 'ay': 218, 'az': 426}"
"{'time': 1275.211, 's2': {'ax': -0.2537854, 'ay': -4.601655, 'wz': -0.002531394, 'az': -8.010999, 'wx': -0.02624655, 'wy': 0.1352297}, 's3': {'ax': -0.2513912, 'ay': -4.599261, 'wz': -0.0006661562, 'az': -7.970297, 'wx': -0.02571363, 'wy': 0.1341639}, 's1': {'ax': 35848, 'ay': 35784, 'wz': 35992, 'az': 35912, 'wx': 36216, 'wy': 36200}}","{'pitch': 26.1, 'roll': 16.76, 'yaw': 29.0, 'wx': -4, 'wy': 16, 'wz': 16, 'ax': -128, 'ay': 223, 'az': 424}"
"{'time': 1275.231, 's2': {'ax': -0.1580173, 'ay': -4.714183, 'wz': -0.01945176, 'az': -8.054094, 'wx': -0.04196784, 'wy': 0.1490858}, 's3': {'ax': -0.1963245, 'ay': -4.67827, 'wz': -0.01732006, 'az': -8.056489, 'wx': -0.03770444, 'wy': 0.1533492}, 's1': {'ax': 32711, 'ay': 33000, 'wz': 33208, 'az': 32776, 'wx': 33384, 'wy': 33192}}","{'pitch': 26.09, 'roll': 16.49, 'yaw': 28.91, 'wx': -8, 'wy': -79, 'wz': 17, 'ax': -127, 'ay': 223, 'az': 432}"
"{'time': 1275.251, 's2': {'ax': -0.6153098, 'ay': -4.292804, 'wz': -0.03877029, 'az': -7.989451, 'wx': -0.02571363, 'wy': 0.1704028}, 's3': {'ax': -0.6153098, 'ay': -4.563348, 'wz': -0.03637213, 'az': -8.046912, 'wx': -0.02784533, 'wy': 0.1680046}, 's1': {'ax': 33944, 'ay': 34184, 'wz': 34072, 'az': 33528, 'wx': 34424, 'wy': 34696}}","{'pitch': 26.1, 'roll': 16.28, 'yaw': 28.86, 'wx': -3, 'wy': -96, 'wz': 19, 'ax': -133, 'ay': 221, 'az': 428}"
"{'time': 1275.271, 's2': {'ax': -0.1268927, 'ay': -4.599261, 'wz': -0.004663095, 'az': -7.357382, 'wx': -0.04316692, 'wy': 0.2716585}, 's3': {'ax': -0.009576806, 'ay': -4.675876, 'wz': -0.008793262, 'az': -7.357382, 'wx': -0.03477335, 'wy': 0.2807182}, 's1': {'ax': 34504, 'ay': 34632, 'wz': 34760, 'az': 34248, 'wx': 35208, 'wy': 35160}}","{'pitch': 26.1, 'roll': 16.28, 'yaw': 28.86, 'wx': -3, 'wy': -96, 'wz': 19, 'ax': -133, 'ay': 221, 'az': 428}"
"{'time': 1275.291, 's2': {'ax': -0.3136404, 'ay': -4.69503, 'wz': -0.08127106, 'az': -8.008605, 'wx': -0.01931853, 'wy': 0.4942879}, 's3': {'ax': -0.308852, 'ay': -4.685453, 'wz': -0.06834763, 'az': -8.008605, 'wx': -0.01931853, 'wy': 0.4944212}, 's1': {'ax': 36937, 'ay': 36969, 'wz': 37177, 'az': 36712, 'wx': 37721, 'wy': 37737}}","{'pitch': 26.09, 'roll': 15.94, 'yaw': 28.8, 'wx': -11, 'wy': -160, 'wz': 25, 'ax': -130, 'ay': 224, 'az': 422}"
"{'time': 1275.311, 's2': {'ax': -0.007182605, 'ay': -4.651934, 'wz': -0.002797856, 'az': -8.085219, 'wx': -0.03863706, 'wy': 0.5045467}, 's3': {'ax': -0.07900865, 'ay': -4.642357, 'wz': -0.001199081, 'az': -8.046912, 'wx': -0.03530628, 'wy': 0.5112083}, 's1': {'ax': 37929, 'ay': 37897, 'wz': 38377, 'az': 37737, 'wx': 38489, 'wy': 38185}}","{'pitch': 26.13, 'roll': 15.37, 'yaw': 28.71, 'wx': 4, 'wy': -263, 'wz': 46, 'ax': -135, 'ay': 224, 'az': 439}"
"{'time': 1275.331, 's2': {'ax': -0.009576806, 'ay': -4.608838, 'wz': -0.09419449, 'az': -7.438785, 'wx': -0.03424043, 'wy': 1.082237}, 's3': {'ax': -0.308852, 'ay': -4.627992, 'wz': -0.1027213, 'az': -7.357382, 'wx': -0.03557274, 'wy': 1.082237}, 's1': {'ax': 35320, 'ay': 34984, 'wz': 35144, 'az': 34824, 'wx': 35528, 'wy': 35528}}","{'pitch': 26.16, 'roll': 14.74, 'yaw': 28.58, 'wx': -2, 'wy': -290, 'wz': 60, 'ax': -123, 'ay': 222, 'az': 428}"
"{'time': 1275.331, 's2': {'ax': -0.009576806, 'ay': -4.608838, 'wz': -0.09419449, 'az': -7.438785, 'wx': -0.03424043, 'wy': 1.082237}, 's3': {'ax': -0.308852, 'ay': -4.627992, 'wz': -0.1027213, 'az': -7.357382, 'wx': -0.03557274, 'wy': 1.082237}, 's1': {'ax': 35320, 'ay': 34984, 'wz': 35144, 'az': 34824, 'wx': 35528, 'wy': 35528}}","{'pitch': 26.16, 'roll': 13.79, 'yaw': 28.43, 'wx': -15, 'wy': -442, 'wz': 62, 'ax': -109, 'ay': 223, 'az': 421}"
"{'time': 1275.351, 's2': {'ax': -0.01915361, 'ay': -4.618415, 'wz': -0.01931853, 'az': -7.441179, 'wx': -0.001865238, 'wy': 1.087034}, 's3': {'ax': -0.02154782, 'ay': -4.627992, 'wz': -0.004130169, 'az': -7.414843, 'wx': -0.002264931, 'wy': 1.078507}, 's1': {'ax': 34424, 'ay': 34760, 'wz': 34632, 'az': 34376, 'wx': 34888, 'wy': 34696}}","{'pitch': 26.16, 'roll': 13.79, 'yaw': 28.43, 'wx': -15, 'wy': -442, 'wz': 62, 'ax': -109, 'ay': 223, 'az': 421}"
"{'time': 1275.371, 's2': {'ax': -0.007182605, 'ay': -4.644751, 'wz': -0.03450689, 'az': -7.989451, 'wx': -0.05156049, 'wy': 1.432103}, 's3': {'ax': -0.002394202, 'ay': -4.601655, 'wz': -0.03490658, 'az': -8.010999, 'wx': -0.05156049, 'wy': 1.427973}, 's1': {'ax': 35704, 'ay': 35512, 'wz': 35768, 'az': 34472, 'wx': 36184, 'wy': 35720}}","{'pitch': 26.17, 'roll': 12.51, 'yaw': 28.29, 'wx': -10, 'wy': -610, 'wz': 64, 'ax': -97, 'ay': 226, 'az': 429}"
"{'time': 1275.391, 's2': {'ax': -0.002394202, 'ay': -4.649539, 'wz': -0.1581455, 'az': -8.276755, 'wx': -0.0001332312, 'wy': 1.807548}, 's3': {'ax': -0.04788403, 'ay': -4.611232, 'wz': -0.1602772, 'az': -8.281544, 'wx': -0.001199081, 'wy': 1.799021}, 's1': {'ax': 37401, 'ay': 37769, 'wz': 37561, 'az': 37161, 'wx': 37513, 'wy': 37689}}","{'pitch': 26.16, 'roll': 10.84, 'yaw': 28.14, 'wx': -19, 'wy': -802, 'wz': 65, 'ax': -101, 'ay': 224, 'az': 433}"
"{'time': 1275.411, 's2': {'ax': -0.01197101, 'ay': -4.505888, 'wz': -0.3582588, 'az': -8.585608, 'wx': -0.0001332312, 'wy': 2.114513}, 's3': {'ax': -0.01197101, 'ay': -4.508282, 'wz': -0.3689173, 'az': -8.583213, 'wx': -0.0707458, 'wy': 2.182727}, 's1': {'ax': 37369, 'ay': 37017, 'wz': 37257, 'az': 37145, 'wx': 37625, 'wy': 37529}}","{'pitch': 26.28, 'roll': 6.1, 'yaw': 27.5, 'wx': 28, 'wy': -1211, 'wz': 193, 'ax': -100, 'ay': 219, 'az': 470}"
"{'time': 1275.431, 's2': {'ax': 1.644816, 'ay': -5.116409, 'wz': -0.4525866, 'az': -8.889671, 'wx': 0.1362956, 'wy': 2.565767}, 's3': {'ax': 1.644816, 'ay': -5.154716, 'wz': -0.4541853, 'az': -8.889671, 'wx': 0.1277688, 'wy': 2.588816}, 's1': {'ax': 33832, 'ay': 33992, 'wz': 34264, 'az': 33672, 'wx': 34984, 'wy': 34216}}","{'pitch': 26.28, 'roll': 6.1, 'yaw': 27.5, 'wx': 28, 'wy': -1211, 'wz': 193, 'ax': -100, 'ay': 219, 'az': 470}"
"{'time': 1275.431, 's2': {'ax': 1.644816, 'ay': -5.116409, 'wz': -0.4525866, 'az': -8.889671, 'wx': 0.1362956, 'wy': 2.565767}, 's3': {'ax': 1.644816, 'ay': -5.154716, 'wz': -0.4541853, 'az': -8.889671, 'wx': 0.1277688, 'wy': 2.588816}, 's1': {'ax': 33832, 'ay': 33992, 'wz': 34264, 'az': 33672, 'wx': 34984, 'wy': 34216}}","{'pitch': 26.52, 'roll': 2.96, 'yaw': 26.96, 'wx': 102, 'wy': -1452, 'wz': 247, 'ax': -40, 'ay': 242, 'az': 488}"
"{'time': 1275.451, 's2': {'ax': 2.296039, 'ay': -4.659117, 'wz': -0.004663095, 'az': -8.777143, 'wx': 0.2631317, 'wy': 2.991574}, 's3': {'ax': 2.276886, 'ay': -4.599261, 'wz': -0.006794794, 'az': -8.643068, 'wx': 0.2673951, 'wy': 2.991708}, 's1': {'ax': 33336, 'ay': 33320, 'wz': 33560, 'az': 32407, 'wx': 33656, 'wy': 33576}}","{'pitch': 26.52, 'roll': 2.96, 'yaw': 26.96, 'wx': 102, 'wy': -1452, 'wz': 247, 'ax': -40, 'ay': 242, 'az': 488}"
"{'time': 1275.471, 's2': {'ax': 1.750161, 'ay': -4.374207, 'wz': -0.5650337, 'az': -7.45315, 'wx': 0.202245, 'wy': 3.268695}, 's3': {'ax': 1.798046, 'ay': -4.31914, 'wz': -0.5671654, 'az': -7.48188, 'wx': 0.1979816, 'wy': 3.269894}, 's1': {'ax': 34376, 'ay': 34776, 'wz': 34504, 'az': 34296, 'wx': 34632, 'wy': 34824}}","{'pitch': 26.85, 'roll': -0.69, 'yaw': 26.31, 'wx': 157, 'wy': -1681, 'wz': 295, 'ax': -31, 'ay': 230, 'az': 474}"
"{'time': 1275.491, 's2': {'ax': 2.288857, 'ay': -3.699042, 'wz': -0.6183262, 'az': -7.680599, 'wx': -0.1424242, 'wy': 3.086435}, 's3': {'ax': 2.425326, 'ay': -3.852271, 'wz': -0.6169939, 'az': -7.685388, 'wx': -0.1414916, 'wy': 3.076842}, 's1': {'ax': 37449, 'ay': 37113, 'wz': 37225, 'az': 36760, 'wx': 37689, 'wy': 37177}}","{'pitch': 27.06, 'roll': -4.62, 'yaw': 25.55, 'wx': 123, 'wy': -1792, 'wz': 336, 'ax': -17, 'ay': 210, 'az': 441}"
"{'time': 1275.511, 's2': {'ax': 4.853047, 'ay': -4.469975, 'wz': -0.5671654, 'az': -7.510611, 'wx': -0.2740567, 'wy': 2.796124}, 's3': {'ax': 4.884171, 'ay': -4.520253, 'wz': -0.5692971, 'az': -7.539341, 'wx': -0.2748561, 'wy': 2.772143}, 's1': {'ax': 36712, 'ay': 36472, 'wz': 36424, 'az': 36376, 'wx': 36873, 'wy': 36921}}","{'pitch': 26.93, 'roll': -8.43, 'yaw': 24.82, 'wx': -32, 'wy': -1739, 'wz': 331, 'ax': 40, 'ay': 203, 'az': 412}"
"{'time': 1275.531, 's2': {'ax': 4.857835, 'ay': -4.771644, 'wz': -0.4786999, 'az': -8.602366, 'wx': -0.2793859, 'wy': 2.694202}, 's3': {'ax': 4.862624, 'ay': -4.829105, 'wz': -0.4605804, 'az': -8.583213, 'wx': -0.2775207, 'wy': 2.455318}, 's1': {'ax': 33560, 'ay': 33320, 'wz': 33752, 'az': 33304, 'wx': 33800, 'wy': 33672}}","{'pitch': 26.56, 'roll': -11.88, 'yaw': 24.2, 'wx': -130, 'wy': -1582, 'wz': 306, 'ax': 84, 'ay': 226, 'az': 466}"
"{'time': 1275.571, 's2': {'ax': 4.525041, 'ay': -4.06296, 'wz': -0.2740567, 'az': -7.445967, 'wx': -0.01851914, 'wy': 2.443861}, 's3': {'ax': 4.577713, 'ay': -4.065354, 'wz': -0.2837825, 'az': -7.433996, 'wx': -0.01079173, 'wy': 2.454519}, 's1': {'ax': 33128, 'ay': 33288, 'wz': 33304, 'az': 33000, 'wx': 33544, 'wy': 33256}}","{'pitch': 26.08, 'roll': -17.56, 'yaw': 23.4, 'wx': -23, 'wy': -1271, 'wz': 154, 'ax': 125, 'ay': 227, 'az': 474}"
