device,kernel
"{'time': 182.316, 's2': {'ax': -7.548918, 'ay': -4.503493, 'wz': -0.0001332312, 'az': 9.689334, 'wx': -0.2772542, 'wy': 0.803651}, 's3': {'ax': -7.517793, 'ay': -4.352659, 'wz': 0.07647473, 'az': 5.552154, 'wx': -0.2985712, 'wy': 0.7841991}, 's1': {'ax': 17860, 'ay': 17588, 'wz': 18020, 'az': 17252, 'wx': 18900, 'wy': 18420}}","{'pitch': 11.87, 'roll': -96.82, 'yaw': 347.88, 'wx': 53, 'wy': -156, 'wz': 86, 'ax': 400, 'ay': 217, 'az': 360}"
"{'time': 182.336, 's2': {'ax': -7.43639, 'ay': -5.844246, 'wz': 0.05529098, 'az': 4.800375, 'wx': 0.2657963, 'wy': 0.3926325}, 's3': {'ax': -4.987122, 'ay': -0.9911995, 'wz': 0.1095161, 'az': 4.900931, 'wx': 0.2470107, 'wy': 0.4298039}, 's1': {'ax': 17924, 'ay': 17588, 'wz': 18036, 'az': 17284, 'wx': 18916, 'wy': 18452}}","{'pitch': 11.93, 'roll': -97.49, 'yaw': 347.62, 'wx': 290, 'wy': -168, 'wz': -348, 'ax': 419, 'ay': 270, 'az': 350}"
"{'time': 182.356, 's2': {'ax': -7.529764, 'ay': -0.002394202, 'wz': 0.2356861, 'az': 9.782708, 'wx': -0.02717917, 'wy': 0.2725911}, 's3': {'ax': -7.548918, 'ay': -4.522647, 'wz': 0.2458116, 'az': 9.804255, 'wx': -0.004529862, 'wy': 0.2711256}, 's1': {'ax': 17732, 'ay': 17508, 'wz': 18116, 'az': 17364, 'wx': 18996, 'wy': 18532}}","{'pitch': 12.94, 'roll': -97.4, 'yaw': 346.53, 'wx': 513, 'wy': 324, 'wz': -677, 'ax': 328, 'ay': 259, 'az': 248}"
"{'time': 182.356, 's2': {'ax': -7.529764, 'ay': -0.002394202, 'wz': 0.2356861, 'az': 9.782708, 'wx': -0.02717917, 'wy': 0.2725911}, 's3': {'ax': -7.548918, 'ay': -4.522647, 'wz': 0.2458116, 'az': 9.804255, 'wx': -0.004529862, 'wy': 0.2711256}, 's1': {'ax': 17732, 'ay': 17508, 'wz': 18116, 'az': 17364, 'wx': 18996, 'wy': 18532}}","{'pitch': 14.17, 'roll': -97.26, 'yaw': 345.41, 'wx': 333, 'wy': 234, 'wz': -648, 'ax': 295, 'ay': 253, 'az': 213}"
"{'time': 182.376, 's2': {'ax': -7.357382, 'ay': -0.02633622, 'wz': 0.2386172, 'az': 4.742914, 'wx': 0.2300904, 'wy': -0.435}, 's3': {'ax': -5.216966, 'ay': -0.007182605, 'wz': 0.2299571, 'az': 4.58729, 'wx': 0.237951, 'wy': -0.4094196}, 's1': {'ax': 17844, 'ay': 17492, 'wz': 18212, 'az': 17172, 'wx': 18916, 'wy': 18660}}","{'pitch': 15.59, 'roll': -96.66, 'yaw': 344.77, 'wx': 220, 'wy': 534, 'wz': -641, 'ax': 446, 'ay': 210, 'az': 264}"
"{'time': 182.396, 's2': {'ax': -7.441179, 'ay': -3.995923, 'wz': 0.5253308, 'az': 9.801862, 'wx': 0.4704395, 'wy': -0.6151286}, 's3': {'ax': -7.357382, 'ay': -4.311957, 'wz': 0.4773675, 'az': 8.851364, 'wx': 0.2384839, 'wy': -0.0002664625}, 's1': {'ax': 17716, 'ay': 17396, 'wz': 18068, 'az': 17348, 'wx': 18964, 'wy': 18484}}","{'pitch': 16.86, 'roll': -95.36, 'yaw': 344.45, 'wx': -111, 'wy': -252, 'wz': -596, 'ax': 297, 'ay': 218, 'az': 290}"
"{'time': 182.416, 's2': {'ax': -5.894525, 'ay': -5.497087, 'wz': 0.0810046, 'az': 2.827552, 'wx': -0.07314395, 'wy': 0.06008729}, 's3': {'ax': -5.710171, 'ay': -5.798757, 'wz': 0.05182695, 'az': 2.736573, 'wx': -0.1024548, 'wy': 0.1340306}, 's1': {'ax': 17780, 'ay': 17620, 'wz': 18052, 'az': 17300, 'wx': 18948, 'wy': 18452}}","{'pitch': 16.86, 'roll': -95.36, 'yaw': 344.45, 'wx': -111, 'wy': -252, 'wz': -596, 'ax': 297, 'ay': 218, 'az': 290}"
"{'time': 182.436, 's2': {'ax': -8.901642, 'ay': -5.193024, 'wz': -0.05675651, 'az': 4.738125, 'wx': -0.3695835, 'wy': 0.2606003}, 's3': {'ax': -8.899248, 'ay': -5.195418, 'wz': -0.04356662, 'az': 4.589684, 'wx': -0.3683844, 'wy': 0.2724579}, 's1': {'ax': 17908, 'ay': 17572, 'wz': 18180, 'az': 17252, 'wx': 18916, 'wy': 18452}}","{'pitch': 17.01, 'roll': -95.6, 'yaw': 344.55, 'wx': 38, 'wy': -86, 'wz': -10, 'ax': 340, 'ay': 285, 'az': 314}"
"{'time': 182.476, 's2': {'ax': -6.497863, 'ay': -4.776433, 'wz': 0.07141195, 'az': 3.955221, 'wx': -0.02891118, 'wy': 0.4996171}, 's3': {'ax': -6.557718, 'ay': -4.826711, 'wz': 0.06621593, 'az': 3.986346, 'wx': -0.01811945, 'wy': 0.5086769}, 's1': {'ax': 17924, 'ay': 17620, 'wz': 18084, 'az': 17300, 'wx': 18980, 'wy': 18500}}","{'pitch': 17.08, 'roll': -95.58, 'yaw': 344.75, 'wx': -323, 'wy': -57, 'wz': -95, 'ax': 391, 'ay': 281, 'az': 288}"
"{'time': 182.496, 's2': {'ax': -7.510611, 'ay': -4.905719, 'wz': 0.2219632, 'az': 1.941698, 'wx': -0.05515773, 'wy': 1.207075}, 's3': {'ax': -7.57286, 'ay': -5.097255, 'wz': 0.2384839, 'az': 1.989582, 'wx': -0.05315928, 'wy': 1.27036}, 's1': {'ax': 17748, 'ay': 17412, 'wz': 18100, 'az': 17316, 'wx': 19044, 'wy': 18548}}","{'pitch': 17.92, 'roll': -94.94, 'yaw': 346.16, 'wx': -151, 'wy': 328, 'wz': 148, 'ax': 303, 'ay': 234, 'az': 227}"
"{'time': 182.496, 's2': {'ax': -7.510611, 'ay': -4.905719, 'wz': 0.2219632, 'az': 1.941698, 'wx': -0.05515773, 'wy': 1.207075}, 's3': {'ax': -7.57286, 'ay': -5.097255, 'wz': 0.2384839, 'az': 1.989582, 'wx': -0.05315928, 'wy': 1.27036}, 's1': {'ax': 17748, 'ay': 17412, 'wz': 18100, 'az': 17316, 'wx': 19044, 'wy': 18548}}","{'pitch': 17.37, 'roll': -94.69, 'yaw': 346.58, 'wx': -180, 'wy': -248, 'wz': 394, 'ax': 389, 'ay': 221, 'az': 174}"
"{'time': 182.516, 's2': {'ax': -5.336676, 'ay': -4.388572, 'wz': 0.4070215, 'az': 7.654263, 'wx': -0.01971822, 'wy': -0.0695467}, 's3': {'ax': -7.45315, 'ay': -4.944026, 'wz': 0.1171103, 'az': 2.753332, 'wx': -0.03424043, 'wy': 2.148087}, 's1': {'ax': 17700, 'ay': 17572, 'wz': 18052, 'az': 17252, 'wx': 18964, 'wy': 18484}}","{'pitch': 16.26, 'roll': -95.06, 'yaw': 347.31, 'wx': -518, 'wy': -372, 'wz': 826, 'ax': 339, 'ay': 196, 'az': 164}"
"{'time': 182.536, 's2': {'ax': -7.366959, 'ay': -4.908113, 'wz': -0.2731241, 'az': 9.55047, 'wx': -0.136562, 'wy': 1.081438}, 's3': {'ax': -7.745243, 'ay': -5.066131, 'wz': -0.4094196, 'az': 9.646238, 'wx': -0.1376279, 'wy': 0.9463415}, 's1': {'ax': 17748, 'ay': 17428, 'wz': 18132, 'az': 17140, 'wx': 19028, 'wy': 18564}}","{'pitch': 16.26, 'roll': -95.06, 'yaw': 347.31, 'wx': -518, 'wy': -372, 'wz': 826, 'ax': 339, 'ay': 196, 'az': 164}"
"{'time': 182.556, 's2': {'ax': -5.600038, 'ay': -4.15394, 'wz': -0.8538791, 'az': 3.507505, 'wx': -0.2135697, 'wy': 0.4432603}, 's3': {'ax': -5.221754, 'ay': -3.876213, 'wz': -0.8276325, 'az': 3.062184, 'wx': -0.0001332312, 'wy': 0.390634}, 's1': {'ax': 17812, 'ay': 17476, 'wz': 18196, 'az': 17172, 'wx': 19044, 'wy': 18628}}","{'pitch': 14.4, 'roll': -96.24, 'yaw': 348.85, 'wx': -756, 'wy': -957, 'wz': 1051, 'ax': 394, 'ay': 208, 'az': 203}"
"{'time': 182.576, 's2': {'ax': -8.59279, 'ay': -5.238513, 'wz': -0.3072313, 'az': 9.43076, 'wx': -0.3040337, 'wy': 1.02255}, 's3': {'ax': -8.59279, 'ay': -5.238513, 'wz': -0.3104288, 'az': 9.43076, 'wx': -0.294441, 'wy': 1.091297}, 's1': {'ax': 17940, 'ay': 17588, 'wz': 18052, 'az': 17268, 'wx': 18948, 'wy': 18468}}","{'pitch': 11.6, 'roll': -98.09, 'yaw': 352.61, 'wx': -882, 'wy': -551, 'wz': 717, 'ax': 350, 'ay': 207, 'az': 252}"
"{'time': 182.596, 's2': {'ax': -7.357382, 'ay': -4.948815, 'wz': -0.0009326189, 'az': 4.898537, 'wx': -0.2839158, 'wy': 0.6797458}, 's3': {'ax': -8.583213, 'ay': -4.987122, 'wz': -0.002264931, 'az': 4.829105, 'wx': -0.285781, 'wy': 0.6809449}, 's1': {'ax': 17716, 'ay': 17396, 'wz': 18084, 'az': 17108, 'wx': 18740, 'wy': 18532}}","{'pitch': 11.6, 'roll': -98.09, 'yaw': 352.61, 'wx': -882, 'wy': -551, 'wz': 717, 'ax': 350, 'ay': 207, 'az': 252}"
"{'time': 182.616, 's2': {'ax': -8.334216, 'ay': -5.542577, 'wz': -0.4180797, 'az': 3.670311, 'wx': -0.2732573, 'wy': 0.4936217}, 's3': {'ax': -7.357382, 'ay': -5.068525, 'wz': -0.409686, 'az': 3.062184, 'wx': -0.2921761, 'wy': 0.5093431}, 's1': {'ax': 17668, 'ay': 17364, 'wz': 18004, 'az': 17284, 'wx': 18884, 'wy': 18420}}","{'pitch': 10.43, 'roll': -99.02, 'yaw': 354.5, 'wx': -832, 'wy': -711, 'wz': 703, 'ax': 353, 'ay': 228, 'az': 264}"
"{'time': 182.656, 's2': {'ax': -4.927267, 'ay': -4.501099, 'wz': -0.3374748, 'az': 4.824317, 'wx': -0.5820873, 'wy': 1.884289}, 's3': {'ax': -4.924873, 'ay': -0.02154782, 'wz': -0.2821838, 'az': 4.63278, 'wx': -0.5473139, 'wy': 1.763715}, 's1': {'ax': 17748, 'ay': 17428, 'wz': 18132, 'az': 17124, 'wx': 18996, 'wy': 18564}}","{'pitch': 9.35, 'roll': -100.14, 'yaw': 356.37, 'wx': -710, 'wy': -746, 'wz': 734, 'ax': 333, 'ay': 258, 'az': 376}"
"{'time': 182.656, 's2': {'ax': -4.927267, 'ay': -4.501099, 'wz': -0.3374748, 'az': 4.824317, 'wx': -0.5820873, 'wy': 1.884289}, 's3': {'ax': -4.924873, 'ay': -0.02154782, 'wz': -0.2821838, 'az': 4.63278, 'wx': -0.5473139, 'wy': 1.763715}, 's1': {'ax': 17748, 'ay': 17428, 'wz': 18132, 'az': 17124, 'wx': 18996, 'wy': 18564}}","{'pitch': 8.2, 'roll': -100.9, 'yaw': 359.45, 'wx': -830, 'wy': 381, 'wz': -136, 'ax': 378, 'ay': 215, 'az': 318}"
"{'time': 182.676, 's2': {'ax': -7.050924, 'ay': -5.585672, 'wz': -0.2900444, 'az': 0.878672, 'wx': -0.3246846, 'wy': 1.637012}, 's3': {'ax': -7.050924, 'ay': -6.155493, 'wz': -0.2793859, 'az': 1.750161, 'wx': -0.3172236, 'wy': 1.351365}, 's1': {'ax': 17844, 'ay': 17492, 'wz': 18212, 'az': 17172, 'wx': 18868, 'wy': 18468}}","{'pitch': 8.2, 'roll': -100.9, 'yaw': 359.45, 'wx': -830, 'wy': 381, 'wz': -136, 'ax': 378, 'ay': 215, 'az': 318}"
"{'time': 182.696, 's2': {'ax': -7.912837, 'ay': -5.825093, 'wz': -0.03983614, 'az': 1.788469, 'wx': -0.3437366, 'wy': 1.15738}, 's3': {'ax': -7.40766, 'ay': -5.748478, 'wz': -0.0337075, 'az': 1.814805, 'wx': -0.3416049, 'wy': 1.159378}, 's1': {'ax': 17748, 'ay': 17412, 'wz': 18132, 'az': 17108, 'wx': 18772, 'wy': 18548}}","{'pitch': 8.98, 'roll': -99.67, 'yaw': 0.55, 'wx': -592, 'wy': -284, 'wz': 31, 'ax': 273, 'ay': 58, 'az': 357}"
"{'time': 182.716, 's2': {'ax': -7.635109, 'ay': -3.459621, 'wz': -0.01771976, 'az': -0.1843535, 'wx': -0.4267396, 'wy': 0.3398729}, 's3': {'ax': -7.635109, 'ay': -3.459621, 'wz': -0.01025881, 'az': -0.1843535, 'wx': -0.4103522, 'wy': 0.3729143}, 's1': {'ax': 17748, 'ay': 17428, 'wz': 18132, 'az': 17124, 'wx': 18756, 'wy': 18580}}","{'pitch': 8.97, 'roll': -99.78, 'yaw': 0.95, 'wx': 353, 'wy': 652, 'wz': 3, 'ax': 236, 'ay': 315, 'az': 113}"
"{'time': 182.736, 's2': {'ax': -6.495469, 'ay': -0.07900865, 'wz': -0.02358193, 'az': 2.442086, 'wx': -0.179196, 'wy': 0.1264364}, 's3': {'ax': -6.438008, 'ay': -0.08140286, 'wz': -0.01758652, 'az': 2.449268, 'wx': -0.186657, 'wy': 0.1361623}, 's1': {'ax': 17860, 'ay': 17508, 'wz': 18164, 'az': 17204, 'wx': 18852, 'wy': 18388}}","{'pitch': 9.01, 'roll': -96.77, 'yaw': 0.2, 'wx': 261, 'wy': 2607, 'wz': -5, 'ax': 331, 'ay': 102, 'az': 467}"
"{'time': 182.756, 's2': {'ax': -6.303933, 'ay': -4.982334, 'wz': -0.2904441, 'az': 1.525106, 'wx': -0.4140827, 'wy': 0.980049}, 's3': {'ax': -6.370971, 'ay': -4.905719, 'wz': -0.3200214, 'az': 1.75495, 'wx': -0.4095529, 'wy': 1.089965}, 's1': {'ax': 17748, 'ay': 17428, 'wz': 18132, 'az': 17124, 'wx': 18868, 'wy': 18564}}","{'pitch': 8.41, 'roll': -92.3, 'yaw': 359.68, 'wx': 112, 'wy': 3, 'wz': 429, 'ax': 441, 'ay': 289, 'az': 234}"
"{'time': 182.776, 's2': {'ax': -5.063736, 'ay': -4.905719, 'wz': -0.5804885, 'az': 2.406173, 'wx': -0.7101225, 'wy': 1.483263}, 's3': {'ax': -4.920084, 'ay': -4.987122, 'wz': -0.8213706, 'az': 2.367866, 'wx': -0.7675452, 'wy': 1.500317}, 's1': {'ax': 17732, 'ay': 17412, 'wz': 18100, 'az': 17124, 'wx': 18996, 'wy': 18516}}","{'pitch': 7.81, 'roll': -91.0, 'yaw': 359.76, 'wx': 152, 'wy': 173, 'wz': 206, 'ax': 440, 'ay': 193, 'az': 338}"
"{'time': 182.796, 's2': {'ax': -7.970297, 'ay': -4.929661, 'wz': -0.8357596, 'az': 3.904943, 'wx': -0.5543752, 'wy': 1.207208}, 's3': {'ax': -7.975086, 'ay': -4.910508, 'wz': -0.8215038, 'az': 2.439692, 'wx': -0.05182695, 'wy': 1.204011}, 's1': {'ax': 17668, 'ay': 17412, 'wz': 18036, 'az': 17316, 'wx': 18916, 'wy': 18436}}","{'pitch': 7.66, 'roll': -90.69, 'yaw': 359.57, 'wx': 70, 'wy': 717, 'wz': 152, 'ax': 334, 'ay': 118, 'az': 333}"
"{'time': 182.816, 's2': {'ax': -7.371747, 'ay': -6.246472, 'wz': -0.6914701, 'az': 0.5889736, 'wx': -0.4264732, 'wy': 1.275423}, 's3': {'ax': -7.37893, 'ay': -6.236896, 'wz': -0.6828102, 'az': 0.6105214, 'wx': -0.4464579, 'wy': 1.261567}, 's1': {'ax': 17716, 'ay': 17412, 'wz': 18100, 'az': 17108, 'wx': 18932, 'wy': 18500}}","{'pitch': 7.31, 'roll': -88.74, 'yaw': 359.43, 'wx': 74, 'wy': 789, 'wz': 188, 'ax': 336, 'ay': 129, 'az': 327}"
"{'time': 182.816, 's2': {'ax': -7.371747, 'ay': -6.246472, 'wz': -0.6914701, 'az': 0.5889736, 'wx': -0.4264732, 'wy': 1.275423}, 's3': {'ax': -7.37893, 'ay': -6.236896, 'wz': -0.6828102, 'az': 0.6105214, 'wx': -0.4464579, 'wy': 1.261567}, 's1': {'ax': 17716, 'ay': 17412, 'wz': 18100, 'az': 17108, 'wx': 18932, 'wy': 18500}}","{'pitch': 7.01, 'roll': -87.27, 'yaw': 359.36, 'wx': -23, 'wy': 948, 'wz': 102, 'ax': 306, 'ay': 122, 'az': 329}"
"{'time': 182.836, 's2': {'ax': -7.970297, 'ay': -6.136339, 'wz': -0.3305467, 'az': -0.1173159, 'wx': -0.2956401, 'wy': 1.090764}, 's3': {'ax': -7.970297, 'ay': -6.179435, 'wz': -0.3166907, 'az': -0.1795651, 'wx': -0.2731241, 'wy': 0.9548683}, 's1': {'ax': 17812, 'ay': 17460, 'wz': 18180, 'az': 17172, 'wx': 18772, 'wy': 18532}}","{'pitch': 6.67, 'roll': -86.04, 'yaw': 359.33, 'wx': 27, 'wy': 5, 'wz': 164, 'ax': 287, 'ay': 161, 'az': 370}"
"{'time': 182.856, 's2': {'ax': -4.984728, 'ay': -6.296751, 'wz': -0.3073645, 'az': -0.02154782, 'wx': -0.2729908, 'wy': 0.1926524}, 's3': {'ax': -4.984728, 'ay': -6.296751, 'wz': -0.307098, 'az': -0.02154782, 'wx': -0.2901776, 'wy': 0.1767979}, 's1': {'ax': 17860, 'ay': 17572, 'wz': 18020, 'az': 17252, 'wx': 18868, 'wy': 18420}}","{'pitch': 6.16, 'roll': -86.38, 'yaw': 359.08, 'wx': 208, 'wy': -362, 'wz': 441, 'ax': 250, 'ay': 139, 'az': 387}"
"{'time': 182.876, 's2': {'ax': -5.039794, 'ay': -5.595249, 'wz': -0.3073645, 'az': -0.4812346, 'wx': -0.3092297, 'wy': 0.4070215}, 's3': {'ax': -5.058948, 'ay': -5.614403, 'wz': -0.3158913, 'az': -0.09816227, 'wx': -0.3156248, 'wy': 0.5422512}, 's1': {'ax': 17684, 'ay': 17524, 'wz': 18036, 'az': 17316, 'wx': 18932, 'wy': 18452}}","{'pitch': 4.52, 'roll': -88.56, 'yaw': 358.36, 'wx': 83, 'wy': -451, 'wz': 301, 'ax': 335, 'ay': 183, 'az': 315}"
"{'time': 182.876, 's2': {'ax': -5.039794, 'ay': -5.595249, 'wz': -0.3073645, 'az': -0.4812346, 'wx': -0.3092297, 'wy': 0.4070215}, 's3': {'ax': -5.058948, 'ay': -5.614403, 'wz': -0.3158913, 'az': -0.09816227, 'wx': -0.3156248, 'wy': 0.5422512}, 's1': {'ax': 17684, 'ay': 17524, 'wz': 18036, 'az': 17316, 'wx': 18932, 'wy': 18452}}","{'pitch': 4.08, 'roll': -89.38, 'yaw': 358.24, 'wx': -58, 'wy': -294, 'wz': -196, 'ax': 371, 'ay': 120, 'az': 319}"
"{'time': 182.896, 's2': {'ax': -10.42196, 'ay': -5.039794, 'wz': -1.23119, 'az': -0.06224924, 'wx': 0.5235988, 'wy': -0.002264931}, 's3': {'ax': -7.97748, 'ay': -5.518635, 'wz': -1.091697, 'az': -1.386243, 'wx': 1.023083, 'wy': -0.08593415}, 's1': {'ax': 17732, 'ay': 17396, 'wz': 18084, 'az': 17108, 'wx': 18676, 'wy': 18516}}","{'pitch': 4.08, 'roll': -89.38, 'yaw': 358.24, 'wx': -58, 'wy': -294, 'wz': -196, 'ax': 371, 'ay': 120, 'az': 319}"
"{'time': 182.916, 's2': {'ax': -5.097255, 'ay': -7.850587, 'wz': -2.18406, 'az': -5.355829, 'wx': 1.559205, 'wy': 0.2623323}, 's3': {'ax': -7.357382, 'ay': -8.611943, 'wz': -2.183127, 'az': -0.3806781, 'wx': 1.529361, 'wy': 0.2625988}, 's1': {'ax': 17604, 'ay': 17460, 'wz': 17940, 'az': 17236, 'wx': 18788, 'wy': 18340}}","{'pitch': 4.36, 'roll': -90.39, 'yaw': 358.25, 'wx': -2, 'wy': -701, 'wz': -115, 'ax': 315, 'ay': 124, 'az': 329}"
"{'time': 182.936, 's2': {'ax': -2.817975, 'ay': -4.965574, 'wz': -1.743864, 'az': -2.463634, 'wx': 1.615562, 'wy': -1.387603}, 's3': {'ax': -1.285686, 'ay': -5.255273, 'wz': -1.502049, 'az': -1.99437, 'wx': 1.359891, 'wy': -1.095827}, 's1': {'ax': 17860, 'ay': 17492, 'wz': 17988, 'az': 17220, 'wx': 18804, 'wy': 18356}}","{'pitch': 4.5, 'roll': -92.05, 'yaw': 358.22, 'wx': 33, 'wy': -818, 'wz': -33, 'ax': 337, 'ay': 133, 'az': 324}"
"{'time': 182.976, 's2': {'ax': -4.939238, 'ay': -8.276755, 'wz': -0.5465146, 'az': 2.966416, 'wx': 1.824602, 'wy': -2.460115}, 's3': {'ax': -4.924873, 'ay': -8.276755, 'wz': -0.5459816, 'az': 3.05979, 'wx': 1.820338, 'wy': -2.469175}, 's1': {'ax': 17684, 'ay': 17364, 'wz': 18036, 'az': 17316, 'wx': 18900, 'wy': 18436}}","{'pitch': 3.33, 'roll': -93.14, 'yaw': 358.48, 'wx': -96, 'wy': -78, 'wz': 97, 'ax': 384, 'ay': 160, 'az': 297}"
"{'time': 182.976, 's2': {'ax': -4.939238, 'ay': -8.276755, 'wz': -0.5465146, 'az': 2.966416, 'wx': 1.824602, 'wy': -2.460115}, 's3': {'ax': -4.924873, 'ay': -8.276755, 'wz': -0.5459816, 'az': 3.05979, 'wx': 1.820338, 'wy': -2.469175}, 's1': {'ax': 17684, 'ay': 17364, 'wz': 18036, 'az': 17316, 'wx': 18900, 'wy': 18436}}","{'pitch': 3.33, 'roll': -93.14, 'yaw': 358.48, 'wx': -96, 'wy': -78, 'wz': 97, 'ax': 384, 'ay': 160, 'az': 297}"
"{'time': 183.016, 's2': {'ax': -5.001487, 'ay': -7.357382, 'wz': -0.1237718, 'az': 2.449268, 'wx': 2.315959, 'wy': -1.935717}, 's3': {'ax': -4.941632, 'ay': -7.36217, 'wz': -0.1123139, 'az': 2.25055, 'wx': 2.241083, 'wy': -1.910803}, 's1': {'ax': 17636, 'ay': 17588, 'wz': 18004, 'az': 17268, 'wx': 18852, 'wy': 18388}}","{'pitch': 3.04, 'roll': -93.21, 'yaw': 358.66, 'wx': -153, 'wy': -4, 'wz': 81, 'ax': 421, 'ay': 90, 'az': 261}"
"{'time': 183.016, 's2': {'ax': -5.001487, 'ay': -7.357382, 'wz': -0.1237718, 'az': 2.449268, 'wx': 2.315959, 'wy': -1.935717}, 's3': {'ax': -4.941632, 'ay': -7.36217, 'wz': -0.1123139, 'az': 2.25055, 'wx': 2.241083, 'wy': -1.910803}, 's1': {'ax': 17636, 'ay': 17588, 'wz': 18004, 'az': 17268, 'wx': 18852, 'wy': 18388}}","{'pitch': 2.74, 'roll': -93.04, 'yaw': 358.98, 'wx': -147, 'wy': 167, 'wz': 319, 'ax': 296, 'ay': 135, 'az': 317}"
"{'time': 183.036, 's2': {'ax': -5.097255, 'ay': -6.323087, 'wz': -0.6993308, 'az': 2.329558, 'wx': 1.157113, 'wy': -0.8401562}, 's3': {'ax': -5.003881, 'ay': -6.141128, 'wz': -0.5800889, 'az': 2.209848, 'wx': 1.157913, 'wy': -0.8199051}, 's1': {'ax': 17684, 'ay': 17364, 'wz': 18052, 'az': 17332, 'wx': 18916, 'wy': 18452}}","{'pitch': 2.23, 'roll': -92.1, 'yaw': 359.32, 'wx': -66, 'wy': 752, 'wz': 232, 'ax': 344, 'ay': 107, 'az': 352}"
"{'time': 183.056, 's2': {'ax': -4.93445, 'ay': -7.37893, 'wz': -0.5545084, 'az': 2.449268, 'wx': 1.065717, 'wy': 0.02438132}, 's3': {'ax': -5.094861, 'ay': -7.376535, 'wz': -0.5547749, 'az': 2.449268, 'wx': 0.9522037, 'wy': 0.06754825}, 's1': {'ax': 17732, 'ay': 17412, 'wz': 18084, 'az': 17140, 'wx': 18980, 'wy': 18516}}","{'pitch': 1.29, 'roll': -93.99, 'yaw': 0.32, 'wx': -400, 'wy': 54, 'wz': -4, 'ax': 514, 'ay': -8, 'az': 313}"
"{'time': 183.076, 's2': {'ax': -3.933673, 'ay': -6.744466, 'wz': -0.562902, 'az': 4.900931, 'wx': 1.073044, 'wy': 0.2683277}, 's3': {'ax': -4.024653, 'ay': -6.773197, 'wz': -0.5586386, 'az': 4.000711, 'wx': 1.06998, 'wy': 0.2031776}, 's1': {'ax': 17844, 'ay': 17508, 'wz': 18244, 'az': 17204, 'wx': 18868, 'wy': 18452}}","{'pitch': 1.29, 'roll': -93.99, 'yaw': 0.32, 'wx': -400, 'wy': 54, 'wz': -4, 'ax': 514, 'ay': -8, 'az': 313}"
"{'time': 183.096, 's2': {'ax': -3.469198, 'ay': -7.127539, 'wz': -0.4104855, 'az': 4.841076, 'wx': 1.183893, 'wy': -0.03503982}, 's3': {'ax': -3.450045, 'ay': -7.055712, 'wz': -0.2743231, 'az': 4.860229, 'wx': 1.227593, 'wy': -0.5469142}, 's1': {'ax': 17716, 'ay': 17620, 'wz': 18052, 'az': 17284, 'wx': 18932, 'wy': 18484}}","{'pitch': 1.27, 'roll': -94.2, 'yaw': 0.64, 'wx': 36, 'wy': -34, 'wz': 74, 'ax': 387, 'ay': 117, 'az': 347}"
"{'time': 183.096, 's2': {'ax': -3.469198, 'ay': -7.127539, 'wz': -0.4104855, 'az': 4.841076, 'wx': 1.183893, 'wy': -0.03503982}, 's3': {'ax': -3.450045, 'ay': -7.055712, 'wz': -0.2743231, 'az': 4.860229, 'wx': 1.227593, 'wy': -0.5469142}, 's1': {'ax': 17716, 'ay': 17620, 'wz': 18052, 'az': 17284, 'wx': 18932, 'wy': 18484}}","{'pitch': 1.04, 'roll': -93.65, 'yaw': 0.84, 'wx': -138, 'wy': 450, 'wz': 139, 'ax': 363, 'ay': 106, 'az': 307}"
"{'time': 183.116, 's2': {'ax': -4.912902, 'ay': -6.751649, 'wz': -0.01718683, 'az': 3.651158, 'wx': 1.338574, 'wy': -0.009725882}, 's3': {'ax': -5.674258, 'ay': -6.787562, 'wz': -0.02224962, 'az': 3.641581, 'wx': 1.341772, 'wy': -0.02184992}, 's1': {'ax': 17732, 'ay': 17412, 'wz': 18116, 'az': 17380, 'wx': 19028, 'wy': 18564}}","{'pitch': 0.74, 'roll': -92.72, 'yaw': 1.08, 'wx': -105, 'wy': 416, 'wz': 175, 'ax': 345, 'ay': 108, 'az': 294}"
"{'time': 183.136, 's2': {'ax': -4.972757, 'ay': -6.521805, 'wz': -0.0001332312, 'az': 4.010288, 'wx': 0.5839525, 'wy': -0.0001332312}, 's3': {'ax': -5.674258, 'ay': -6.787562, 'wz': -0.02224962, 'az': 3.641581, 'wx': 1.341772, 'wy': -0.02184992}, 's1': {'ax': 17908, 'ay': 17556, 'wz': 18308, 'az': 17236, 'wx': 18948, 'wy': 18484}}","{'pitch': 0.46, 'roll': -92.01, 'yaw': 1.25, 'wx': -33, 'wy': 254, 'wz': 61, 'ax': 384, 'ay': 132, 'az': 369}"
"{'time': 183.156, 's2': {'ax': -4.972757, 'ay': -6.521805, 'wz': -0.0001332312, 'az': 4.010288, 'wx': 0.5839525, 'wy': -0.0001332312}, 's3': {'ax': -5.674258, 'ay': -6.787562, 'wz': -0.02224962, 'az': 3.641581, 'wx': 1.341772, 'wy': -0.02184992}, 's1': {'ax': 17700, 'ay': 17620, 'wz': 18068, 'az': 17316, 'wx': 18964, 'wy': 18500}}","{'pitch': 0.46, 'roll': -91.73, 'yaw': 1.11, 'wx': 173, 'wy': 172, 'wz': -14, 'ax': 349, 'ay': 109, 'az': 349}"
