t,ax,ay,az,wx,wy,wz,dt,vx,vy,vz,x,y,z
1.407,-0.970582,1.045426,-0.188009,7348,10824,-8696,0.09299999999999997,-0.794635629,-0.3051050139999999,-0.15710400699999993,-0.5460346079859999,-0.6146876482959999,0.13267872267900005
1.5,1.040636,0.683179,-0.628992,7008,12696,-8104,0.09299999999999997,-0.697856481,-0.24156936699999992,-0.2156002629999999,-0.6109352607189998,-0.6371535994269999,0.11262789822000006
1.589,0.289199,-0.200284,-0.538879,6940,14000,-10216,0.08899999999999997,-0.67211777,-0.2593946429999999,-0.26356049399999987,-0.6707537422489999,-0.6602397226539999,0.08917101425400009
1.684,-1.257685,0.002694,0.031435,6820,13024,-8776,0.09499999999999997,-0.7915978449999999,-0.2591387129999999,-0.26057416899999986,-0.7459555375239998,-0.6848579003889999,0.06441646819900011
1.775,-4.629872,-3.501519,-8.974438,8836,8880,-9036,0.09099999999999997,-1.2129161969999998,-0.5777769419999998,-1.0772480269999996,-0.8563309114509997,-0.7374356021109998,-0.03361310225799981
1.867,1.774111,5.862709,3.215314,5768,12696,-9512,0.09200000000000008,-1.0496979849999997,-0.03840771399999943,-0.7814391389999993,-0.9529031260709998,-0.7409691117989997,-0.1055055030459998
1.958,-0.636776,-2.426454,-1.985172,8236,7172,-9084,0.09099999999999997,-1.1076446009999996,-0.2592150279999994,-0.9620897909999993,-1.0536987847619996,-0.7645576793469997,-0.1930556740269997
2.05,-1.816622,-1.322051,-3.479365,7296,15416,-7764,0.09199999999999986,-1.2747738249999994,-0.3808437199999992,-1.2821913709999988,-1.1709779766619994,-0.7995953015869995,-0.31101728015899943
2.143,-0.189207,-0.003892,-0.184716,1728,13164,-14612,0.09299999999999997,-1.2923700759999994,-0.3812056759999992,-1.2993699589999987,-1.2911683937299994,-0.8350474294549994,-0.4318586863459993
2.238,-0.98585,3.92424,2.868934,2748,11908,-6064,0.0950000000000002,-1.3860258259999996,-0.00840287599999845,-1.026821228999998,-1.4228408471999996,-0.8358457026749992,-0.5294067031009992
2.327,-1.397793,2.491719,1.302891,6336,14580,-7896,0.08899999999999997,-1.5104294029999996,0.21336011500000146,-0.9108639299999981,-1.5572690640669995,-0.8168566524399992,-0.610473592870999
2.419,0.02395,-0.050894,-0.195194,6660,13376,-5556,0.09200000000000008,-1.5082260029999996,0.20867786700000146,-0.9288217779999981,-1.6960258563429995,-0.797658288675999,-0.6959251964469989
2.51,0.224533,-0.716111,0.119152,6760,14056,-7024,0.09099999999999975,-1.4877934999999998,0.14351176600000165,-0.9179789459999981,-1.8314150648429992,-0.7845987179699988,-0.7794612805329985
