ax,ay,az,gx,gy,gz,time
-0.414551,0.675781,-0.517578,-49.49951,-13.18359,13.06152,3.283893
-0.419922,0.655273,-0.499023,-56.27441,-16.54053,15.07568,3.297218
-0.430176,0.655273,-0.505859,-58.1665,-17.08984,15.68604,3.30034
-0.489746,0.629883,-0.567871,-64.5752,-19.16504,14.5874,3.31363
-0.498047,0.626953,-0.578125,-64.81934,-19.71436,13.85498,3.316747
-0.466797,0.636719,-0.642578,-63.41553,-19.83643,12.20703,3.330079
-0.452637,0.634277,-0.627441,-61.4624,-19.89746,12.45117,3.343412
-0.449707,0.626953,-0.629883,-61.34033,-20.08057,12.45117,3.346539
-0.446289,0.618164,-0.621094,-63.90381,-21.24023,14.09912,3.359822
-0.443848,0.624023,-0.629395,-65.00244,-22.52197,14.77051,3.362938
-0.462891,0.618164,-0.662109,-66.34521,-25.20752,16.11328,3.376259
-0.483398,0.606934,-0.688965,-66.65039,-23.74268,15.93018,3.389606
-0.491699,0.603516,-0.682617,-67.19971,-23.31543,15.86914,3.392719
-0.516602,0.563477,-0.749023,-68.60352,-17.63916,13.06152,3.406034
-0.507813,0.565918,-0.75,-67.68799,-17.15088,12.39014,3.409151
-0.450195,0.568359,-0.756348,-64.02588,-14.64844,11.90186,3.422482
-0.41748,0.557129,-0.694336,-64.27002,-15.44189,14.52637,3.435769
-0.417969,0.547852,-0.683105,-65.55176,-16.41846,15.01465,3.438885
-0.458008,0.523438,-0.670898,-72.63184,-18.98193,16.41846,3.452183
-0.472168,0.520996,-0.675781,-74.34082,-20.32471,16.17432,3.455304
-0.491211,0.508301,-0.711426,-79.3457,-26.97754,14.70947,3.46863
-0.469727,0.506348,-0.725586,-82.58057,-32.34863,14.28223,3.481966
-0.466797,0.506348,-0.734863,-83.74023,-32.77588,14.34326,3.485094
-0.48584,0.486816,-0.749023,-88.86719,-32.10449,13.91602,3.498464
-0.5,0.480957,-0.755859,-90.57617,-30.88379,13.12256,3.501587
-0.528809,0.42334,-0.870117,-93.32275,-18.06641,7.8125,3.514877
-0.460449,0.43457,-0.875977,-89.17236,-12.02393,4.943848,3.52824
-0.44043,0.441895,-0.866211,-88.50098,-12.3291,5.187988,3.531362
-0.39502,0.422363,-0.842773,-88.43994,-16.35742,9.155273,3.544719
-0.404297,0.412109,-0.831055,-88.62305,-18.06641,10.00977,3.547835
-0.430176,0.38623,-0.799805,-91.12549,-27.70996,12.146,3.561154
-0.458496,0.350586,-0.804688,-96.74072,-36.37695,11.96289,3.57451
-0.455078,0.341797,-0.808594,-98.02246,-38.14697,11.35254,3.577627
-0.466797,0.304199,-0.925781,-102.1729,-34.91211,8.789063,3.590912
-0.462402,0.297852,-0.947754,-101.9897,-32.77588,7.751465,3.594031
-0.421387,0.310059,-0.999023,-95.45898,-27.89307,5.79834,3.607361
-0.380859,0.287109,-1.040527,-86.79199,-22.09473,6.530762,3.620686
-0.381348,0.287109,-1.027344,-84.83887,-21.30127,6.958008,3.623804
-0.354004,0.271973,-0.992188,-77.81982,-22.3999,8.605957,3.63712
-0.353027,0.272949,-0.990723,-76.9043,-22.76611,9.399414,3.640237
-0.365234,0.246582,-0.9375,-74.40186,-23.25439,10.98633,3.65355
-0.381836,0.248047,-0.881348,-74.27979,-27.46582,11.35254,3.666898
-0.386719,0.245605,-0.871094,-75.19531,-28.44238,11.53564,3.670013
-0.420898,0.211914,-0.876953,-80.56641,-29.84619,10.00977,3.683292
-0.422363,0.210449,-0.875488,-81.78711,-29.96826,9.338379,3.686418
-0.408203,0.212402,-0.893066,-84.04541,-30.57861,6.713867,3.699753
-0.388184,0.200684,-0.903809,-87.09717,-31.31104,5.981445,3.713041
-0.390625,0.189941,-0.913086,-87.40234,-31.12793,6.103516,3.716154
-0.398438,0.157227,-0.994141,-88.13477,-28.44238,3.723145,3.729491
-0.396484,0.148926,-1.012207,-86.79199,-27.28271,3.051758,3.732607
-0.344727,0.163574,-1.043457,-79.52881,-21.66748,2.258301,3.745904
-0.319336,0.145508,-1.031738,-72.32666,-16.11328,3.051758,3.759272
-0.316406,0.145996,-1.005859,-71.3501,-15.44189,3.234863,3.762398
-0.297852,0.141602,-0.958984,-68.2373,-15.56396,5.615234,3.775692
-0.29834,0.13623,-0.95166,-68.54248,-15.50293,5.981445,3.778805
-0.345703,0.116211,-0.926758,-70.61768,-18.37158,6.408691,3.792132
-0.362793,0.097656,-0.948242,-71.22803,-19.104,5.126953,3.805512
-0.368164,0.095703,-0.943359,-71.3501,-18.98193,4.577637,3.808628
-0.366211,0.068359,-0.970215,-71.96045,-16.17432,2.441406,3.821928
-0.363281,0.072754,-0.972656,-71.65527,-15.74707,1.77002,3.825048
-0.319336,0.069824,-0.949707,-70.61768,-16.8457,1.220703,3.838388
-0.287109,0.064941,-0.933594,-70.67871,-19.34814,3.601074,3.851702
-0.292969,0.060059,-0.945801,-70.98389,-19.77539,4.455566,3.854818
-0.305176,0.041992,-0.935059,-73.05908,-21.3623,6.225586,3.868131
-0.319336,0.042969,-0.944824,-73.24219,-22.3999,6.713867,3.87125
-0.348145,0.015137,-1.010742,-73.97461,-22.33887,6.652832,3.884562
-0.333008,0.004883,-1.063477,-68.35938,-21.24023,5.493164,3.897882
-0.319336,0.004883,-1.074219,-66.34521,-19.83643,5.432129,3.900996
-0.275391,0.000488,-1.025391,-59.08203,-15.38086,7.507324,3.914297
-0.270508,-0.007813,-1.01123,-57.49512,-14.83154,7.93457,3.917428
-0.295898,-0.017578,-0.944824,-56.39648,-14.52637,10.31494,3.930761
-0.341797,-0.04248,-0.92334,-58.47168,-17.45605,9.155273,3.944119
-0.340332,-0.050293,-0.925293,-58.77686,-17.45605,8.422852,3.947252
-0.347168,-0.060059,-0.945801,-59.2041,-14.77051,6.347656,3.960627
-0.345703,-0.061523,-0.958008,-58.89893,-14.4043,5.67627,3.963756
-0.316895,-0.073242,-0.975098,-55.84717,-11.84082,2.807617,3.977069
-0.260254,-0.077148,-0.947754,-51.45264,-11.1084,2.685547,3.990429
-0.254395,-0.082031,-0.938965,-50.47607,-11.2915,3.112793,3.993571
-0.26416,-0.107422,-0.89209,-49.86572,-13.24463,4.455566,4.006936
-0.265625,-0.11377,-0.882813,-50.04883,-13.85498,4.455566,4.010072
-0.266602,-0.121094,-0.876465,-52.06299,-16.41846,4.455566,4.023398
-0.280273,-0.138672,-0.916016,-53.83301,-16.96777,4.089355,4.036698
-0.279785,-0.139648,-0.927734,-53.83301,-16.8457,3.78418,4.039832
-0.280762,-0.151855,-0.979004,-50.90332,-16.8457,2.990723,4.05315
-0.277832,-0.15332,-0.987305,-49.74365,-16.41846,2.868652,4.056283
-0.253906,-0.165527,-0.976074,-44.73877,-16.41846,2.685547,4.06963
-0.259766,-0.193359,-0.958008,-42.90771,-15.93018,2.685547,4.082965
-0.26123,-0.195313,-0.958496,-42.48047,-15.625,2.685547,4.086105
-0.26416,-0.201172,-0.942383,-40.95459,-16.60156,0.854492,4.099418
-0.269531,-0.203613,-0.941895,-40.89355,-16.78467,0.366211,4.10256
-0.28125,-0.233887,-1.005371,-39.24561,-13.30566,-2.807617,4.115862
-0.263672,-0.237793,-1.046875,-33.38623,-7.995605,-5.737305,4.129242
-0.250488,-0.237305,-1.038574,-32.04346,-7.385254,-6.225586,4.1324
-0.187988,-0.240234,-1.046387,-23.92578,-8.361816,-5.187988,4.145789
-0.15332,-0.241699,-1.035156,-17.51709,-10.86426,-1.159668,4.159145
-0.148438,-0.242188,-1.026855,-15.50293,-11.96289,-0.183105,4.162294
-0.161133,-0.240234,-1.002441,-9.82666,-14.89258,4.394531,4.17568
-0.16748,-0.240234,-1.001465,-9.338379,-15.25879,5.187988,4.178812
-0.232422,-0.249023,-1.012695,-7.568359,-13.61084,7.080078,4.192171
-0.316895,-0.255371,-1.067383,-3.295898,-4.272461,2.807617,4.205499
-0.328613,-0.25,-1.067383,-1.831055,-1.831055,1.220703,4.20863
-0.297852,-0.233887,-1.056641,5.432129,6.103516,-4.150391,4.221939
-0.282715,-0.227051,-1.047852,7.141113,7.202148,-4.760742,4.225057
-0.180664,-0.190918,-1.0,12.20703,3.417969,-3.356934,4.238354
-0.111328,-0.146484,-0.995117,19.89746,-1.220703,4.638672,4.25169
-0.114746,-0.149414,-1.000488,22.03369,-0.915527,6.896973,4.254803
-0.197754,-0.14502,-0.938477,26.97754,1.037598,12.20703,4.268169
-0.225098,-0.14502,-0.922852,26.97754,0.854492,12.63428,4.271272
-0.294922,-0.151855,-0.884766,22.46094,-0.061035,11.47461,4.284584
-0.293945,-0.140137,-0.883301,18.67676,0.976563,9.70459,4.297881
-0.288574,-0.137695,-0.879883,17.27295,1.220703,9.399414,4.300979
-0.255859,-0.147461,-0.887207,11.71875,0.0,8.117676,4.314268
-0.236816,-0.15332,-0.900879,10.49805,-1.037598,8.178711,4.317354
-0.13623,-0.124023,-0.978027,11.16943,-4.516602,11.35254,4.330683
-0.092285,-0.120117,-0.986328,14.64844,-7.385254,18.73779,4.343968
-0.092285,-0.121094,-0.984863,15.01465,-8.972168,20.87402,4.347094
-0.124512,-0.139648,-0.999512,13.79395,-15.31982,28.50342,4.360461
-0.145508,-0.144531,-1.015625,13.18359,-15.80811,29.72412,4.363582
-0.202148,-0.147949,-1.071777,12.51221,-16.41846,32.83691,4.376894
-0.231445,-0.154785,-1.120117,15.80811,-15.50293,35.21729,4.390186
-0.239258,-0.152832,-1.128906,16.96777,-13.48877,35.5835,4.393292
-0.291504,-0.156738,-1.138672,22.82715,0.183105,35.82764,4.406615
-0.309082,-0.159668,-1.123535,23.80371,2.746582,35.46143,4.409712
-0.337891,-0.138184,-1.022461,25.26855,6.408691,32.10449,4.422989
-0.312012,-0.136719,-0.92627,18.79883,-2.01416,29.66309,4.436274
-0.29834,-0.134766,-0.912109,16.35742,-4.455566,29.29688,4.4394
-0.215332,-0.146973,-0.891602,1.525879,-13.24463,30.45654,4.452721
-0.206543,-0.14502,-0.904785,-2.075195,-14.89258,31.31104,4.455838
-0.175781,-0.165527,-1.048828,-12.02393,-12.93945,34.91211,4.469181
-0.174805,-0.185059,-1.170898,-9.521484,-9.155273,37.78076,4.482505
-0.174805,-0.186035,-1.19043,-7.324219,-8.605957,38.14697,4.485623
-0.150391,-0.192871,-1.277344,6.530762,-5.92041,41.1377,4.498949
-0.148438,-0.193848,-1.274414,9.643555,-4.882813,41.68701,4.502069
-0.157715,-0.218262,-1.240234,20.75195,0.732422,43.09082,4.515436
-0.133301,-0.203125,-1.160645,28.19824,1.403809,45.16602,4.528772
-0.130859,-0.194824,-1.137207,28.93066,0.915527,46.38672,4.53187
-0.134766,-0.176758,-1.066406,29.05273,0.427246,51.2085,4.545161
-0.140137,-0.180664,-1.045898,27.9541,-0.549316,52.36816,4.548248
-0.175781,-0.172363,-1.044922,22.46094,-3.601074,56.88477,4.561613
-0.230469,-0.167969,-1.066406,18.85986,-6.896973,58.83789,4.574967
-0.241211,-0.163574,-1.080566,18.67676,-7.93457,59.44824,4.578094
-0.366211,-0.169922,-1.131836,19.71436,-8.544922,57.43408,4.591462
-0.385254,-0.172363,-1.142578,20.62988,-9.216309,55.23682,4.594583
-0.362305,-0.172852,-1.178711,26.9165,-9.155273,45.04395,4.607894
-0.23584,-0.162109,-1.145996,30.88379,-3.540039,41.50391,4.621223
-0.215332,-0.160156,-1.14502,31.79932,-2.563477,41.68701,4.624334
-0.130859,-0.157715,-1.079102,33.99658,-2.807617,44.37256,4.63763
-0.11377,-0.155273,-1.066895,34.48486,-4.02832,45.10498,4.640747
-0.087402,-0.140137,-1.01416,35.7666,-10.55908,50.10986,4.654078
-0.149414,-0.150879,-1.015137,35.46143,-9.521484,51.51367,4.667433
-0.158691,-0.151367,-1.010254,34.91211,-7.446289,51.02539,4.670559
-0.20459,-0.141113,-0.966797,30.0293,-1.098633,47.36328,4.683837
-0.194336,-0.158203,-0.969238,29.11377,0.976563,46.69189,4.686953
-0.22168,-0.116699,-0.974121,22.58301,5.554199,42.48047,4.700246
-0.23584,-0.133789,-1.003418,18.18848,11.47461,36.25488,4.713539
-0.229004,-0.141113,-1.003418,17.51709,11.41357,35.15625,4.716624
-0.155762,-0.125977,-1.05127,16.78467,6.530762,33.20313,4.729924
-0.143555,-0.123535,-1.063965,16.8457,5.432129,33.38623,4.73302
-0.121582,-0.144531,-1.100586,22.82715,1.708984,34.05762,4.746359
-0.103027,-0.140137,-1.097656,29.84619,1.037598,34.05762,4.759643
-0.101074,-0.144043,-1.095703,31.37207,1.708984,34.17969,4.76274
-0.117676,-0.125977,-1.034668,35.09521,3.967285,34.48486,4.776029
-0.124023,-0.123047,-1.024414,35.5835,4.150391,34.5459,4.779133
-0.16748,-0.100098,-0.968262,34.85107,1.525879,32.95898,4.792483
-0.210449,-0.094238,-0.916992,30.09033,1.525879,29.78516,4.805834
-0.220215,-0.100098,-0.916504,28.25928,2.13623,28.62549,4.808931
-0.235352,-0.100586,-0.901855,18.37158,4.760742,23.01025,4.822229
-0.23584,-0.097656,-0.899902,16.17432,4.821777,21.78955,4.82534
-0.209473,-0.06543,-0.941895,10.31494,3.78418,18.43262,4.838658
-0.205566,-0.058594,-0.986816,9.277344,6.774902,16.72363,4.851939
-0.207031,-0.064941,-0.987305,9.643555,7.8125,15.86914,4.855041
-0.181152,-0.0625,-0.98877,9.338379,7.93457,15.13672,4.86833
-0.174805,-0.056641,-0.983887,8.850098,7.568359,15.25879,4.871438
-0.179688,-0.045898,-0.986328,7.8125,6.591797,16.78467,4.884765
-0.210449,-0.061035,-0.984375,5.79834,7.995605,16.78467,4.898105
-0.212891,-0.05957,-0.982422,4.882813,7.873535,16.72363,4.90122
-0.233398,-0.049805,-0.979004,3.234863,9.033203,14.09912,4.914513
-0.241699,-0.047363,-0.978516,2.563477,9.338379,13.42773,4.917613
-0.250977,-0.046387,-0.96875,-0.732422,10.0708,10.25391,4.930927
-0.246094,-0.046387,-0.986328,-4.638672,10.62012,7.446289,4.9443
-0.240234,-0.050293,-0.991211,-5.493164,10.68115,6.652832,4.94743
-0.213379,-0.052734,-1.000488,-8.300781,8.239746,6.164551,4.96078
-0.20752,-0.047852,-1.008789,-8.666992,7.69043,6.469727,4.963893
-0.181152,-0.046387,-1.026367,-8.117676,2.441406,7.324219,4.977224
-0.166992,-0.053711,-1.05957,-6.652832,0.610352,9.094238,4.990578
-0.16748,-0.056641,-1.069824,-6.164551,1.159668,9.521484,4.993693
-0.183594,-0.068359,-1.123047,-2.990723,9.033203,9.58252,5.007065
-0.19873,-0.070313,-1.136719,-1.953125,11.59668,9.155273,5.010188
-0.219238,-0.067383,-1.155762,4.455566,24.16992,6.774902,5.023515
-0.237305,-0.050293,-1.092773,11.16943,28.19824,4.516602,5.036856
-0.240234,-0.044922,-1.086426,12.51221,27.52686,3.967285,5.039956
-0.214844,-0.050781,-1.044434,14.83154,26.18408,2.380371,5.053245
-0.210938,-0.046875,-1.03418,14.52637,26.00098,2.197266,5.056354
-0.175781,-0.046875,-0.980469,10.49805,21.66748,4.577637,5.069681
-0.158691,-0.005859,-0.938477,6.164551,9.094238,10.37598,5.082961
-0.168457,0.005859,-0.9375,5.004883,5.859375,12.20703,5.086065
-0.212402,0.005859,-0.949219,0.671387,-2.807617,17.8833,5.099355
-0.224121,0.003418,-0.961426,-0.671387,-3.540039,18.37158,5.102472
-0.280273,-0.003906,-0.973633,-6.103516,-5.737305,18.00537,5.115784
-0.29541,-0.00293,-1.004395,-9.094238,-5.67627,15.19775,5.129152
-0.292969,-0.006348,-1.003418,-9.765625,-5.065918,14.4043,5.132286
-0.254395,-0.013184,-1.030273,-11.53564,-2.258301,11.16943,5.145624
-0.246094,-0.011719,-1.029297,-11.77979,-2.319336,11.16943,5.148753
-0.197754,-0.012207,-1.032227,-11.23047,-7.019043,10.86426,5.1621
-0.15918,-0.04248,-1.018066,-9.765625,-15.31982,13.73291,5.175472
-0.152344,-0.046875,-1.005859,-10.0708,-18.55469,14.70947,5.178613
-0.145996,-0.021484,-1.025879,-10.37598,-28.80859,20.1416,5.191908
-0.148926,-0.041504,-1.035645,-10.31494,-29.1748,20.93506,5.195043
-0.179199,-0.049805,-1.064941,-9.70459,-28.25928,25.6958,5.208359
-0.223145,-0.058594,-1.084473,-6.347656,-18.98193,26.24512,5.221682
-0.237305,-0.057129,-1.077637,-5.432129,-16.05225,26.12305,5.224815
-0.255859,-0.054199,-1.124512,-1.525879,2.075195,24.78027,5.238143
-0.268066,-0.05957,-1.116699,-0.427246,6.835938,24.53613,5.241259
-0.297363,-0.039063,-1.087891,3.356934,22.3999,18.55469,5.254562
-0.260742,-0.081543,-1.046387,3.356934,26.79443,13.30566,5.267896
-0.231934,-0.074219,-1.02002,3.601074,25.45166,13.00049,5.270996
-0.11084,-0.02832,-0.917969,0.732422,2.807617,18.49365,5.28427
-0.08252,-0.01416,-0.89502,-1.159668,-5.126953,20.75195,5.287377
-0.035645,-0.018555,-0.92334,-7.202148,-34.79004,33.08105,5.300706
-0.062012,-0.05127,-1.123047,-0.244141,-23.49854,42.17529,5.314062
-0.049805,-0.041016,-1.163086,3.78418,-16.90674,43.76221,5.317208
-0.211914,0.080078,-1.010254,8.300781,-20.75195,47.79053,5.33055
-0.222168,0.038086,-1.015625,7.995605,-26.24512,47.9126,5.333647
-0.295898,-0.062988,-1.119141,10.00977,-34.24072,39.0625,5.346989
-0.253418,-0.005859,-1.173828,19.22607,-2.868652,29.84619,5.360333
-0.281738,0.001953,-1.138672,19.77539,1.953125,28.01514,5.363464
-0.233398,0.004395,-1.056152,18.73779,7.93457,22.52197,5.376727
-0.205566,0.006348,-1.069336,18.98193,9.887695,21.11816,5.379807
-0.112305,0.040527,-1.013672,19.53125,12.20703,21.97266,5.393072
-0.097168,0.114746,-0.861816,12.51221,-14.83154,26.12305,5.406359
-0.071289,0.114746,-0.876465,10.25391,-21.11816,27.46582,5.409482
-0.100586,0.123047,-0.828613,-6.469727,-54.99268,32.89795,5.422752
-0.096191,0.108398,-0.84082,-8.850098,-59.57031,34.42383,5.425866
-0.134277,0.104492,-0.837891,-21.1792,-67.87109,39.42871,5.439219
-0.198242,0.088379,-0.861816,-34.79004,-68.17627,37.96387,5.45252
-0.209473,0.077148,-0.876953,-38.26904,-66.46729,37.10938,5.455617
-0.220215,0.074219,-0.948242,-50.96436,-53.52783,30.70068,5.468922
-0.217773,0.072266,-0.958496,-53.10059,-50.53711,29.29688,5.472041
-0.174805,0.067383,-1.058594,-57.86133,-38.08594,23.68164,5.485374
-0.084961,0.089355,-1.146973,-52.79541,-29.78516,21.42334,5.498713
-0.070313,0.087891,-1.167969,-50.72021,-27.58789,21.91162,5.501829
-0.034668,0.069824,-1.189941,-40.03906,-16.17432,23.74268,5.515141
-0.027344,0.071289,-1.177246,-37.35352,-14.83154,23.92578,5.518259
0.000488,0.072754,-1.099121,-30.09033,-9.216309,27.16064,5.531572
0.033203,0.077148,-1.030762,-28.19824,-9.277344,31.18896,5.544858
0.036133,0.079102,-1.00293,-29.1748,-9.94873,31.92139,5.547959
0.010254,0.052734,-0.975586,-38.20801,-17.21191,37.04834,5.561283
0.000488,0.045898,-0.981934,-41.25977,-19.83643,38.20801,5.564395
-0.018555,0.008301,-1.096191,-50.23193,-28.74756,39.61182,5.577736
0.093262,-0.003906,-1.263672,-43.94531,-28.68652,43.45703,5.591042
0.12207,0.012695,-1.28125,-39.61182,-27.83203,45.41016,5.594155
0.171387,0.024902,-1.310547,-17.7002,-24.16992,55.9082,5.607464
0.162109,0.020996,-1.299316,-12.20703,-23.37646,58.34961,5.610571
0.125488,-0.023438,-1.231934,6.469727,-19.34814,64.02588,5.623883
0.10498,-0.041992,-1.200684,21.05713,3.356934,69.51904,5.637173
0.089844,-0.048828,-1.162109,23.80371,10.74219,70.12939,5.640257
0.033203,-0.06543,-0.975098,26.85547,31.86035,69.58008,5.653571
0.009766,-0.04541,-0.922363,25.75684,32.89795,69.51904,5.656655
-0.07959,-0.047852,-0.887207,11.59668,35.09521,68.2373,5.669924
-0.20752,-0.082031,-0.915039,-4.02832,39.97803,60.2417,5.683245
-0.212891,-0.095215,-0.932617,-6.835938,39.67285,57.43408,5.686374
-0.11377,-0.083008,-1.044922,-9.643555,39.85596,46.56982,5.699725
-0.085449,-0.070313,-1.065918,-8.300781,39.55078,45.77637,5.702839
0.020508,-0.085449,-1.097656,1.708984,31.92139,46.63086,5.716159
0.098145,-0.125977,-1.116211,11.16943,25.14648,53.83301,5.729444
0.112305,-0.137695,-1.124023,12.93945,25.26855,55.96924,5.732536
0.103516,-0.144043,-1.118164,18.79883,28.74756,65.36865,5.74583
0.085449,-0.145508,-1.092773,20.01953,27.52686,67.13867,5.748911
0.021484,-0.172363,-1.10498,22.2168,22.70508,70.37354,5.762152
0.013672,-0.152344,-1.12793,24.10889,30.2124,70.12939,5.775487
0.006348,-0.141113,-1.125488,24.84131,31.61621,70.3125,5.778571
-0.05127,-0.162109,-1.105957,29.47998,38.94043,71.47217,5.791871
-0.078125,-0.174316,-1.105469,29.90723,42.41943,70.92285,5.794971
-0.174805,-0.254883,-1.059082,28.19824,58.1665,65.73486,5.808248
-0.181152,-0.274902,-1.004883,19.65332,63.90381,58.47168,5.821591
-0.17041,-0.271973,-0.991699,17.94434,62.74414,57.61719,5.82469
-0.06543,-0.254395,-1.02002,13.79395,48.52295,58.22754,5.837976
-0.039063,-0.246094,-1.025879,13.42773,43.45703,59.38721,5.841088
-0.028809,-0.200684,-1.057129,18.24951,22.94922,68.42041,5.854395
-0.141602,-0.19043,-1.082031,27.16064,16.11328,74.89014,5.867695
-0.20166,-0.18457,-1.080078,29.96826,16.78467,75.25635,5.870795
-0.417969,-0.191895,-1.040527,39.24561,33.02002,70.19043,5.884088
-0.459473,-0.206543,-1.014648,40.95459,39.85596,67.81006,5.887196
-0.554199,-0.237793,-0.849609,38.69629,63.78174,52.18506,5.90053
-0.491699,-0.228516,-0.692871,22.88818,71.10596,38.57422,5.913799
-0.446777,-0.21875,-0.656738,17.57813,68.66455,37.10938,5.916896
-0.292969,-0.217773,-0.620605,-10.00977,41.3208,37.23145,5.930193
-0.258789,-0.21875,-0.633789,-16.41846,32.95898,38.57422,5.933297
-0.185547,-0.229004,-0.800781,-37.17041,-0.183105,45.6543,5.946641
-0.179688,-0.249023,-1.022949,-41.25977,-17.76123,48.21777,5.959991
-0.183105,-0.24707,-1.05957,-39.48975,-20.08057,47.48535,5.963126
-0.17041,-0.251465,-1.20166,-25.87891,-16.90674,42.60254,5.9765
-0.166992,-0.25,-1.218262,-21.1792,-13.24463,41.07666,5.97963
-0.112793,-0.246582,-1.208984,-1.89209,7.080078,33.99658,5.992966
-0.055664,-0.214844,-1.092773,11.53564,18.79883,30.2124,6.00627
-0.047363,-0.206543,-1.046875,13.00049,18.79883,29.66309,6.009381
-0.046387,-0.177246,-0.939453,12.93945,10.98633,29.66309,6.022665
-0.055664,-0.174316,-0.914063,11.90186,8.422852,29.60205,6.025764
-0.13916,-0.180176,-0.867676,5.371094,-4.760742,28.25928,6.039097
-0.21582,-0.212402,-0.890625,-2.990723,-6.652832,22.03369,6.052486
-0.226074,-0.21875,-0.898438,-5.126953,-5.249023,20.26367,6.055615
-0.240234,-0.224609,-0.910645,-14.22119,-1.586914,11.65771,6.068958
-0.230957,-0.21875,-0.910156,-16.41846,-1.647949,10.25391,6.0721
-0.186035,-0.20459,-0.944336,-23.92578,-5.004883,5.126953,6.085432
-0.145996,-0.17041,-0.980469,-27.28271,-17.02881,3.967285,6.09875
-0.13623,-0.164551,-1.000488,-27.22168,-20.50781,4.150391,6.101883
-0.146484,-0.176758,-1.07373,-25.08545,-29.54102,3.479004,6.115245
-0.148438,-0.183594,-1.088379,-24.16992,-31.43311,3.479004,6.118391
-0.140137,-0.206543,-1.146484,-17.45605,-32.4707,2.502441,6.131784
-0.168457,-0.211426,-1.164063,-9.70459,-23.80371,1.525879,6.145126
-0.178711,-0.208496,-1.152832,-7.93457,-22.64404,0.732422,6.148259
-0.184082,-0.196289,-1.121582,-2.746582,-20.56885,-2.01416,6.16163
-0.177246,-0.191406,-1.111328,-2.197266,-19.65332,-2.319336,6.16478
-0.152832,-0.173828,-1.084473,0.732422,-16.54053,-2.929688,6.178149
-0.178223,-0.15625,-1.066895,1.464844,-12.20703,-2.685547,6.191486
-0.188477,-0.150391,-1.063477,1.647949,-10.92529,-3.051758,6.194615
-0.219727,-0.144043,-1.040527,1.647949,-5.92041,-6.04248,6.207968
-0.219238,-0.145508,-1.042969,1.037598,-4.516602,-7.080078,6.211105
-0.195801,-0.141602,-1.019531,-0.732422,0.671387,-9.460449,6.224491
-0.168945,-0.142578,-0.992188,-3.78418,-2.258301,-9.460449,6.237826
-0.166992,-0.13623,-0.989258,-4.272461,-3.540039,-9.216309,6.240975
-0.148926,-0.128418,-1.01416,-5.493164,-7.507324,-6.774902,6.254388
-0.149902,-0.131836,-1.032715,-5.249023,-7.873535,-6.225586,6.257545
-0.158691,-0.125977,-1.047363,-3.967285,-7.202148,-4.333496,6.270929
-0.164551,-0.122559,-1.065918,-1.037598,-6.225586,-3.845215,6.284254
-0.166992,-0.12207,-1.070801,0.12207,-4.882813,-4.089355,6.287409
-0.164063,-0.102539,-1.063477,3.90625,2.075195,-3.967285,6.300725
-0.177246,-0.104004,-1.016113,5.126953,4.943848,-4.943848,6.314041
-0.182129,-0.100586,-1.001953,5.004883,4.699707,-5.371094,6.317155
-0.165527,-0.095215,-0.983398,2.929688,2.563477,-5.126953,6.330464
-0.163086,-0.089355,-0.984375,2.868652,2.075195,-4.699707,6.333589
-0.157227,-0.090332,-0.989258,0.488281,0.854492,-3.417969,6.34688
-0.171387,-0.083008,-1.010254,-0.854492,1.220703,-3.417969,6.36019
-0.169434,-0.083984,-1.008789,-0.854492,1.220703,-3.601074,6.36333
-0.155762,-0.082031,-1.021973,-0.183105,1.464844,-3.479004,6.376691
-0.151855,-0.077637,-1.023926,0.061035,1.525879,-3.112793,6.379821
-0.148926,-0.084473,-1.026855,0.732422,3.234863,-1.647949,6.39312
-0.175293,-0.094238,-1.005371,-0.305176,4.638672,-0.854492,6.406429
-0.181641,-0.092285,-1.001465,-1.159668,4.455566,-0.549316,6.409571
-0.187988,-0.095703,-1.022461,-3.662109,6.286621,-0.549316,6.422935
-0.192383,-0.089844,-1.01123,-3.90625,6.896973,-0.610352,6.426072
-0.191406,-0.098145,-1.022461,-6.04248,6.774902,-1.403809,6.439395
-0.165527,-0.099609,-1.022461,-6.347656,4.394531,-0.488281,6.452767
-0.161621,-0.100586,-1.036621,-6.164551,3.417969,0.0,6.455901
-0.166016,-0.105957,-1.058105,-4.760742,2.380371,1.525879,6.469183
-0.179199,-0.11084,-1.063965,-4.394531,2.502441,1.586914,6.472292
-0.200195,-0.121094,-1.055176,-2.807617,4.821777,1.159668,6.485613
-0.197266,-0.121094,-1.050781,-2.258301,8.911133,0.305176,6.498913
-0.192383,-0.121582,-1.043457,-1.89209,9.765625,0.12207,6.502032
-0.17627,-0.112793,-1.012207,-2.624512,9.155273,0.0,6.51533
-0.169922,-0.112793,-1.009766,-3.051758,8.239746,0.183105,6.518435
-0.14502,-0.105957,-1.010254,-3.356934,4.089355,1.586914,6.531756
-0.147949,-0.10498,-1.00293,-3.295898,-0.549316,2.502441,6.545042
-0.15332,-0.108887,-1.01416,-3.234863,-1.281738,2.502441,6.54818
-0.164551,-0.130859,-1.035645,-3.967285,0.183105,1.708984,6.561532
-0.169434,-0.137207,-1.03125,-4.089355,0.732422,1.281738,6.564647
-0.171875,-0.132813,-1.024902,-3.90625,2.746582,-0.305176,6.577969
-0.162598,-0.140625,-1.02832,-3.967285,1.708984,-1.342773,6.591325
