time,s2,s3,s1
66.691,"{'ax': -385, 'ay': -73, 'wz': 13756, 'az': 318, 'wx': -8472, 'wy': -4100}","{'ax': -389, 'ay': -70, 'wz': 13884, 'az': 314, 'wx': -8596, 'wy': -4104}","{'ax': 12050, 'ay': 12355, 'wz': 11730, 'az': 12595, 'wx': 10690, 'wy': 11266}"
66.711,"{'ax': -225, 'ay': -259, 'wz': 14076, 'az': -1, 'wx': -8276, 'wy': -404}","{'ax': -225, 'ay': -305, 'wz': 14004, 'az': 207, 'wx': -8196, 'wy': -388}","{'ax': 12002, 'ay': 12531, 'wz': 11650, 'az': 12755, 'wx': 10818, 'wy': 11266}"
66.731,"{'ax': -38, 'ay': -131, 'wz': 14072, 'az': -195, 'wx': -8228, 'wy': -396}","{'ax': -36, 'ay': -137, 'wz': 14140, 'az': -193, 'wx': -8296, 'wy': -388}","{'ax': 12114, 'ay': 12403, 'wz': 11810, 'az': 12659, 'wx': 10770, 'wy': 11442}"
66.751,"{'ax': -269, 'ay': -177, 'wz': 14204, 'az': -98, 'wx': -8264, 'wy': -392}","{'ax': -265, 'ay': -191, 'wz': 14164, 'az': -10, 'wx': -8260, 'wy': -324}","{'ax': 12226, 'ay': 12499, 'wz': 11634, 'az': 12739, 'wx': 10802, 'wy': 11234}"
66.771,"{'ax': -6, 'ay': -17, 'wz': 14204, 'az': -215, 'wx': -8212, 'wy': -4148}","{'ax': -53, 'ay': -1, 'wz': 14332, 'az': -274, 'wx': -8196, 'wy': -4132}","{'ax': 12098, 'ay': 12387, 'wz': 11778, 'az': 12643, 'wx': 10690, 'wy': 11330}"
66.791,"{'ax': -265, 'ay': -34, 'wz': 13884, 'az': -66, 'wx': -8396, 'wy': -4100}","{'ax': -257, 'ay': -51, 'wz': 14204, 'az': -73, 'wx': -8376, 'wy': -4104}","{'ax': 12002, 'ay': 12307, 'wz': 11666, 'az': 12563, 'wx': 10818, 'wy': 11282}"
66.811,"{'ax': -193, 'ay': -229, 'wz': 13976, 'az': -18, 'wx': -8200, 'wy': -4308}","{'ax': -197, 'ay': -227, 'wz': 14040, 'az': -6, 'wx': -8208, 'wy': -4292}","{'ax': 12082, 'ay': 12355, 'wz': 11762, 'az': 12627, 'wx': 10674, 'wy': 11362}"
66.831,"{'ax': -106, 'ay': -131, 'wz': 14332, 'az': -213, 'wx': -412, 'wy': -4328}","{'ax': -100, 'ay': -139, 'wz': 14332, 'az': -209, 'wx': -404, 'wy': -4132}","{'ax': 12018, 'ay': 12323, 'wz': 11698, 'az': 12819, 'wx': 10898, 'wy': 11314}"
66.851,"{'ax': -337, 'ay': -1, 'wz': 13548, 'az': -1, 'wx': -400, 'wy': -4292}","{'ax': -367, 'ay': -6, 'wz': 13548, 'az': -41, 'wx': -452, 'wy': -4100}","{'ax': 12082, 'ay': 12339, 'wz': 11778, 'az': 12611, 'wx': 10706, 'wy': 11362}"
66.871,"{'ax': -225, 'ay': -65, 'wz': 14184, 'az': -143, 'wx': -8216, 'wy': -4100}","{'ax': -226, 'ay': -33, 'wz': 14252, 'az': -131, 'wx': -8212, 'wy': -4164}","{'ax': 11970, 'ay': 12291, 'wz': 11666, 'az': 12723, 'wx': 10850, 'wy': 11266}"
66.891,"{'ax': -386, 'ay': 241, 'wz': 14316, 'az': -9, 'wx': -500, 'wy': -552}","{'ax': -390, 'ay': 253, 'wz': 13940, 'az': -2, 'wx': -8204, 'wy': -4124}","{'ax': 12050, 'ay': 12339, 'wz': 11698, 'az': 12595, 'wx': 10642, 'wy': 11346}"
66.911,"{'ax': -22, 'ay': -7, 'wz': 14296, 'az': 373, 'wx': -8328, 'wy': -4108}","{'ax': -17, 'ay': -3, 'wz': 14300, 'az': 381, 'wx': -8240, 'wy': -4196}","{'ax': 12002, 'ay': 12307, 'wz': 11666, 'az': 12787, 'wx': 10850, 'wy': 11282}"
66.931,"{'ax': -178, 'ay': 126, 'wz': 14316, 'az': 377, 'wx': -8452, 'wy': -4256}","{'ax': -134, 'ay': 121, 'wz': 14072, 'az': 374, 'wx': -8460, 'wy': -4100}","{'ax': 12018, 'ay': 12499, 'wz': 11682, 'az': 12739, 'wx': 10866, 'wy': 11266}"
66.951,"{'ax': -258, 'ay': -41, 'wz': 13748, 'az': 303, 'wx': -8236, 'wy': -4108}","{'ax': -357, 'ay': -5, 'wz': 13820, 'az': 343, 'wx': -8196, 'wy': -4148}","{'ax': 12130, 'ay': 12419, 'wz': 11826, 'az': 12643, 'wx': 10738, 'wy': 11202}"
66.971,"{'ax': -34, 'ay': -50, 'wz': 13812, 'az': -153, 'wx': -8324, 'wy': -4108}","{'ax': -57, 'ay': -66, 'wz': 13820, 'az': -133, 'wx': -8276, 'wy': -412}","{'ax': 11970, 'ay': 12499, 'wz': 11602, 'az': 12723, 'wx': 10786, 'wy': 11186}"
66.991,"{'ax': -241, 'ay': 98, 'wz': 14140, 'az': -131, 'wx': -8196, 'wy': -4124}","{'ax': -241, 'ay': 107, 'wz': 13820, 'az': -135, 'wx': -8196, 'wy': -4156}","{'ax': 12162, 'ay': 12419, 'wz': 11570, 'az': 12675, 'wx': 10690, 'wy': 11138}"
67.011,"{'ax': -1, 'ay': -1, 'wz': 13804, 'az': -1, 'wx': -8452, 'wy': -4104}","{'ax': -1, 'ay': -4, 'wz': 13772, 'az': -25, 'wx': -8456, 'wy': -4164}","{'ax': 12082, 'ay': 12339, 'wz': 11746, 'az': 12595, 'wx': 10674, 'wy': 11362}"
67.031,"{'ax': -46, 'ay': 86, 'wz': 14140, 'az': -93, 'wx': -8396, 'wy': -4100}","{'ax': -3, 'ay': -3, 'wz': 14040, 'az': -5, 'wx': -8212, 'wy': -4148}","{'ax': 12066, 'ay': 12339, 'wz': 11714, 'az': 12627, 'wx': 10866, 'wy': 11346}"
67.051,"{'ax': -137, 'ay': 315, 'wz': 14160, 'az': -17, 'wx': -8264, 'wy': -4164}","{'ax': -129, 'ay': 315, 'wz': 14204, 'az': -2, 'wx': -8212, 'wy': -4172}","{'ax': 12194, 'ay': 12467, 'wz': 11618, 'az': 12739, 'wx': 10818, 'wy': 11234}"
67.071,"{'ax': -155, 'ay': 359, 'wz': 14256, 'az': -5, 'wx': -8212, 'wy': -4168}","{'ax': -129, 'ay': 381, 'wz': 14296, 'az': -17, 'wx': -8284, 'wy': -4100}","{'ax': 12114, 'ay': 12451, 'wz': 11586, 'az': 12691, 'wx': 10754, 'wy': 11170}"
67.091,"{'ax': -49, 'ay': 170, 'wz': 14332, 'az': -17, 'wx': -8196, 'wy': -4172}","{'ax': -277, 'ay': 186, 'wz': 14332, 'az': -18, 'wx': -8196, 'wy': -4172}","{'ax': 11938, 'ay': 12435, 'wz': 11586, 'az': 12723, 'wx': 10738, 'wy': 11186}"
67.111,"{'ax': -161, 'ay': 249, 'wz': 13780, 'az': -195, 'wx': -8468, 'wy': -4136}","{'ax': -193, 'ay': 253, 'wz': 13780, 'az': -177, 'wx': -8476, 'wy': -4164}","{'ax': 12066, 'ay': 12323, 'wz': 11714, 'az': 12595, 'wx': 10674, 'wy': 11346}"
67.131,"{'ax': -225, 'ay': 275, 'wz': 13676, 'az': -131, 'wx': -8472, 'wy': -4240}","{'ax': -1, 'ay': 311, 'wz': 13772, 'az': -131, 'wx': -8548, 'wy': -4228}","{'ax': 12034, 'ay': 12531, 'wz': 11666, 'az': 12771, 'wx': 10834, 'wy': 11282}"
67.151,"{'ax': -147, 'ay': 463, 'wz': 13820, 'az': -197, 'wx': -8468, 'wy': -4100}","{'ax': -129, 'ay': 253, 'wz': 13820, 'az': -195, 'wx': -8484, 'wy': -4192}","{'ax': 12194, 'ay': 12451, 'wz': 11666, 'az': 12723, 'wx': 10754, 'wy': 11186}"
67.171,"{'ax': -133, 'ay': 255, 'wz': 13752, 'az': -142, 'wx': -8236, 'wy': -4100}","{'ax': -129, 'ay': 255, 'wz': 13788, 'az': -138, 'wx': -8232, 'wy': -4100}","{'ax': 12018, 'ay': 12307, 'wz': 11698, 'az': 12595, 'wx': 10642, 'wy': 11282}"
67.191,"{'ax': -147, 'ay': 246, 'wz': 13744, 'az': -133, 'wx': -8492, 'wy': -4372}","{'ax': -155, 'ay': 254, 'wz': 13816, 'az': -141, 'wx': -8492, 'wy': -4116}","{'ax': 11970, 'ay': 12483, 'wz': 11554, 'az': 12723, 'wx': 10722, 'wy': 11170}"
67.211,"{'ax': -9, 'ay': 230, 'wz': 14164, 'az': -129, 'wx': -8452, 'wy': -4308}","{'ax': -97, 'ay': 215, 'wz': 14316, 'az': -129, 'wx': -8516, 'wy': -4244}","{'ax': 12194, 'ay': 12467, 'wz': 11586, 'az': 12707, 'wx': 10754, 'wy': 11186}"
67.231,"{'ax': 571, 'ay': 214, 'wz': 13652, 'az': -60, 'wx': -8196, 'wy': -4376}","{'ax': 575, 'ay': 222, 'wz': 13628, 'az': -70, 'wx': -8260, 'wy': -4328}","{'ax': 12002, 'ay': 12483, 'wz': 11650, 'az': 12803, 'wx': 10834, 'wy': 11266}"
67.251,"{'ax': 565, 'ay': 191, 'wz': 13964, 'az': 326, 'wx': -8324, 'wy': -4112}","{'ax': 551, 'ay': 189, 'wz': 14012, 'az': 254, 'wx': -8396, 'wy': -4232}","{'ax': 11986, 'ay': 12531, 'wz': 11634, 'az': 12771, 'wx': 10786, 'wy': 11250}"
67.271,"{'ax': -154, 'ay': 219, 'wz': 14284, 'az': 383, 'wx': -8260, 'wy': -4116}","{'ax': -129, 'ay': 203, 'wz': 14284, 'az': 382, 'wx': -8260, 'wy': -4116}","{'ax': 11986, 'ay': 12291, 'wz': 11618, 'az': 12771, 'wx': 10786, 'wy': 11234}"
67.291,"{'ax': 1023, 'ay': -17, 'wz': 13684, 'az': 255, 'wx': -8244, 'wy': -4116}","{'ax': 1023, 'ay': -5, 'wz': 13684, 'az': 251, 'wx': -8228, 'wy': -4124}","{'ax': 11986, 'ay': 12274, 'wz': 11618, 'az': 12563, 'wx': 10802, 'wy': 11234}"
67.311,"{'ax': 622, 'ay': 255, 'wz': 14252, 'az': -33, 'wx': -8196, 'wy': -4120}","{'ax': 575, 'ay': 253, 'wz': 14288, 'az': -35, 'wx': -8204, 'wy': -4120}","{'ax': 12066, 'ay': 12355, 'wz': 11746, 'az': 12611, 'wx': 10658, 'wy': 11202}"
67.331,"{'ax': -14, 'ay': 63, 'wz': 13820, 'az': -130, 'wx': -8212, 'wy': -392}","{'ax': -257, 'ay': 103, 'wz': 13820, 'az': -169, 'wx': -8208, 'wy': -460}","{'ax': 12210, 'ay': 12467, 'wz': 11634, 'az': 12707, 'wx': 10738, 'wy': 11202}"
67.351,"{'ax': 557, 'ay': 126, 'wz': 13840, 'az': -210, 'wx': -8484, 'wy': -4108}","{'ax': 619, 'ay': 126, 'wz': 13884, 'az': -209, 'wx': -8452, 'wy': -580}","{'ax': 11986, 'ay': 12291, 'wz': 11650, 'az': 12739, 'wx': 10802, 'wy': 11266}"
67.371,"{'ax': 1653, 'ay': 47, 'wz': 14308, 'az': -145, 'wx': -8476, 'wy': -580}","{'ax': 1663, 'ay': -17, 'wz': 14332, 'az': -129, 'wx': -8452, 'wy': -456}","{'ax': 11970, 'ay': 12483, 'wz': 11570, 'az': 12723, 'wx': 10738, 'wy': 11170}"
67.391,"{'ax': -30, 'ay': 255, 'wz': 14708, 'az': -188, 'wx': -8452, 'wy': -568}","{'ax': -165, 'ay': 491, 'wz': 16380, 'az': -199, 'wx': -8332, 'wy': -436}","{'ax': 11922, 'ay': 12435, 'wz': 11570, 'az': 12723, 'wx': 10738, 'wy': 11154}"
67.411,"{'ax': -515, 'ay': 315, 'wz': 13812, 'az': -7, 'wx': -8452, 'wy': -460}","{'ax': -456, 'ay': 293, 'wz': 14316, 'az': -129, 'wx': -8452, 'wy': -520}","{'ax': 12050, 'ay': 12339, 'wz': 11714, 'az': 12595, 'wx': 10658, 'wy': 11378}"
67.431,"{'ax': 767, 'ay': 239, 'wz': 14308, 'az': 188, 'wx': -8452, 'wy': -4132}","{'ax': 767, 'ay': 251, 'wz': 14308, 'az': 190, 'wx': -8452, 'wy': -500}","{'ax': 12178, 'ay': 12435, 'wz': 11762, 'az': 12691, 'wx': 10738, 'wy': 11218}"
67.451,"{'ax': 599, 'ay': 238, 'wz': 14328, 'az': -1, 'wx': -8356, 'wy': -360}","{'ax': 639, 'ay': 243, 'wz': 14332, 'az': -1, 'wx': -8380, 'wy': -360}","{'ax': 12178, 'ay': 12419, 'wz': 11602, 'az': 12675, 'wx': 10738, 'wy': 11170}"
67.471,"{'ax': -388, 'ay': 495, 'wz': 14264, 'az': -169, 'wx': -8268, 'wy': -324}","{'ax': -419, 'ay': 413, 'wz': 14332, 'az': -193, 'wx': -8196, 'wy': -304}","{'ax': 11954, 'ay': 12274, 'wz': 11618, 'az': 12611, 'wx': 10786, 'wy': 11234}"
67.491,"{'ax': -282, 'ay': 478, 'wz': 13768, 'az': -285, 'wx': -8324, 'wy': -480}","{'ax': -280, 'ay': 479, 'wz': 13800, 'az': -297, 'wx': -8328, 'wy': -396}","{'ax': 11922, 'ay': 12258, 'wz': 11570, 'az': 12755, 'wx': 10738, 'wy': 11170}"
67.511,"{'ax': -323, 'ay': 191, 'wz': 14332, 'az': -153, 'wx': -8452, 'wy': -4140}","{'ax': -257, 'ay': 191, 'wz': 14316, 'az': -153, 'wx': -8484, 'wy': -4100}","{'ax': 11970, 'ay': 12274, 'wz': 11634, 'az': 12723, 'wx': 10834, 'wy': 11250}"
67.531,"{'ax': -257, 'ay': 256, 'wz': 13996, 'az': -97, 'wx': -8452, 'wy': -4324}","{'ax': -321, 'ay': 254, 'wz': 14076, 'az': -101, 'wx': -8516, 'wy': -4360}","{'ax': 12018, 'ay': 12291, 'wz': 11650, 'az': 12803, 'wx': 10850, 'wy': 11282}"
67.551,"{'ax': -70, 'ay': -9, 'wz': 14168, 'az': -27, 'wx': -8236, 'wy': -4228}","{'ax': -49, 'ay': -2, 'wz': 14136, 'az': -22, 'wx': -8260, 'wy': -4100}","{'ax': 12098, 'ay': 12387, 'wz': 11794, 'az': 12659, 'wx': 10722, 'wy': 11138}"
67.571,"{'ax': -161, 'ay': 127, 'wz': 14332, 'az': -43, 'wx': -8364, 'wy': -4112}","{'ax': -145, 'ay': 103, 'wz': 14292, 'az': -67, 'wx': -8340, 'wy': -4132}","{'ax': 11938, 'ay': 12451, 'wz': 11554, 'az': 12707, 'wx': 10722, 'wy': 11170}"
67.591,"{'ax': -36, 'ay': -305, 'wz': 14184, 'az': -34, 'wx': -8452, 'wy': -4100}","{'ax': -36, 'ay': -273, 'wz': 14188, 'az': -33, 'wx': -8452, 'wy': -4128}","{'ax': 12018, 'ay': 12307, 'wz': 11698, 'az': 12579, 'wx': 10626, 'wy': 11234}"
67.611,"{'ax': -1, 'ay': -1, 'wz': -1, 'az': -1, 'wx': -8360, 'wy': -1}","{'ax': -261, 'ay': -17, 'wz': 14140, 'az': -194, 'wx': -8228, 'wy': -4108}","{'ax': 12034, 'ay': 12307, 'wz': 11698, 'az': 12563, 'wx': 10626, 'wy': 11298}"
67.631,"{'ax': -385, 'ay': -231, 'wz': 14236, 'az': -2, 'wx': -8260, 'wy': -4148}","{'ax': -264, 'ay': -1, 'wz': 14204, 'az': -15, 'wx': -8204, 'wy': -4132}","{'ax': 11986, 'ay': 12451, 'wz': 11650, 'az': 12787, 'wx': 10834, 'wy': 11266}"
67.651,"{'ax': -69, 'ay': -285, 'wz': 14332, 'az': -161, 'wx': -8204, 'wy': -4148}","{'ax': -33, 'ay': -267, 'wz': 14316, 'az': -183, 'wx': -8236, 'wy': -4132}","{'ax': 12050, 'ay': 12323, 'wz': 11698, 'az': 12611, 'wx': 10882, 'wy': 11314}"
67.671,"{'ax': -33, 'ay': -149, 'wz': 13748, 'az': -549, 'wx': -8200, 'wy': -4340}","{'ax': -33, 'ay': -181, 'wz': 13820, 'az': -517, 'wx': -488, 'wy': -4308}","{'ax': 11986, 'ay': 12274, 'wz': 11634, 'az': 12707, 'wx': 10834, 'wy': 11234}"
67.691,"{'ax': -134, 'ay': -70, 'wz': 14232, 'az': -261, 'wx': -392, 'wy': -4236}","{'ax': -129, 'ay': -1, 'wz': 14332, 'az': -193, 'wx': -8196, 'wy': -4304}","{'ax': 12082, 'ay': 12355, 'wz': 11778, 'az': 12611, 'wx': 10642, 'wy': 11106}"
67.711,"{'ax': -170, 'ay': 95, 'wz': 14220, 'az': -130, 'wx': -532, 'wy': -4356}","{'ax': -137, 'ay': 239, 'wz': 14204, 'az': -149, 'wx': -404, 'wy': -4396}","{'ax': 11938, 'ay': 12499, 'wz': 11602, 'az': 12739, 'wx': 10802, 'wy': 11202}"
67.731,"{'ax': -385, 'ay': 283, 'wz': 14076, 'az': -133, 'wx': -8220, 'wy': -4100}","{'ax': -399, 'ay': 287, 'wz': 13948, 'az': -133, 'wx': -8232, 'wy': -4104}","{'ax': 12002, 'ay': 12323, 'wz': 11666, 'az': 12803, 'wx': 10850, 'wy': 11282}"
67.751,"{'ax': -3, 'ay': 445, 'wz': 14072, 'az': -145, 'wx': -8196, 'wy': -388}","{'ax': -1, 'ay': 447, 'wz': 13808, 'az': -151, 'wx': -8196, 'wy': -388}","{'ax': 12002, 'ay': 12323, 'wz': 11682, 'az': 12595, 'wx': 10850, 'wy': 11298}"
67.771,"{'ax': -17, 'ay': 638, 'wz': 13756, 'az': -241, 'wx': -8416, 'wy': -4136}","{'ax': -1, 'ay': 604, 'wz': 13784, 'az': -233, 'wx': -8196, 'wy': -4132}","{'ax': 12130, 'ay': 12419, 'wz': 11778, 'az': 12675, 'wx': 10722, 'wy': 11202}"
67.791,"{'ax': -33, 'ay': 502, 'wz': 13884, 'az': -133, 'wx': -8452, 'wy': -4132}","{'ax': -84, 'ay': 510, 'wz': 13940, 'az': -129, 'wx': -8460, 'wy': -4140}","{'ax': 11970, 'ay': 12274, 'wz': 11650, 'az': 12563, 'wx': 10802, 'wy': 11234}"
67.811,"{'ax': -389, 'ay': 695, 'wz': 13812, 'az': -134, 'wx': -8388, 'wy': -4104}","{'ax': -419, 'ay': 703, 'wz': 13820, 'az': -145, 'wx': -8388, 'wy': -4104}","{'ax': 12034, 'ay': 12307, 'wz': 11698, 'az': 12595, 'wx': 10802, 'wy': 11314}"
67.831,"{'ax': -3, 'ay': 207, 'wz': 14308, 'az': -3, 'wx': -8196, 'wy': -4228}","{'ax': -5, 'ay': 221, 'wz': 14308, 'az': -4, 'wx': -8196, 'wy': -4228}","{'ax': 12002, 'ay': 12515, 'wz': 11618, 'az': 12771, 'wx': 10802, 'wy': 11250}"
67.851,"{'ax': -163, 'ay': 511, 'wz': 14044, 'az': -84, 'wx': -8196, 'wy': -4500}","{'ax': -49, 'ay': 503, 'wz': 14044, 'az': -68, 'wx': -8196, 'wy': -4500}","{'ax': 12002, 'ay': 12435, 'wz': 11650, 'az': 12787, 'wx': 10818, 'wy': 11266}"
67.871,"{'ax': -385, 'ay': 367, 'wz': 13564, 'az': -3, 'wx': -8388, 'wy': -4356}","{'ax': -457, 'ay': 379, 'wz': 14332, 'az': -1, 'wx': -8416, 'wy': -4484}","{'ax': 12034, 'ay': 12323, 'wz': 11682, 'az': 12563, 'wx': 10802, 'wy': 11250}"
67.891,"{'ax': -161, 'ay': 49, 'wz': 13308, 'az': -13, 'wx': -8760, 'wy': -4468}","{'ax': -129, 'ay': 30, 'wz': 13948, 'az': -5, 'wx': -8716, 'wy': -4356}","{'ax': 11954, 'ay': 12274, 'wz': 11602, 'az': 12707, 'wx': 10738, 'wy': 11202}"
67.911,"{'ax': -385, 'ay': -259, 'wz': 14140, 'az': -257, 'wx': -8484, 'wy': -4104}","{'ax': -417, 'ay': -294, 'wz': 14204, 'az': -261, 'wx': -8708, 'wy': -4552}","{'ax': 12050, 'ay': 12323, 'wz': 11714, 'az': 12611, 'wx': 10658, 'wy': 11346}"
67.931,"{'ax': -163, 'ay': -439, 'wz': 13260, 'az': -33, 'wx': -8580, 'wy': -4108}","{'ax': -161, 'ay': -440, 'wz': 13308, 'az': -37, 'wx': -8516, 'wy': -4136}","{'ax': 12018, 'ay': 12339, 'wz': 11666, 'az': 12819, 'wx': 10882, 'wy': 11282}"
67.951,"{'ax': 695, 'ay': -18, 'wz': 14204, 'az': -559, 'wx': -8268, 'wy': -4228}","{'ax': 726, 'ay': -234, 'wz': 14328, 'az': -562, 'wx': -8296, 'wy': -4196}","{'ax': 12098, 'ay': 12387, 'wz': 11762, 'az': 12643, 'wx': 10738, 'wy': 11394}"
67.971,"{'ax': 1023, 'ay': -257, 'wz': 14196, 'az': -545, 'wx': -8352, 'wy': -4484}","{'ax': 969, 'ay': -5, 'wz': 14268, 'az': -547, 'wx': -8268, 'wy': -4484}","{'ax': 12050, 'ay': 12339, 'wz': 11714, 'az': 12579, 'wx': 10818, 'wy': 11330}"
67.991,"{'ax': -73, 'ay': 282, 'wz': 14320, 'az': -129, 'wx': -388, 'wy': -4116}","{'ax': -18, 'ay': 319, 'wz': 14324, 'az': -37, 'wx': -340, 'wy': -4500}","{'ax': 12162, 'ay': 12435, 'wz': 11570, 'az': 12675, 'wx': 10706, 'wy': 11170}"
68.011,"{'ax': 808, 'ay': 254, 'wz': 14260, 'az': -1, 'wx': -260, 'wy': -4484}","{'ax': 808, 'ay': 250, 'wz': 14260, 'az': -1, 'wx': -260, 'wy': -4484}","{'ax': 12002, 'ay': 12307, 'wz': 11666, 'az': 12755, 'wx': 10850, 'wy': 11266}"
68.031,"{'ax': 886, 'ay': -29, 'wz': 14328, 'az': -1, 'wx': -516, 'wy': -4232}","{'ax': 889, 'ay': -18, 'wz': 14300, 'az': -65, 'wx': -520, 'wy': -4228}","{'ax': 12098, 'ay': 12387, 'wz': 11794, 'az': 12659, 'wx': 10738, 'wy': 11410}"
68.051,"{'ax': 605, 'ay': -9, 'wz': 16348, 'az': -1, 'wx': -8480, 'wy': -580}","{'ax': 543, 'ay': -1, 'wz': 16252, 'az': -5, 'wx': -8452, 'wy': -564}","{'ax': 12114, 'ay': 12419, 'wz': 11778, 'az': 12675, 'wx': 10770, 'wy': 11218}"
68.071,"{'ax': -65, 'ay': 191, 'wz': 14332, 'az': -117, 'wx': -8196, 'wy': -4104}","{'ax': -105, 'ay': 251, 'wz': 14204, 'az': -128, 'wx': -8196, 'wy': -4100}","{'ax': 12082, 'ay': 12371, 'wz': 11778, 'az': 12627, 'wx': 10722, 'wy': 11410}"
68.091,"{'ax': -267, 'ay': 254, 'wz': 13820, 'az': 366, 'wx': -8220, 'wy': -4100}","{'ax': -377, 'ay': 239, 'wz': 13820, 'az': 383, 'wx': -520, 'wy': -4292}","{'ax': 12034, 'ay': 12307, 'wz': 11682, 'az': 12579, 'wx': 10834, 'wy': 11282}"
68.111,"{'ax': -22, 'ay': 287, 'wz': 13660, 'az': 765, 'wx': -8340, 'wy': -4348}","{'ax': -34, 'ay': 287, 'wz': 13820, 'az': 815, 'wx': -8324, 'wy': -4100}","{'ax': 12018, 'ay': 12323, 'wz': 11698, 'az': 12819, 'wx': 10898, 'wy': 11330}"
68.131,"{'ax': -257, 'ay': 22, 'wz': 13784, 'az': 983, 'wx': -8196, 'wy': -4172}","{'ax': -291, 'ay': 29, 'wz': 14300, 'az': 982, 'wx': -8200, 'wy': -4292}","{'ax': 12194, 'ay': 12467, 'wz': 11890, 'az': 12739, 'wx': 10802, 'wy': 11282}"
68.151,"{'ax': -337, 'ay': -26, 'wz': 14316, 'az': 804, 'wx': -8392, 'wy': -4500}","{'ax': -321, 'ay': -27, 'wz': 14328, 'az': 503, 'wx': -8212, 'wy': -4388}","{'ax': 12194, 'ay': 12467, 'wz': 11874, 'az': 12707, 'wx': 10834, 'wy': 11266}"
68.171,"{'ax': -129, 'ay': 119, 'wz': 13800, 'az': 431, 'wx': -8276, 'wy': -4180}","{'ax': -137, 'ay': 119, 'wz': 13800, 'az': 429, 'wx': -8276, 'wy': -4180}","{'ax': 12226, 'ay': 12515, 'wz': 11650, 'az': 12739, 'wx': 10818, 'wy': 11282}"
68.191,"{'ax': -197, 'ay': -4, 'wz': 13180, 'az': -10, 'wx': -9264, 'wy': -4388}","{'ax': -197, 'ay': -7, 'wz': 13300, 'az': -66, 'wx': -9256, 'wy': -4356}","{'ax': 12050, 'ay': 12339, 'wz': 11698, 'az': 12627, 'wx': 10850, 'wy': 11330}"
68.211,"{'ax': -470, 'ay': -531, 'wz': 12972, 'az': -33, 'wx': -9284, 'wy': -4368}","{'ax': -450, 'ay': -522, 'wz': 12884, 'az': -73, 'wx': -9284, 'wy': -4356}","{'ax': 12050, 'ay': 12355, 'wz': 11730, 'az': 12835, 'wx': 10962, 'wy': 11362}"
68.231,"{'ax': -3, 'ay': -807, 'wz': 13292, 'az': -3, 'wx': -8200, 'wy': -4276}","{'ax': 507, 'ay': -789, 'wz': 13300, 'az': -41, 'wx': -8336, 'wy': -4228}","{'ax': 12291, 'ay': 12547, 'wz': 11810, 'az': 12787, 'wx': 10914, 'wy': 11330}"
68.251,"{'ax': 703, 'ay': -849, 'wz': 13304, 'az': -262, 'wx': -8196, 'wy': -4236}","{'ax': 703, 'ay': -774, 'wz': 13240, 'az': -263, 'wx': -8404, 'wy': -4228}","{'ax': 12114, 'ay': 12611, 'wz': 11778, 'az': 12851, 'wx': 10994, 'wy': 11410}"
68.271,"{'ax': 1647, 'ay': -709, 'wz': 13792, 'az': -146, 'wx': -8204, 'wy': -4488}","{'ax': 1647, 'ay': -709, 'wz': 14312, 'az': -146, 'wx': -8228, 'wy': -4500}","{'ax': 12274, 'ay': 12563, 'wz': 11746, 'az': 12787, 'wx': 10930, 'wy': 11362}"
68.291,"{'ax': 574, 'ay': -22, 'wz': 14140, 'az': -16, 'wx': -404, 'wy': -4100}","{'ax': 556, 'ay': -3, 'wz': 13772, 'az': -24, 'wx': -412, 'wy': -4356}","{'ax': 12226, 'ay': 12483, 'wz': 11922, 'az': 12739, 'wx': 10834, 'wy': 11298}"
68.311,"{'ax': 868, 'ay': -71, 'wz': 14300, 'az': 255, 'wx': -7688, 'wy': -4420}","{'ax': 893, 'ay': -1, 'wz': 14248, 'az': 303, 'wx': -7720, 'wy': -4132}","{'ax': 12178, 'ay': 12595, 'wz': 11746, 'az': 12803, 'wx': 10946, 'wy': 11378}"
68.331,"{'ax': 1017, 'ay': -17, 'wz': 13692, 'az': 711, 'wx': -392, 'wy': -4356}","{'ax': 1023, 'ay': -21, 'wz': 13692, 'az': 710, 'wx': -392, 'wy': -4372}","{'ax': 12307, 'ay': 12547, 'wz': 11970, 'az': 12803, 'wx': 10994, 'wy': 11394}"
68.351,"{'ax': 1662, 'ay': 115, 'wz': 14332, 'az': 740, 'wx': -8200, 'wy': -4300}","{'ax': 1789, 'ay': 91, 'wz': 14332, 'az': 751, 'wx': -8200, 'wy': -4300}","{'ax': 12130, 'ay': 12675, 'wz': 11826, 'az': 12883, 'wx': 11042, 'wy': 11458}"
68.371,"{'ax': 966, 'ay': 489, 'wz': 14188, 'az': 893, 'wx': -8236, 'wy': -4132}","{'ax': 767, 'ay': 247, 'wz': 14284, 'az': 875, 'wx': -8428, 'wy': -4132}","{'ax': 12291, 'ay': 12563, 'wz': 11810, 'az': 12819, 'wx': 10946, 'wy': 11378}"
68.391,"{'ax': 726, 'ay': 511, 'wz': 14068, 'az': 765, 'wx': -8460, 'wy': -4144}","{'ax': 730, 'ay': 503, 'wz': 14196, 'az': 767, 'wx': -8452, 'wy': -4104}","{'ax': 12130, 'ay': 12643, 'wz': 11794, 'az': 12851, 'wx': 10978, 'wy': 11394}"
