time,MRU1,MRU2
8.853822,"{'ax': -11036, 'ay': 7908, 'az': 11492, 'gx': -4248, 'gy': 5370, 'gz': -1797}","{'ax': 0.608398, 'ay': -0.482422, 'az': -0.680176, 'gx': 35.03418, 'gy': -51.94092, 'gz': 9.277344}"
8.870051,"{'ax': -11548, 'ay': 6920, 'az': 8852, 'gx': -5581, 'gy': 7834, 'gz': -2762}","{'ax': 0.624023, 'ay': -0.422363, 'az': -0.611328, 'gx': 42.78564, 'gy': -67.81006, 'gz': 15.625}"
8.886272,"{'ax': -11304, 'ay': 6276, 'az': 5044, 'gx': -4421, 'gy': 10136, 'gz': -3779}","{'ax': 0.619629, 'ay': -0.387695, 'az': -0.558594, 'gx': 30.33447, 'gy': -85.20508, 'gz': 23.98682}"
8.902508,"{'ax': -11100, 'ay': 6360, 'az': 5792, 'gx': -643, 'gy': 10471, 'gz': -4324}","{'ax': 0.625977, 'ay': -0.396973, 'az': -0.678711, 'gx': 0.061035, 'gy': -81.90918, 'gz': 29.47998}"
8.918761,"{'ax': -10964, 'ay': 7092, 'az': 11048, 'gx': 2384, 'gy': 5552, 'gz': -4306}","{'ax': 0.611328, 'ay': -0.450684, 'az': -0.877441, 'gx': -19.71436, 'gy': -38.75732, 'gz': 31.00586}"
8.935014,"{'ax': -9088, 'ay': 8392, 'az': 13640, 'gx': 2068, 'gy': -941, 'gz': -3081}","{'ax': 0.594238, 'ay': -0.524902, 'az': -0.821289, 'gx': -12.75635, 'gy': 5.981445, 'gz': 19.34814}"
8.951203,"{'ax': -8036, 'ay': 8240, 'az': 11880, 'gx': -1594, 'gy': -1465, 'gz': -776}","{'ax': 0.57666, 'ay': -0.500488, 'az': -0.591797, 'gx': 16.96777, 'gy': 0.915527, 'gz': -0.793457}"
8.967435,"{'ax': -9172, 'ay': 7200, 'az': 7232, 'gx': -5510, 'gy': 3831, 'gz': 1264}","{'ax': 0.613281, 'ay': -0.4375, 'az': -0.40918, 'gx': 43.45703, 'gy': -42.84668, 'gz': -17.08984}"
8.983607,"{'ax': -11848, 'ay': 6388, 'az': 5548, 'gx': -5792, 'gy': 8521, 'gz': 1477}","{'ax': 0.70459, 'ay': -0.387695, 'az': -0.540039, 'gx': 40.1001, 'gy': -70.25146, 'gz': -18.00537}"
8.999843,"{'ax': -13704, 'ay': 6360, 'az': 8928, 'gx': -3700, 'gy': 5264, 'gz': 1370}","{'ax': 0.786621, 'ay': -0.395996, 'az': -0.803711, 'gx': 23.62061, 'gy': -35.03418, 'gz': -15.13672}"
9.016054,"{'ax': -13492, 'ay': 6812, 'az': 12260, 'gx': -1838, 'gy': -3999, 'gz': 1274}","{'ax': 0.776367, 'ay': -0.428711, 'az': -0.903809, 'gx': 10.92529, 'gy': 39.42871, 'gz': -13.24463}"
9.032279,"{'ax': -11672, 'ay': 8232, 'az': 12264, 'gx': -2070, 'gy': -12276, 'gz': 1977}","{'ax': 0.700684, 'ay': -0.506348, 'az': -0.779297, 'gx': 14.89258, 'gy': 93.38379, 'gz': -18.73779}"
9.048497,"{'ax': -10000, 'ay': 8332, 'az': 10984, 'gx': -3992, 'gy': -13048, 'gz': 3152}","{'ax': 0.634277, 'ay': -0.504883, 'az': -0.651855, 'gx': 31.06689, 'gy': 91.6748, 'gz': -29.54102}"
9.064727,"{'ax': -9988, 'ay': 8064, 'az': 10696, 'gx': -6292, 'gy': -11296, 'gz': 4644}","{'ax': 0.612793, 'ay': -0.489746, 'az': -0.682129, 'gx': 46.02051, 'gy': 81.29883, 'gz': -41.3208}"
9.080981,"{'ax': -10332, 'ay': 7696, 'az': 12116, 'gx': -6766, 'gy': -12541, 'gz': 5551}","{'ax': 0.618652, 'ay': -0.462402, 'az': -0.864746, 'gx': 47.05811, 'gy': 97.35107, 'gz': -47.85156}"
9.0972,"{'ax': -10216, 'ay': 7972, 'az': 15936, 'gx': -6746, 'gy': -18527, 'gz': 6441}","{'ax': 0.59375, 'ay': -0.476563, 'az': -1.043457, 'gx': 47.54639, 'gy': 147.8271, 'gz': -54.44336}"
9.113424,"{'ax': -9296, 'ay': 8292, 'az': 17088, 'gx': -8108, 'gy': -25180, 'gz': 7684}","{'ax': 0.542969, 'ay': -0.49707, 'az': -1.009277, 'gx': 59.14307, 'gy': 192.3828, 'gz': -64.20898}"
9.129672,"{'ax': -8316, 'ay': 9000, 'az': 15552, 'gx': -9946, 'gy': -26331, 'gz': 9122}","{'ax': 0.494629, 'ay': -0.538086, 'az': -0.925293, 'gx': 72.26563, 'gy': 194.7021, 'gz': -75.80566}"
9.145909,"{'ax': -8424, 'ay': 9324, 'az': 15036, 'gx': -11646, 'gy': -24159, 'gz': 10400}","{'ax': 0.492188, 'ay': -0.536133, 'az': -0.922852, 'gx': 84.83887, 'gy': 177.9785, 'gz': -86.48682}"
9.162124,"{'ax': -9404, 'ay': 7820, 'az': 16452, 'gx': -12800, 'gy': -23352, 'gz': 11024}","{'ax': 0.497559, 'ay': -0.438965, 'az': -1.036621, 'gx': 92.95654, 'gy': 176.5137, 'gz': -90.63721}"
9.178348,"{'ax': -9960, 'ay': 6636, 'az': 17316, 'gx': -14149, 'gy': -25480, 'gz': 10664}","{'ax': 0.473633, 'ay': -0.364258, 'az': -1.025879, 'gx': 103.6987, 'gy': 192.749, 'gz': -87.40234}"
9.194577,"{'ax': -9292, 'ay': 5508, 'az': 14284, 'gx': -15557, 'gy': -25756, 'gz': 9510}","{'ax': 0.387695, 'ay': -0.304688, 'az': -0.910645, 'gx': 113.2202, 'gy': 190.4907, 'gz': -77.81982}"
9.2108,"{'ax': -7988, 'ay': 5600, 'az': 11268, 'gx': -14465, 'gy': -23701, 'gz': 8160}","{'ax': 0.335938, 'ay': -0.316895, 'az': -0.849121, 'gx': 102.356, 'gy': 174.0112, 'gz': -67.74902}"
9.227014,"{'ax': -6516, 'ay': 5468, 'az': 10488, 'gx': -12148, 'gy': -21332, 'gz': 7220}","{'ax': 0.270996, 'ay': -0.317383, 'az': -0.811523, 'gx': 85.51025, 'gy': 155.4565, 'gz': -59.75342}"
9.243196,"{'ax': -5356, 'ay': 4728, 'az': 11376, 'gx': -10013, 'gy': -19586, 'gz': 6362}","{'ax': 0.208984, 'ay': -0.277344, 'az': -0.877441, 'gx': 68.78662, 'gy': 144.5923, 'gz': -52.67334}"
9.259408,"{'ax': -4100, 'ay': 4692, 'az': 12912, 'gx': -8173, 'gy': -19222, 'gz': 6023}","{'ax': 0.182617, 'ay': -0.272949, 'az': -0.931152, 'gx': 56.27441, 'gy': 142.1509, 'gz': -50.59814}"
9.275607,"{'ax': -4108, 'ay': 4384, 'az': 14536, 'gx': -7653, 'gy': -19091, 'gz': 5898}","{'ax': 0.147461, 'ay': -0.260254, 'az': -0.924805, 'gx': 54.87061, 'gy': 140.1978, 'gz': -48.33984}"
9.291804,"{'ax': -3460, 'ay': 3668, 'az': 13752, 'gx': -8131, 'gy': -16954, 'gz': 4833}","{'ax': 0.072266, 'ay': -0.212891, 'az': -0.899902, 'gx': 58.47168, 'gy': 120.0562, 'gz': -39.97803}"
9.307988,"{'ax': -2792, 'ay': 3332, 'az': 14712, 'gx': -7612, 'gy': -14460, 'gz': 3623}","{'ax': 0.056152, 'ay': -0.198242, 'az': -1.025391, 'gx': 53.52783, 'gy': 105.0415, 'gz': -31.61621}"
9.324216,"{'ax': -2628, 'ay': 3368, 'az': 17236, 'gx': -6584, 'gy': -15344, 'gz': 3008}","{'ax': 0.039063, 'ay': -0.201172, 'az': -1.159668, 'gx': 46.44775, 'gy': 114.8071, 'gz': -25.81787}"
9.340414,"{'ax': -3288, 'ay': 3244, 'az': 20052, 'gx': -6703, 'gy': -17600, 'gz': 1132}","{'ax': 0.066895, 'ay': -0.202637, 'az': -1.287598, 'gx': 49.01123, 'gy': 134.3384, 'gz': -11.65771}"
9.356619,"{'ax': -2496, 'ay': 3152, 'az': 20968, 'gx': -8725, 'gy': -19764, 'gz': 810}","{'ax': 0.070313, 'ay': -0.194824, 'az': -1.169922, 'gx': 69.2749, 'gy': 147.0337, 'gz': -11.16943}"
9.372874,"{'ax': -2224, 'ay': 4648, 'az': 20412, 'gx': -13759, 'gy': -20183, 'gz': 346}","{'ax': -0.021484, 'ay': -0.269531, 'az': -1.03125, 'gx': 110.2905, 'gy': 148.3154, 'gz': -8.056641}"
9.38909,"{'ax': -1240, 'ay': 3896, 'az': 17352, 'gx': -17267, 'gy': -19268, 'gz': -2037}","{'ax': -0.157227, 'ay': -0.215332, 'az': -1.013184, 'gx': 133.2397, 'gy': 139.2212, 'gz': 9.70459}"
9.405343,"{'ax': 1200, 'ay': 4164, 'az': 14944, 'gx': -17481, 'gy': -17820, 'gz': -3634}","{'ax': -0.19043, 'ay': -0.230957, 'az': -1.06543, 'gx': 134.0332, 'gy': 135.498, 'gz': 19.28711}"
9.421532,"{'ax': 2992, 'ay': 2796, 'az': 16320, 'gx': -18444, 'gy': -19426, 'gz': -3744}","{'ax': -0.268066, 'ay': -0.119141, 'az': -1.038086, 'gx': 141.4795, 'gy': 141.7847, 'gz': 18.31055}"
9.437783,"{'ax': 1884, 'ay': 184, 'az': 15180, 'gx': -18460, 'gy': -15983, 'gz': -4260}","{'ax': -0.287598, 'ay': 0.030273, 'az': -1.022461, 'gx': 139.9536, 'gy': 112.0605, 'gz': 25.02441}"
9.45395,"{'ax': 1028, 'ay': -508, 'az': 14192, 'gx': -17452, 'gy': -10897, 'gz': -6663}","{'ax': -0.269531, 'ay': 0.052734, 'az': -0.95459, 'gx': 134.4604, 'gy': 69.51904, 'gz': 44.12842}"
9.470093,"{'ax': 648, 'ay': 76, 'az': 17268, 'gx': -18270, 'gy': -6523, 'gz': -9766}","{'ax': -0.285156, 'ay': 0.028809, 'az': -1.006348, 'gx': 146.1182, 'gy': 40.16113, 'gz': 67.62695}"
9.486244,"{'ax': 1236, 'ay': 108, 'az': 19532, 'gx': -21440, 'gy': -4854, 'gz': -13242}","{'ax': -0.300781, 'ay': 0.054688, 'az': -1.063477, 'gx': 173.3398, 'gy': 31.31104, 'gz': 91.97998}"
9.502409,"{'ax': 2492, 'ay': 216, 'az': 17596, 'gx': -24531, 'gy': -4400, 'gz': -15825}","{'ax': -0.327148, 'ay': 0.062012, 'az': -1.004395, 'gx': 195.3125, 'gy': 25.5127, 'gz': 108.2764}"
9.518572,"{'ax': 3240, 'ay': 380, 'az': 15504, 'gx': -25719, 'gy': -2706, 'gz': -17622}","{'ax': -0.350098, 'ay': 0.07373, 'az': -0.943359, 'gx': 203.9185, 'gy': 11.90186, 'gz': 121.521}"
9.53474,"{'ax': 3180, 'ay': -280, 'az': 14444, 'gx': -25792, 'gy': -1552, 'gz': -19702}","{'ax': -0.342285, 'ay': 0.119629, 'az': -0.962402, 'gx': 203.3691, 'gy': 6.408691, 'gz': 137.0239}"
9.55096,"{'ax': 5860, 'ay': 668, 'az': 12456, 'gx': -25520, 'gy': 260, 'gz': -19398}","{'ax': -0.34668, 'ay': 0.073242, 'az': -0.839844, 'gx': 200.4395, 'gy': -11.35254, 'gz': 130.3711}"
9.567182,"{'ax': 6760, 'ay': -464, 'az': 11432, 'gx': -23730, 'gy': 1413, 'gz': -17913}","{'ax': -0.376465, 'ay': 0.122559, 'az': -0.854004, 'gx': 183.7158, 'gy': -17.8833, 'gz': 119.2017}"
9.583414,"{'ax': 7284, 'ay': -1144, 'az': 9536, 'gx': -20449, 'gy': 1487, 'gz': -15980}","{'ax': -0.391602, 'ay': 0.133789, 'az': -0.776855, 'gx': 157.1045, 'gy': -18.9209, 'gz': 106.1401}"
9.599664,"{'ax': 6732, 'ay': -2852, 'az': 7740, 'gx': -16751, 'gy': 3010, 'gz': -14351}","{'ax': -0.380859, 'ay': 0.235352, 'az': -0.702148, 'gx': 126.709, 'gy': -33.02002, 'gz': 96.80176}"
9.615885,"{'ax': 5424, 'ay': -6364, 'az': 6744, 'gx': -12204, 'gy': 6655, 'gz': -13748}","{'ax': -0.379395, 'ay': 0.44043, 'az': -0.643066, 'gx': 92.10205, 'gy': -64.81934, 'gz': 96.13037}"
9.632051,"{'ax': 4380, 'ay': -8304, 'az': 6872, 'gx': -8100, 'gy': 12958, 'gz': -14580}","{'ax': -0.324219, 'ay': 0.517578, 'az': -0.660156, 'gx': 61.64551, 'gy': -113.3423, 'gz': 103.7598}"
9.648227,"{'ax': 3788, 'ay': -6504, 'az': 9112, 'gx': -3973, 'gy': 17007, 'gz': -14798}","{'ax': -0.266602, 'ay': 0.404785, 'az': -0.77832, 'gx': 30.63965, 'gy': -139.4653, 'gz': 106.3232}"
9.664418,"{'ax': 3952, 'ay': -4688, 'az': 12092, 'gx': -657, 'gy': 18508, 'gz': -14158}","{'ax': -0.23877, 'ay': 0.287109, 'az': -0.899902, 'gx': 6.652832, 'gy': -148.1934, 'gz': 101.8066}"
9.680608,"{'ax': 1700, 'ay': -5608, 'az': 19324, 'gx': 1020, 'gy': 15705, 'gz': -13721}","{'ax': -0.308594, 'ay': 0.334473, 'az': -1.193359, 'gx': -3.662109, 'gy': -116.4551, 'gz': 103.3325}"
9.707052,"{'ax': 1908, 'ay': -4832, 'az': 21896, 'gx': 194, 'gy': 9913, 'gz': -13203}","{'ax': -0.181641, 'ay': 0.305176, 'az': -1.270996, 'gx': 5.493164, 'gy': -78.00293, 'gz': 97.35107}"
9.723233,"{'ax': 1248, 'ay': -3852, 'az': 21228, 'gx': -1962, 'gy': 7853, 'gz': -13180}","{'ax': -0.127441, 'ay': 0.246582, 'az': -1.209473, 'gx': 22.88818, 'gy': -64.94141, 'gz': 95.64209}"
9.739396,"{'ax': 1220, 'ay': -3960, 'az': 22088, 'gx': -5289, 'gy': 6915, 'gz': -12804}","{'ax': -0.130371, 'ay': 0.268555, 'az': -1.171387, 'gx': 50.23193, 'gy': -58.1665, 'gz': 91.06445}"
9.755591,"{'ax': 92, 'ay': -3940, 'az': 21124, 'gx': -9086, 'gy': 5199, 'gz': -12823}","{'ax': -0.074707, 'ay': 0.261719, 'az': -1.154297, 'gx': 77.57568, 'gy': -46.08154, 'gz': 90.14893}"
9.771807,"{'ax': -564, 'ay': -4224, 'az': 18396, 'gx': -10813, 'gy': 2515, 'gz': -12934}","{'ax': -0.046875, 'ay': 0.29248, 'az': -1.133301, 'gx': 87.34131, 'gy': -20.38574, 'gz': 90.82031}"
9.788015,"{'ax': -840, 'ay': -5740, 'az': 16200, 'gx': -10289, 'gy': 248, 'gz': -14209}","{'ax': -0.126465, 'ay': 0.379395, 'az': -1.092285, 'gx': 81.54297, 'gy': -8.300781, 'gz': 103.7598}"
9.804258,"{'ax': 636, 'ay': -4192, 'az': 16816, 'gx': -8739, 'gy': -101, 'gz': -15929}","{'ax': -0.139648, 'ay': 0.259277, 'az': -1.149414, 'gx': 71.10596, 'gy': -2.319336, 'gz': 115.4175}"
9.820509,"{'ax': 2728, 'ay': -2284, 'az': 18104, 'gx': -8616, 'gy': -3613, 'gz': -15245}","{'ax': -0.170898, 'ay': 0.159668, 'az': -1.12207, 'gx': 71.47217, 'gy': 24.78027, 'gz': 107.9102}"
9.836742,"{'ax': 3808, 'ay': -2476, 'az': 15564, 'gx': -8933, 'gy': -5543, 'gz': -13586}","{'ax': -0.236816, 'ay': 0.177246, 'az': -0.980957, 'gx': 72.50977, 'gy': 36.01074, 'gz': 95.45898}"
9.852969,"{'ax': 4756, 'ay': -3240, 'az': 13244, 'gx': -8528, 'gy': -4943, 'gz': -12370}","{'ax': -0.302246, 'ay': 0.214355, 'az': -0.875488, 'gx': 67.81006, 'gy': 28.62549, 'gz': 86.66992}"
9.869175,"{'ax': 5944, 'ay': -3300, 'az': 11360, 'gx': -7092, 'gy': -3174, 'gz': -11127}","{'ax': -0.356934, 'ay': 0.218262, 'az': -0.812012, 'gx': 54.50439, 'gy': 16.35742, 'gz': 77.39258}"
9.88539,"{'ax': 7924, 'ay': -3384, 'az': 8060, 'gx': -4143, 'gy': -2363, 'gz': -9231}","{'ax': -0.42627, 'ay': 0.205078, 'az': -0.71875, 'gx': 28.19824, 'gy': 10.00977, 'gz': 63.35449}"
9.901591,"{'ax': 9100, 'ay': -3424, 'az': 5600, 'gx': 869, 'gy': -1153, 'gz': -6751}","{'ax': -0.470703, 'ay': 0.201172, 'az': -0.619629, 'gx': -12.87842, 'gy': 0.976563, 'gz': 46.32568}"
9.917826,"{'ax': 9040, 'ay': -3104, 'az': 4496, 'gx': 6668, 'gy': -187, 'gz': -3930}","{'ax': -0.46582, 'ay': 0.189941, 'az': -0.608887, 'gx': -58.59375, 'gy': -3.295898, 'gz': 28.56445}"
9.934056,"{'ax': 8248, 'ay': -2684, 'az': 5844, 'gx': 11605, 'gy': -345, 'gz': -1990}","{'ax': -0.478516, 'ay': 0.171875, 'az': -0.59668, 'gx': -94.9707, 'gy': -5.126953, 'gz': 17.57813}"
9.950298,"{'ax': 6928, 'ay': -3152, 'az': 8516, 'gx': 14343, 'gy': 2189, 'gz': -1222}","{'ax': -0.464844, 'ay': 0.209473, 'az': -0.632813, 'gx': -111.8164, 'gy': -27.64893, 'gz': 14.52637}"
9.966538,"{'ax': 5752, 'ay': -3312, 'az': 12944, 'gx': 13982, 'gy': 5750, 'gz': -1727}","{'ax': -0.447754, 'ay': 0.203613, 'az': -0.759277, 'gx': -104.9194, 'gy': -53.4668, 'gz': 18.12744}"
9.982783,"{'ax': 5988, 'ay': -1772, 'az': 16188, 'gx': 11499, 'gy': 7300, 'gz': -2189}","{'ax': -0.433594, 'ay': 0.097168, 'az': -0.899414, 'gx': -85.32715, 'gy': -61.15723, 'gz': 19.04297}"
9.999023,"{'ax': 6872, 'ay': -732, 'az': 15992, 'gx': 9453, 'gy': 7188, 'gz': -1679}","{'ax': -0.442383, 'ay': 0.050293, 'az': -0.924316, 'gx': -70.67871, 'gy': -61.58447, 'gz': 12.93945}"
10.015228,"{'ax': 7364, 'ay': -1020, 'az': 15812, 'gx': 7944, 'gy': 7821, 'gz': -507}","{'ax': -0.43457, 'ay': 0.064453, 'az': -0.947754, 'gx': -60.60791, 'gy': -65.18555, 'gz': 2.197266}"
10.03146,"{'ax': 6792, 'ay': -1444, 'az': 15328, 'gx': 7515, 'gy': 7614, 'gz': 1179}","{'ax': -0.403809, 'ay': 0.093262, 'az': -0.980469, 'gx': -60.30273, 'gy': -63.23242, 'gz': -10.0708}"
10.047645,"{'ax': 5260, 'ay': -2096, 'az': 15004, 'gx': 8055, 'gy': 7313, 'gz': 1993}","{'ax': -0.371582, 'ay': 0.143066, 'az': -0.966797, 'gx': -63.96484, 'gy': -61.09619, 'gz': -14.16016}"
10.06389,"{'ax': 3708, 'ay': -2460, 'az': 14528, 'gx': 8364, 'gy': 7852, 'gz': 1518}","{'ax': -0.313477, 'ay': 0.148438, 'az': -0.960938, 'gx': -66.40625, 'gy': -66.46729, 'gz': -9.765625}"
10.080054,"{'ax': 3032, 'ay': -2096, 'az': 15512, 'gx': 8841, 'gy': 7805, 'gz': 1127}","{'ax': -0.260254, 'ay': 0.133789, 'az': -1.008301, 'gx': -69.33594, 'gy': -62.80518, 'gz': -6.774902}"
10.09626,"{'ax': 2556, 'ay': -2328, 'az': 15920, 'gx': 8554, 'gy': 6822, 'gz': 508}","{'ax': -0.257813, 'ay': 0.134766, 'az': -0.991699, 'gx': -66.04004, 'gy': -57.92236, 'gz': -1.403809}"
10.112414,"{'ax': 2384, 'ay': -1688, 'az': 16188, 'gx': 7961, 'gy': 7166, 'gz': -71}","{'ax': -0.223633, 'ay': 0.098145, 'az': -1.01709, 'gx': -61.52344, 'gy': -60.36377, 'gz': 1.586914}"
10.128584,"{'ax': 2256, 'ay': -1568, 'az': 17300, 'gx': 7143, 'gy': 6776, 'gz': -225}","{'ax': -0.203613, 'ay': 0.094727, 'az': -1.042969, 'gx': -54.19922, 'gy': -56.39648, 'gz': 1.953125}"
10.144824,"{'ax': 2556, 'ay': -992, 'az': 17940, 'gx': 5743, 'gy': 5962, 'gz': -166}","{'ax': -0.215332, 'ay': 0.049805, 'az': -1.068848, 'gx': -43.21289, 'gy': -49.56055, 'gz': 0.244141}"
10.161058,"{'ax': 3180, 'ay': -628, 'az': 17128, 'gx': 4866, 'gy': 5347, 'gz': 440}","{'ax': -0.224609, 'ay': 0.040039, 'az': -1.070313, 'gx': -38.63525, 'gy': -45.95947, 'gz': -5.126953}"
10.177282,"{'ax': 2880, 'ay': -820, 'az': 17172, 'gx': 4879, 'gy': 5239, 'gz': 1113}","{'ax': -0.221191, 'ay': 0.054199, 'az': -1.08252, 'gx': -38.87939, 'gy': -45.04395, 'gz': -9.155273}"
10.193437,"{'ax': 2096, 'ay': -992, 'az': 17404, 'gx': 4239, 'gy': 5450, 'gz': 929}","{'ax': -0.215332, 'ay': 0.053223, 'az': -1.062012, 'gx': -32.77588, 'gy': -48.46191, 'gz': -7.507324}"
10.209687,"{'ax': 2060, 'ay': -356, 'az': 17700, 'gx': 3295, 'gy': 6070, 'gz': 626}","{'ax': -0.191895, 'ay': 0.01709, 'az': -1.084473, 'gx': -25.39063, 'gy': -51.08643, 'gz': -6.591797}"
10.225905,"{'ax': 2508, 'ay': -540, 'az': 17664, 'gx': 2707, 'gy': 5231, 'gz': 983}","{'ax': -0.191895, 'ay': 0.031738, 'az': -1.097656, 'gx': -22.46094, 'gy': -43.76221, 'gz': -9.765625}"
10.24213,"{'ax': 2256, 'ay': -908, 'az': 16736, 'gx': 2999, 'gy': 4387, 'gz': 1509}","{'ax': -0.175781, 'ay': 0.052246, 'az': -1.094238, 'gx': -25.45166, 'gy': -37.78076, 'gz': -13.30566}"
10.258289,"{'ax': 1696, 'ay': -884, 'az': 16644, 'gx': 3449, 'gy': 3514, 'gz': 1818}","{'ax': -0.160645, 'ay': 0.052734, 'az': -1.082031, 'gx': -28.80859, 'gy': -31.43311, 'gz': -14.95361}"
10.274519,"{'ax': 1184, 'ay': -980, 'az': 16860, 'gx': 3563, 'gy': 2897, 'gz': 1762}","{'ax': -0.15332, 'ay': 0.055176, 'az': -1.072266, 'gx': -29.11377, 'gy': -26.85547, 'gz': -13.91602}"
10.290768,"{'ax': 1088, 'ay': -824, 'az': 16976, 'gx': 3019, 'gy': 2535, 'gz': 1346}","{'ax': -0.143066, 'ay': 0.043457, 'az': -1.068848, 'gx': -24.16992, 'gy': -24.78027, 'gz': -11.16943}"
10.306998,"{'ax': 1428, 'ay': -644, 'az': 16912, 'gx': 2440, 'gy': 2519, 'gz': 1276}","{'ax': -0.143066, 'ay': 0.030762, 'az': -1.05957, 'gx': -19.77539, 'gy': -24.4751, 'gz': -11.41357}"
10.323221,"{'ax': 1256, 'ay': -792, 'az': 17088, 'gx': 1833, 'gy': 2982, 'gz': 1313}","{'ax': -0.144043, 'ay': 0.040039, 'az': -1.045898, 'gx': -14.77051, 'gy': -28.62549, 'gz': -11.96289}"
10.339445,"{'ax': 1048, 'ay': -500, 'az': 16956, 'gx': 698, 'gy': 3625, 'gz': 1099}","{'ax': -0.13916, 'ay': 0.027344, 'az': -1.036621, 'gx': -5.493164, 'gy': -33.81348, 'gz': -10.92529}"
10.355689,"{'ax': 1340, 'ay': -304, 'az': 16360, 'gx': 74, 'gy': 3975, 'gz': 1189}","{'ax': -0.124512, 'ay': 0.015137, 'az': -1.046875, 'gx': -2.624512, 'gy': -35.21729, 'gz': -12.63428}"
10.371926,"{'ax': 1164, 'ay': -324, 'az': 15876, 'gx': 445, 'gy': 3546, 'gz': 1674}","{'ax': -0.103027, 'ay': 0.018555, 'az': -1.057617, 'gx': -6.774902, 'gy': -30.94482, 'gz': -16.17432}"
10.388138,"{'ax': 364, 'ay': -564, 'az': 15840, 'gx': 1487, 'gy': 2596, 'gz': 2019}","{'ax': -0.072754, 'ay': 0.027832, 'az': -1.067383, 'gx': -15.07568, 'gy': -23.31543, 'gz': -17.63916}"
10.404294,"{'ax': -372, 'ay': -752, 'az': 16516, 'gx': 2035, 'gy': 1485, 'gz': 2009}","{'ax': -0.05127, 'ay': 0.044434, 'az': -1.072754, 'gx': -17.57813, 'gy': -15.93018, 'gz': -16.60156}"
10.420523,"{'ax': -664, 'ay': -976, 'az': 17388, 'gx': 1496, 'gy': 1324, 'gz': 1665}","{'ax': -0.042969, 'ay': 0.057129, 'az': -1.071289, 'gx': -12.02393, 'gy': -15.25879, 'gz': -13.91602}"
10.436774,"{'ax': -1348, 'ay': -1088, 'az': 17516, 'gx': 16, 'gy': 1554, 'gz': 895}","{'ax': -0.004395, 'ay': 0.047363, 'az': -1.063477, 'gx': -0.427246, 'gy': -17.08984, 'gz': -9.460449}"
10.453013,"{'ax': -920, 'ay': -1064, 'az': 16760, 'gx': -819, 'gy': 1296, 'gz': 655}","{'ax': -0.028809, 'ay': 0.084961, 'az': -1.025391, 'gx': 5.92041, 'gy': -15.86914, 'gz': -7.202148}"
10.469209,"{'ax': -936, 'ay': -1072, 'az': 16340, 'gx': -865, 'gy': 1449, 'gz': 442}","{'ax': -0.018066, 'ay': 0.067871, 'az': -1.049805, 'gx': 5.249023, 'gy': -15.86914, 'gz': -5.92041}"
10.485431,"{'ax': -1272, 'ay': -1260, 'az': 16100, 'gx': -536, 'gy': 558, 'gz': 163}","{'ax': 0.000488, 'ay': 0.078613, 'az': -1.062988, 'gx': 1.89209, 'gy': -6.896973, 'gz': -3.417969}"
10.50168,"{'ax': -1792, 'ay': -1504, 'az': 15844, 'gx': -56, 'gy': -876, 'gz': -404}","{'ax': 0.012207, 'ay': 0.094238, 'az': -1.05127, 'gx': -1.342773, 'gy': 3.723145, 'gz': 1.647949}"
10.517939,"{'ax': -1952, 'ay': -1680, 'az': 16000, 'gx': -163, 'gy': -1944, 'gz': -1304}","{'ax': 0.011719, 'ay': 0.097168, 'az': -1.01416, 'gx': 1.098633, 'gy': 9.887695, 'gz': 8.789063}"
10.534156,"{'ax': -1260, 'ay': -1412, 'az': 15424, 'gx': -490, 'gy': -1891, 'gz': -1894}","{'ax': -0.012695, 'ay': 0.077637, 'az': -0.980957, 'gx': 3.295898, 'gy': 7.751465, 'gz': 12.63428}"
10.550327,"{'ax': -604, 'ay': -880, 'az': 14344, 'gx': -508, 'gy': -672, 'gz': -2299}","{'ax': -0.024902, 'ay': 0.041504, 'az': -0.937012, 'gx': 2.990723, 'gy': -2.685547, 'gz': 14.5874}"
10.566565,"{'ax': 236, 'ay': -424, 'az': 14048, 'gx': -63, 'gy': 657, 'gz': -2089}","{'ax': -0.060547, 'ay': 0.017578, 'az': -0.959473, 'gx': -1.281738, 'gy': -11.35254, 'gz': 12.87842}"
10.582761,"{'ax': 532, 'ay': -336, 'az': 14584, 'gx': 774, 'gy': 920, 'gz': -1670}","{'ax': -0.072266, 'ay': 0.016602, 'az': -0.985352, 'gx': -7.69043, 'gy': -12.146, 'gz': 10.00977}"
10.598951,"{'ax': 332, 'ay': -216, 'az': 14728, 'gx': 1297, 'gy': 739, 'gz': -1350}","{'ax': -0.064941, 'ay': 0.010254, 'az': -0.972168, 'gx': -11.04736, 'gy': -11.16943, 'gz': 8.056641}"
10.615144,"{'ax': 156, 'ay': -252, 'az': 13584, 'gx': 1772, 'gy': 1236, 'gz': -1062}","{'ax': -0.049316, 'ay': 0.008789, 'az': -0.907227, 'gx': -15.93018, 'gy': -16.8457, 'gz': 5.92041}"
10.631367,"{'ax': -232, 'ay': -348, 'az': 12432, 'gx': 2783, 'gy': 3255, 'gz': -849}","{'ax': -0.032227, 'ay': 0.01709, 'az': -0.872559, 'gx': -24.23096, 'gy': -33.38623, 'gz': 5.432129}"
