time,MRU1,MRU2
4.203088,"{'ax': -896, 'ay': 7848, 'az': 14348, 'gx': 3903, 'gy': -3578, 'gz': -1072}","{'ax': -0.007813, 'ay': -0.478516, 'az': -0.950684, 'gx': -31.49414, 'gy': 22.46094, 'gz': 8.605957}"
4.219293,"{'ax': -1016, 'ay': 8228, 'az': 15740, 'gx': 3869, 'gy': -4293, 'gz': -1286}","{'ax': -0.005859, 'ay': -0.513672, 'az': -1.02002, 'gx': -29.90723, 'gy': 28.44238, 'gz': 10.25391}"
4.235496,"{'ax': -544, 'ay': 8940, 'az': 16996, 'gx': 2947, 'gy': -4891, 'gz': -1353}","{'ax': -0.019531, 'ay': -0.548828, 'az': -1.037109, 'gx': -21.05713, 'gy': 31.73828, 'gz': 10.0708}"
4.251741,"{'ax': -1040, 'ay': 8976, 'az': 18516, 'gx': 646, 'gy': -4604, 'gz': -1378}","{'ax': 0.008301, 'ay': -0.535645, 'az': -1.07373, 'gx': -1.586914, 'gy': 29.90723, 'gz': 8.972168}"
4.267951,"{'ax': -2332, 'ay': 8244, 'az': 20464, 'gx': -3147, 'gy': -5013, 'gz': -1985}","{'ax': 0.030762, 'ay': -0.505371, 'az': -1.108887, 'gx': 29.11377, 'gy': 33.5083, 'gz': 13.00049}"
4.284179,"{'ax': -2488, 'ay': 8040, 'az': 20680, 'gx': -7504, 'gy': -4815, 'gz': -3319}","{'ax': 0.030273, 'ay': -0.481445, 'az': -1.102539, 'gx': 64.33105, 'gy': 30.94482, 'gz': 20.62988}"
4.300333,"{'ax': -2708, 'ay': 7384, 'az': 20712, 'gx': -13199, 'gy': -3639, 'gz': -5058}","{'ax': -0.03125, 'ay': -0.432617, 'az': -1.03125, 'gx': 109.7412, 'gy': 16.72363, 'gz': 32.89795}"
4.316538,"{'ax': -2420, 'ay': 7460, 'az': 19508, 'gx': -18383, 'gy': 713, 'gz': -7877}","{'ax': -0.052246, 'ay': -0.420898, 'az': -1.010742, 'gx': 151.1841, 'gy': -19.04297, 'gz': 50.59814}"
4.332791,"{'ax': -172, 'ay': 7488, 'az': 17832, 'gx': -23323, 'gy': 1456, 'gz': -9546}","{'ax': -0.115723, 'ay': -0.380859, 'az': -0.937012, 'gx': 186.2793, 'gy': -22.03369, 'gz': 58.53271}"
4.349035,"{'ax': 1232, 'ay': 7656, 'az': 17212, 'gx': -26128, 'gy': 4121, 'gz': -8962}","{'ax': -0.092773, 'ay': -0.38916, 'az': -0.958008, 'gx': 205.9326, 'gy': -39.67285, 'gz': 50.1709}"
4.365253,"{'ax': 1216, 'ay': 7808, 'az': 16456, 'gx': -28972, 'gy': 4939, 'gz': -8219}","{'ax': -0.071289, 'ay': -0.384766, 'az': -0.988281, 'gx': 225.2197, 'gy': -41.19873, 'gz': 43.09082}"
4.381477,"{'ax': 1920, 'ay': 6888, 'az': 12472, 'gx': -28916, 'gy': 5743, 'gz': -7340}","{'ax': -0.114746, 'ay': -0.330078, 'az': -0.839355, 'gx': 221.9849, 'gy': -54.01611, 'gz': 36.49902}"
4.397655,"{'ax': 2992, 'ay': 5580, 'az': 11636, 'gx': -27415, 'gy': 8622, 'gz': -6327}","{'ax': -0.13916, 'ay': -0.250488, 'az': -0.84668, 'gx': 208.7402, 'gy': -73.12012, 'gz': 28.19824}"
4.413839,"{'ax': 3716, 'ay': 4164, 'az': 12284, 'gx': -25638, 'gy': 8363, 'gz': -4193}","{'ax': -0.125, 'ay': -0.175293, 'az': -0.910156, 'gx': 193.3594, 'gy': -65.12451, 'gz': 11.59668}"
4.43003,"{'ax': 2052, 'ay': 3528, 'az': 11612, 'gx': -23022, 'gy': 4314, 'gz': -1195}","{'ax': -0.019531, 'ay': -0.148926, 'az': -0.895508, 'gx': 171.0205, 'gy': -31.92139, 'gz': -9.338379}"
4.44623,"{'ax': -1120, 'ay': 1280, 'az': 7912, 'gx': -19191, 'gy': 2189, 'gz': 298}","{'ax': 0.070313, 'ay': -0.027832, 'az': -0.751953, 'gx': 138.6108, 'gy': -22.94922, 'gz': -15.13672}"
4.462432,"{'ax': -3300, 'ay': -1892, 'az': 6192, 'gx': -14515, 'gy': 4916, 'gz': -73}","{'ax': 0.107422, 'ay': 0.13916, 'az': -0.640137, 'gx': 104.6753, 'gy': -51.45264, 'gz': -7.8125}"
4.478682,"{'ax': -3368, 'ay': -2464, 'az': 9284, 'gx': -11430, 'gy': 10635, 'gz': -1500}","{'ax': 0.117676, 'ay': 0.152344, 'az': -0.765137, 'gx': 84.22852, 'gy': -91.18652, 'gz': 2.746582}"
4.494887,"{'ax': -2764, 'ay': -644, 'az': 13148, 'gx': -9876, 'gy': 12363, 'gz': -1774}","{'ax': 0.12207, 'ay': 0.047363, 'az': -0.95752, 'gx': 73.54736, 'gy': -97.77832, 'gz': 4.272461}"
4.511058,"{'ax': -2096, 'ay': -620, 'az': 15776, 'gx': -8811, 'gy': 9886, 'gz': -1353}","{'ax': 0.112793, 'ay': 0.052246, 'az': -1.066406, 'gx': 66.04004, 'gy': -75.80566, 'gz': 0.854492}"
4.527268,"{'ax': -1636, 'ay': -1264, 'az': 17072, 'gx': -8695, 'gy': 6914, 'gz': -296}","{'ax': 0.11084, 'ay': 0.077637, 'az': -1.101074, 'gx': 65.06348, 'gy': -54.38232, 'gz': -7.629395}"
4.54349,"{'ax': -2924, 'ay': -1536, 'az': 18088, 'gx': -9302, 'gy': 4772, 'gz': 1350}","{'ax': 0.19043, 'ay': 0.107422, 'az': -1.083984, 'gx': 71.3501, 'gy': -39.79492, 'gz': -19.89746}"
4.559724,"{'ax': -4536, 'ay': -1688, 'az': 17184, 'gx': -11332, 'gy': 4910, 'gz': 2014}","{'ax': 0.256836, 'ay': 0.118652, 'az': -1.01416, 'gx': 87.21924, 'gy': -44.86084, 'gz': -25.26855}"
4.575909,"{'ax': -5880, 'ay': -2496, 'az': 15836, 'gx': -12990, 'gy': 7112, 'gz': 2187}","{'ax': 0.318848, 'ay': 0.172363, 'az': -1.000977, 'gx': 98.51074, 'gy': -61.95068, 'gz': -27.46582}"
4.59208,"{'ax': -6684, 'ay': -3184, 'az': 15052, 'gx': -13470, 'gy': 7578, 'gz': 2159}","{'ax': 0.36084, 'ay': 0.211914, 'az': -1.008789, 'gx': 100.4028, 'gy': -60.91309, 'gz': -27.03857}"
4.608243,"{'ax': -7188, 'ay': -3780, 'az': 12984, 'gx': -12523, 'gy': 6468, 'gz': 1785}","{'ax': 0.368652, 'ay': 0.25293, 'az': -0.945801, 'gx': 91.55273, 'gy': -53.71094, 'gz': -22.76611}"
4.624434,"{'ax': -6956, 'ay': -4660, 'az': 12240, 'gx': -10969, 'gy': 6673, 'gz': 1500}","{'ax': 0.365234, 'ay': 0.298828, 'az': -0.905762, 'gx': 79.65088, 'gy': -57.18994, 'gz': -20.01953}"
4.640672,"{'ax': -7192, 'ay': -4912, 'az': 12872, 'gx': -9082, 'gy': 6913, 'gz': 1380}","{'ax': 0.400879, 'ay': 0.311035, 'az': -0.967773, 'gx': 65.06348, 'gy': -54.74854, 'gz': -18.98193}"
4.656909,"{'ax': -8244, 'ay': -4948, 'az': 13184, 'gx': -7412, 'gy': 4010, 'gz': 1446}","{'ax': 0.439941, 'ay': 0.309082, 'az': -0.972656, 'gx': 52.12402, 'gy': -31.61621, 'gz': -17.51709}"
4.673138,"{'ax': -8920, 'ay': -5460, 'az': 12416, 'gx': -5715, 'gy': 1646, 'gz': 1114}","{'ax': 0.46582, 'ay': 0.337891, 'az': -0.914063, 'gx': 39.48975, 'gy': -16.41846, 'gz': -13.18359}"
4.689364,"{'ax': -8780, 'ay': -6132, 'az': 11900, 'gx': -4572, 'gy': 1776, 'gz': 464}","{'ax': 0.437012, 'ay': 0.373047, 'az': -0.834473, 'gx': 32.89795, 'gy': -23.13232, 'gz': -7.8125}"
4.705599,"{'ax': -7092, 'ay': -5816, 'az': 12936, 'gx': -4096, 'gy': 4932, 'gz': 355}","{'ax': 0.412598, 'ay': 0.353027, 'az': -0.895508, 'gx': 29.60205, 'gy': -45.6543, 'gz': -8.972168}"
4.721835,"{'ax': -6596, 'ay': -5640, 'az': 14364, 'gx': -3940, 'gy': 6278, 'gz': 1286}","{'ax': 0.398926, 'ay': 0.340332, 'az': -0.987793, 'gx': 27.83203, 'gy': -52.67334, 'gz': -16.60156}"
4.738055,"{'ax': -7144, 'ay': -4936, 'az': 15744, 'gx': -3724, 'gy': 4164, 'gz': 2480}","{'ax': 0.426758, 'ay': 0.306152, 'az': -1.044434, 'gx': 25.63477, 'gy': -32.16553, 'gz': -25.26855}"
4.754296,"{'ax': -7220, 'ay': -5244, 'az': 13408, 'gx': -3133, 'gy': 1497, 'gz': 3341}","{'ax': 0.421387, 'ay': 0.324707, 'az': -0.930176, 'gx': 19.47021, 'gy': -15.50293, 'gz': -30.76172}"
4.770523,"{'ax': -6580, 'ay': -5904, 'az': 10316, 'gx': -1918, 'gy': 2746, 'gz': 4399}","{'ax': 0.411621, 'ay': 0.371582, 'az': -0.770508, 'gx': 8.972168, 'gy': -30.45654, 'gz': -39.12354}"
4.786775,"{'ax': -6276, 'ay': -5776, 'az': 8456, 'gx': 24, 'gy': 6539, 'gz': 5748}","{'ax': 0.407227, 'ay': 0.348145, 'az': -0.691406, 'gx': -5.554199, 'gy': -59.32617, 'gz': -48.88916}"
4.803022,"{'ax': -7252, 'ay': -5476, 'az': 9656, 'gx': -20, 'gy': 10281, 'gz': 6144}","{'ax': 0.402832, 'ay': 0.308594, 'az': -0.643066, 'gx': -2.990723, 'gy': -88.74512, 'gz': -51.3916}"
4.819246,"{'ax': -6020, 'ay': -3328, 'az': 8960, 'gx': 116, 'gy': 13307, 'gz': 7246}","{'ax': 0.433594, 'ay': 0.205566, 'az': -0.689941, 'gx': -6.896973, 'gy': -108.3374, 'gz': -62.86621}"
4.835473,"{'ax': -6736, 'ay': -4852, 'az': 8036, 'gx': 1949, 'gy': 14564, 'gz': 9837}","{'ax': 0.484863, 'ay': 0.311523, 'az': -0.713379, 'gx': -24.04785, 'gy': -115.9058, 'gz': -81.604}"
4.851709,"{'ax': -8820, 'ay': -5124, 'az': 8800, 'gx': 5004, 'gy': 13744, 'gz': 12129}","{'ax': 0.608398, 'ay': 0.324707, 'az': -0.813965, 'gx': -49.43848, 'gy': -104.126, 'gz': -97.35107}"
4.867946,"{'ax': -10168, 'ay': -4740, 'az': 10272, 'gx': 8034, 'gy': 8625, 'gz': 14224}","{'ax': 0.661133, 'ay': 0.310059, 'az': -0.851074, 'gx': -72.3877, 'gy': -61.58447, 'gz': -110.2905}"
4.884172,"{'ax': -10400, 'ay': -3428, 'az': 9428, 'gx': 10130, 'gy': 3864, 'gz': 16148}","{'ax': 0.708008, 'ay': 0.24707, 'az': -0.776855, 'gx': -89.72168, 'gy': -30.2124, 'gz': -124.8779}"
4.900402,"{'ax': -12168, 'ay': -3936, 'az': 8436, 'gx': 11983, 'gy': 4831, 'gz': 17332}","{'ax': 0.679199, 'ay': 0.277344, 'az': -0.637207, 'gx': -100.3418, 'gy': -48.76709, 'gz': -127.9907}"
4.916562,"{'ax': -15020, 'ay': -2076, 'az': 11540, 'gx': 11328, 'gy': 11139, 'gz': 15453}","{'ax': 0.759277, 'ay': 0.129395, 'az': -0.813965, 'gx': -92.34619, 'gy': -94.72656, 'gz': -113.0981}"
4.93276,"{'ax': -15096, 'ay': -560, 'az': 16424, 'gx': 9410, 'gy': 11925, 'gz': 13438}","{'ax': 0.766113, 'ay': 0.041016, 'az': -1.046387, 'gx': -76.17188, 'gy': -91.6748, 'gz': -99.91455}"
4.948949,"{'ax': -13892, 'ay': -72, 'az': 17740, 'gx': 7507, 'gy': 8123, 'gz': 12125}","{'ax': 0.709473, 'ay': 0.023438, 'az': -1.126465, 'gx': -61.88965, 'gy': -61.09619, 'gz': -90.57617}"
4.965181,"{'ax': -11940, 'ay': 988, 'az': 17728, 'gx': 6454, 'gy': 4486, 'gz': 11818}","{'ax': 0.70166, 'ay': -0.040039, 'az': -1.160156, 'gx': -54.26025, 'gy': -32.4707, 'gz': -91.30859}"
4.981378,"{'ax': -12948, 'ay': -960, 'az': 19312, 'gx': 4336, 'gy': -344, 'gz': 12342}","{'ax': 0.732422, 'ay': 0.090332, 'az': -1.153809, 'gx': -36.86523, 'gy': 2.380371, 'gz': -94.54346}"
4.997601,"{'ax': -13192, 'ay': -924, 'az': 17376, 'gx': 2085, 'gy': -1354, 'gz': 12198}","{'ax': 0.738281, 'ay': 0.066406, 'az': -1.057617, 'gx': -19.65332, 'gy': 5.187988, 'gz': -94.66553}"
5.01379,"{'ax': -12676, 'ay': 516, 'az': 16368, 'gx': -582, 'gy': -869, 'gz': 12053}","{'ax': 0.705566, 'ay': -0.030273, 'az': -0.966309, 'gx': 1.159668, 'gy': 2.075195, 'gz': -95.09277}"
5.030015,"{'ax': -11020, 'ay': 1708, 'az': 14284, 'gx': -2501, 'gy': -1248, 'gz': 12120}","{'ax': 0.620605, 'ay': -0.09668, 'az': -0.926758, 'gx': 12.69531, 'gy': 6.591797, 'gz': -97.10693}"
5.046257,"{'ax': -9824, 'ay': 1748, 'az': 14296, 'gx': -2336, 'gy': -3891, 'gz': 12783}","{'ax': 0.557129, 'ay': -0.087402, 'az': -0.960449, 'gx': 10.86426, 'gy': 31.55518, 'gz': -101.5625}"
5.062486,"{'ax': -9128, 'ay': 2060, 'az': 13192, 'gx': -2604, 'gy': -7394, 'gz': 13072}","{'ax': 0.511719, 'ay': -0.121094, 'az': -0.855957, 'gx': 13.06152, 'gy': 55.84717, 'gz': -103.3325}"
5.078687,"{'ax': -7512, 'ay': 3048, 'az': 10068, 'gx': -2644, 'gy': -8405, 'gz': 13742}","{'ax': 0.459473, 'ay': -0.17334, 'az': -0.707031, 'gx': 11.41357, 'gy': 58.83789, 'gz': -109.375}"
5.09488,"{'ax': -7028, 'ay': 3672, 'az': 7504, 'gx': -1015, 'gy': -6606, 'gz': 15246}","{'ax': 0.491699, 'ay': -0.208496, 'az': -0.653809, 'gx': -3.601074, 'gy': 44.25049, 'gz': -121.3989}"
5.111094,"{'ax': -9480, 'ay': 3532, 'az': 7892, 'gx': 872, 'gy': -5862, 'gz': 17171}","{'ax': 0.631348, 'ay': -0.174805, 'az': -0.664063, 'gx': -18.49365, 'gy': 40.95459, 'gz': -134.1553}"
5.127313,"{'ax': -13148, 'ay': 1524, 'az': 9008, 'gx': 2688, 'gy': -6265, 'gz': 17614}","{'ax': 0.740234, 'ay': -0.061035, 'az': -0.746582, 'gx': -32.16553, 'gy': 47.36328, 'gz': -133.5449}"
5.143516,"{'ax': -15104, 'ay': -240, 'az': 10708, 'gx': 4068, 'gy': -8535, 'gz': 16004}","{'ax': 0.752441, 'ay': 0.036133, 'az': -0.826172, 'gx': -41.38184, 'gy': 63.84277, 'gz': -117.7979}"
5.159769,"{'ax': -14604, 'ay': 1068, 'az': 12024, 'gx': 5606, 'gy': -10013, 'gz': 12950}","{'ax': 0.675293, 'ay': -0.071777, 'az': -0.902344, 'gx': -51.94092, 'gy': 75.43945, 'gz': -91.73584}"
5.175959,"{'ax': -12136, 'ay': 3152, 'az': 14172, 'gx': 6705, 'gy': -13185, 'gz': 10137}","{'ax': 0.581055, 'ay': -0.20459, 'az': -0.981934, 'gx': -57.67822, 'gy': 102.0508, 'gz': -72.99805}"
5.192172,"{'ax': -7416, 'ay': 5732, 'az': 15968, 'gx': 6275, 'gy': -17968, 'gz': 9669}","{'ax': 0.430664, 'ay': -0.347656, 'az': -0.996582, 'gx': -52.55127, 'gy': 139.2212, 'gz': -72.44873}"
5.208338,"{'ax': -3812, 'ay': 6556, 'az': 12704, 'gx': 5892, 'gy': -20748, 'gz': 11710}","{'ax': 0.297363, 'ay': -0.383301, 'az': -0.816406, 'gx': -52.73438, 'gy': 149.9634, 'gz': -90.271}"
5.224523,"{'ax': -3456, 'ay': 5924, 'az': 11724, 'gx': 6834, 'gy': -17904, 'gz': 15254}","{'ax': 0.36084, 'ay': -0.339844, 'az': -0.805664, 'gx': -60.91309, 'gy': 130.7983, 'gz': -118.042}"
5.240725,"{'ax': -5896, 'ay': 5516, 'az': 13688, 'gx': 6298, 'gy': -16382, 'gz': 17708}","{'ax': 0.377441, 'ay': -0.285156, 'az': -0.865723, 'gx': -55.84717, 'gy': 121.8872, 'gz': -133.0566}"
5.256969,"{'ax': -8432, 'ay': 4124, 'az': 14756, 'gx': 5034, 'gy': -16551, 'gz': 17207}","{'ax': 0.381836, 'ay': -0.219238, 'az': -0.905762, 'gx': -46.14258, 'gy': 122.9858, 'gz': -126.5869}"
5.28334,"{'ax': -8844, 'ay': 3404, 'az': 13904, 'gx': 4830, 'gy': -17646, 'gz': 11864}","{'ax': 0.299316, 'ay': -0.204102, 'az': -0.945313, 'gx': -44.7998, 'gy': 132.2632, 'gz': -82.88574}"
5.299518,"{'ax': -6244, 'ay': 4188, 'az': 12848, 'gx': 5717, 'gy': -18315, 'gz': 8732}","{'ax': 0.217285, 'ay': -0.258301, 'az': -0.87793, 'gx': -50.47607, 'gy': 134.8877, 'gz': -60.85205}"
5.315691,"{'ax': -3476, 'ay': 5232, 'az': 12212, 'gx': 6200, 'gy': -18274, 'gz': 7332}","{'ax': 0.120117, 'ay': -0.32666, 'az': -0.793945, 'gx': -52.24609, 'gy': 134.5825, 'gz': -51.51367}"
5.331926,"{'ax': -1516, 'ay': 6440, 'az': 11012, 'gx': 5755, 'gy': -17318, 'gz': 6802}","{'ax': 0.04834, 'ay': -0.393555, 'az': -0.685059, 'gx': -48.21777, 'gy': 123.3521, 'gz': -48.76709}"
5.348095,"{'ax': -940, 'ay': 5852, 'az': 9652, 'gx': 5889, 'gy': -13667, 'gz': 6656}","{'ax': 0.016602, 'ay': -0.356934, 'az': -0.695801, 'gx': -50.90332, 'gy': 94.7876, 'gz': -48.33984}"
5.364263,"{'ax': -764, 'ay': 6616, 'az': 9948, 'gx': 7136, 'gy': -9997, 'gz': 6582}","{'ax': 0, 'ay': -0.414551, 'az': -0.745117, 'gx': -60.48584, 'gy': 67.44385, 'gz': -47.30225}"
5.380415,"{'ax': -616, 'ay': 7020, 'az': 12376, 'gx': 7943, 'gy': -7679, 'gz': 6317}","{'ax': -0.022949, 'ay': -0.428711, 'az': -0.863281, 'gx': -65.91797, 'gy': 52.67334, 'gz': -44.73877}"
5.396599,"{'ax': -888, 'ay': 6832, 'az': 14112, 'gx': 8258, 'gy': -7256, 'gz': 5706}","{'ax': -0.030762, 'ay': -0.412598, 'az': -0.943359, 'gx': -66.95557, 'gy': 51.02539, 'gz': -39.73389}"
5.412836,"{'ax': -1000, 'ay': 7636, 'az': 16076, 'gx': 8016, 'gy': -8517, 'gz': 4915}","{'ax': -0.024902, 'ay': -0.475586, 'az': -1.018066, 'gx': -64.20898, 'gy': 62.92725, 'gz': -33.44727}"
5.429055,"{'ax': -3392, 'ay': 8000, 'az': 16084, 'gx': 7680, 'gy': -10374, 'gz': 3562}","{'ax': -0.022949, 'ay': -0.499023, 'az': -0.976563, 'gx': -61.70654, 'gy': 73.42529, 'gz': -21.54541}"
5.445288,"{'ax': 4556, 'ay': 8680, 'az': 18180, 'gx': 5543, 'gy': -4468, 'gz': 3267}","{'ax': -0.246582, 'ay': -0.525879, 'az': -0.944824, 'gx': -39.0625, 'gy': 16.60156, 'gz': -24.6582}"
5.461468,"{'ax': -244, 'ay': 8724, 'az': 19924, 'gx': 2059, 'gy': -4435, 'gz': 2848}","{'ax': -0.086914, 'ay': -0.540527, 'az': -1.060059, 'gx': -12.93945, 'gy': 30.94482, 'gz': -22.03369}"
5.477696,"{'ax': -468, 'ay': 9060, 'az': 18948, 'gx': -1582, 'gy': -6544, 'gz': 2198}","{'ax': -0.070801, 'ay': -0.552246, 'az': -1.063965, 'gx': 13.67188, 'gy': 48.21777, 'gz': -18.06641}"
5.493949,"{'ax': -416, 'ay': 8688, 'az': 17540, 'gx': -4126, 'gy': -8749, 'gz': 978}","{'ax': -0.11084, 'ay': -0.523438, 'az': -1.018066, 'gx': 32.10449, 'gy': 63.17139, 'gz': -9.521484}"
5.510135,"{'ax': 1020, 'ay': 8568, 'az': 14920, 'gx': -5376, 'gy': -9110, 'gz': 112}","{'ax': -0.141113, 'ay': -0.532227, 'az': -0.913086, 'gx': 40.89355, 'gy': 64.14795, 'gz': -4.882813}"
5.526312,"{'ax': 2052, 'ay': 8776, 'az': 13696, 'gx': -6504, 'gy': -8720, 'gz': 184}","{'ax': -0.165039, 'ay': -0.533691, 'az': -0.838379, 'gx': 48.9502, 'gy': 60.11963, 'gz': -6.896973}"
5.542475,"{'ax': 2556, 'ay': 7980, 'az': 10796, 'gx': -6838, 'gy': -6470, 'gz': 612}","{'ax': -0.185547, 'ay': -0.479004, 'az': -0.71875, 'gx': 49.86572, 'gy': 39.0625, 'gz': -10.62012}"
5.558688,"{'ax': 2084, 'ay': 6868, 'az': 8664, 'gx': -5500, 'gy': -2080, 'gz': 619}","{'ax': -0.190918, 'ay': -0.417969, 'az': -0.699219, 'gx': 37.41455, 'gy': 5.187988, 'gz': -8.911133}"
5.57489,"{'ax': 1208, 'ay': 5836, 'az': 10056, 'gx': -2537, 'gy': 602, 'gz': -239}","{'ax': -0.158203, 'ay': -0.36377, 'az': -0.833008, 'gx': 14.64844, 'gy': -11.04736, 'gz': -0.610352}"
5.591051,"{'ax': 868, 'ay': 6184, 'az': 13048, 'gx': -367, 'gy': -115, 'gz': -914}","{'ax': -0.118164, 'ay': -0.390625, 'az': -0.924316, 'gx': -0.183105, 'gy': -1.281738, 'gz': 5.004883}"
5.607282,"{'ax': 580, 'ay': 7012, 'az': 13172, 'gx': 666, 'gy': -2282, 'gz': -1017}","{'ax': -0.080566, 'ay': -0.433594, 'az': -0.898926, 'gx': -7.080078, 'gy': 13.12256, 'gz': 5.859375}"
5.623498,"{'ax': 464, 'ay': 7348, 'az': 12168, 'gx': 1276, 'gy': -1519, 'gz': -1025}","{'ax': -0.083008, 'ay': -0.461426, 'az': -0.850586, 'gx': -11.71875, 'gy': 2.441406, 'gz': 6.286621}"
5.63968,"{'ax': 580, 'ay': 7576, 'az': 14820, 'gx': 585, 'gy': 2433, 'gz': -1710}","{'ax': -0.103516, 'ay': -0.468262, 'az': -0.907227, 'gx': -2.380371, 'gy': -25.08545, 'gz': 11.35254}"
5.655884,"{'ax': 324, 'ay': 7112, 'az': 16520, 'gx': -1244, 'gy': 1519, 'gz': -2294}","{'ax': -0.100586, 'ay': -0.441406, 'az': -0.99707, 'gx': 11.2915, 'gy': -13.79395, 'gz': 14.83154}"
5.672091,"{'ax': 340, 'ay': 6772, 'az': 16996, 'gx': -2480, 'gy': -560, 'gz': -3263}","{'ax': -0.140137, 'ay': -0.418945, 'az': -1.033203, 'gx': 20.32471, 'gy': 1.953125, 'gz': 22.3999}"
5.688323,"{'ax': 1612, 'ay': 7376, 'az': 17328, 'gx': -3493, 'gy': -2996, 'gz': -3739}","{'ax': -0.159668, 'ay': -0.450195, 'az': -1.053223, 'gx': 28.19824, 'gy': 20.81299, 'gz': 24.4751}"
5.704569,"{'ax': 2080, 'ay': 7432, 'az': 16496, 'gx': -4579, 'gy': -4905, 'gz': -3373}","{'ax': -0.162598, 'ay': -0.457031, 'az': -1.005859, 'gx': 36.62109, 'gy': 32.77588, 'gz': 20.50781}"
5.720744,"{'ax': 1212, 'ay': 7252, 'az': 15436, 'gx': -5913, 'gy': -4593, 'gz': -3307}","{'ax': -0.155273, 'ay': -0.439453, 'az': -0.93457, 'gx': 46.50879, 'gy': 27.52686, 'gz': 20.99609}"
5.73698,"{'ax': 504, 'ay': 6472, 'az': 14568, 'gx': -6690, 'gy': -2544, 'gz': -4108}","{'ax': -0.128906, 'ay': -0.385254, 'az': -0.939941, 'gx': 52.49023, 'gy': 11.65771, 'gz': 27.28271}"
5.753177,"{'ax': -420, 'ay': 5708, 'az': 16008, 'gx': -7269, 'gy': -1693, 'gz': -5482}","{'ax': -0.120605, 'ay': -0.350586, 'az': -1.023438, 'gx': 57.61719, 'gy': 9.155273, 'gz': 38.45215}"
5.769424,"{'ax': 0, 'ay': 6164, 'az': 16476, 'gx': -7928, 'gy': -3394, 'gz': -7055}","{'ax': -0.112793, 'ay': -0.374512, 'az': -1.028809, 'gx': 63.17139, 'gy': 22.52197, 'gz': 48.82813}"
5.785672,"{'ax': 1088, 'ay': 6392, 'az': 15580, 'gx': -8481, 'gy': -5090, 'gz': -7425}","{'ax': -0.122559, 'ay': -0.376465, 'az': -0.986328, 'gx': 66.8335, 'gy': 33.99658, 'gz': 50.53711}"
5.801936,"{'ax': 1912, 'ay': 6296, 'az': 13780, 'gx': -8675, 'gy': -5189, 'gz': -7204}","{'ax': -0.16748, 'ay': -0.378418, 'az': -0.895508, 'gx': 67.81006, 'gy': 32.40967, 'gz': 48.40088}"
5.818091,"{'ax': 2768, 'ay': 6596, 'az': 12500, 'gx': -8373, 'gy': -3506, 'gz': -6792}","{'ax': -0.188965, 'ay': -0.397949, 'az': -0.852539, 'gx': 64.94141, 'gy': 17.7002, 'gz': 44.25049}"
5.834264,"{'ax': 3500, 'ay': 6044, 'az': 12168, 'gx': -7831, 'gy': -1370, 'gz': -5769}","{'ax': -0.202148, 'ay': -0.363281, 'az': -0.820801, 'gx': 60.11963, 'gy': 1.342773, 'gz': 35.5835}"
5.850497,"{'ax': 3284, 'ay': 5552, 'az': 11792, 'gx': -6939, 'gy': 1006, 'gz': -4237}","{'ax': -0.166992, 'ay': -0.332031, 'az': -0.847656, 'gx': 51.33057, 'gy': -15.93018, 'gz': 24.04785}"
5.866672,"{'ax': 1288, 'ay': 4120, 'az': 13096, 'gx': -5734, 'gy': 2191, 'gz': -3199}","{'ax': -0.108398, 'ay': -0.234375, 'az': -0.896484, 'gx': 43.64014, 'gy': -23.37646, 'gz': 18.37158}"
5.88291,"{'ax': -1956, 'ay': 1592, 'az': 13724, 'gx': -5616, 'gy': 4097, 'gz': -4623}","{'ax': -0.066895, 'ay': -0.099609, 'az': -0.902344, 'gx': 43.45703, 'gy': -40.03906, 'gz': 33.63037}"
5.899145,"{'ax': -2744, 'ay': 2988, 'az': 13644, 'gx': -5375, 'gy': 7000, 'gz': -8124}","{'ax': -0.038574, 'ay': -0.195801, 'az': -0.91748, 'gx': 43.02979, 'gy': -63.41553, 'gz': 60.18066}"
5.915324,"{'ax': -1368, 'ay': 4772, 'az': 15272, 'gx': -5005, 'gy': 8295, 'gz': -10283}","{'ax': -0.009766, 'ay': -0.290039, 'az': -1.036133, 'gx': 40.1001, 'gy': -66.8335, 'gz': 72.87598}"
5.931542,"{'ax': 1100, 'ay': 6128, 'az': 15856, 'gx': -3649, 'gy': 4242, 'gz': -8702}","{'ax': 0.015625, 'ay': -0.372559, 'az': -1.099609, 'gx': 27.83203, 'gy': -32.65381, 'gz': 56.88477}"
5.947765,"{'ax': 1676, 'ay': 6144, 'az': 14824, 'gx': -2231, 'gy': 693, 'gz': -4960}","{'ax': 0.01123, 'ay': -0.373047, 'az': -1.027344, 'gx': 15.74707, 'gy': -8.117676, 'gz': 29.90723}"
5.963949,"{'ax': -148, 'ay': 4956, 'az': 14232, 'gx': -774, 'gy': -81, 'gz': -2520}","{'ax': 0.019043, 'ay': -0.29834, 'az': -1.005859, 'gx': 3.479004, 'gy': -5.065918, 'gz': 15.50293}"
5.980183,"{'ax': -2208, 'ay': 3948, 'az': 15116, 'gx': 493, 'gy': 439, 'gz': -2503}","{'ax': 0.042969, 'ay': -0.245605, 'az': -1.041504, 'gx': -4.943848, 'gy': -8.422852, 'gz': 17.94434}"
