ax,ay,az,gx,gy,gz,time
890,-659,-304,3956,592,16036,4.263416
933,-614,-290,4004,672,15812,4.266119
1070,-552,-106,3976,580,15784,4.27903
1132,-523,-93,3968,584,15940,4.281735
1161,-470,-31,3936,552,15872,4.284439
1128,-276,10,3752,548,15916,4.29735
1156,-255,-51,3732,476,15880,4.30004
1061,-165,-16,3500,520,15876,4.312968
1031,-144,-36,3504,512,15824,4.315676
1008,-116,-68,3392,492,15804,4.318383
783,-254,-158,3392,460,16124,4.331288
693,-297,-218,3372,452,16088,4.333995
383,-587,-255,3444,580,16264,4.346914
334,-654,-212,3476,536,16148,4.349622
210,-750,-206,3492,516,16200,4.352329
-121,-950,-188,3500,424,16072,4.365234
-148,-948,-204,3476,444,15952,4.367957
-160,-996,-252,3480,320,15716,4.380861
-176,-1013,-270,3484,376,15608,4.383585
-119,-964,-287,3368,356,15512,4.386305
104,-1086,-330,3488,424,15128,4.399243
194,-1057,-368,3552,472,15040,4.401946
520,-774,-389,3684,452,14984,4.414813
578,-735,-392,3736,460,14956,4.417527
642,-573,-383,3732,404,15004,4.420233
825,-377,-407,3776,424,15332,4.433183
845,-295,-359,3792,448,15384,4.435897
789,-500,-351,3748,548,15812,4.448807
809,-486,-300,3748,460,15856,4.451512
796,-547,-285,3780,548,15728,4.454219
710,-576,-206,3720,500,16024,4.467124
632,-623,-192,3676,488,15952,4.469827
478,-708,-235,3484,528,16208,4.482731
399,-777,-237,3412,528,16296,4.485436
343,-751,-285,3476,540,16312,4.488139
150,-804,-337,3536,664,16384,4.501064
47,-844,-307,3628,628,16404,4.503772
-107,-845,-282,3768,584,16008,4.516702
-103,-831,-279,3708,628,16052,4.519427
-118,-888,-280,3692,656,15996,4.522152
-88,-887,-248,3712,568,15728,4.535092
-80,-859,-263,3692,564,15740,4.537815
60,-842,-244,3664,560,15644,4.550749
95,-808,-204,3648,556,15552,4.553456
152,-810,-216,3620,492,15596,4.556161
320,-824,-195,3536,380,15800,4.569051
313,-876,-209,3440,424,15976,4.57176
281,-1011,-244,3508,424,16060,4.58467
264,-1044,-252,3456,436,16016,4.587377
235,-1046,-264,3456,468,16088,4.590083
-51,-1047,-284,3616,516,16316,4.602962
-133,-1057,-264,3700,588,16356,4.605684
-345,-1167,-235,3788,564,16008,4.618602
-389,-1252,-235,3812,520,15972,4.621323
-388,-1187,-202,3756,576,15912,4.624045
-283,-1196,-204,3664,424,15480,4.636992
-247,-1186,-225,3664,468,15496,4.639715
53,-1006,-215,3772,488,15252,4.652649
90,-916,-178,3748,468,15212,4.655351
175,-882,-160,3836,460,15320,4.658055
413,-661,-154,3620,404,15460,4.670971
447,-574,-122,3656,320,15440,4.673678
746,-545,-164,3400,408,15660,4.686591
743,-563,-193,3400,400,15704,4.689294
764,-645,-250,3320,416,15796,4.691998
759,-1031,-367,3320,572,16084,4.7049
771,-1145,-381,3360,672,16184,4.707608
548,-1292,-371,3772,668,16172,4.72053
496,-1306,-368,3768,676,16116,4.723236
452,-1276,-354,3824,620,16060,4.725946
313,-1197,-243,3992,624,16040,4.73886
283,-1185,-247,3940,640,16060,4.741563
286,-1013,-182,3980,640,15772,4.754462
309,-932,-162,3928,604,15796,4.757166
345,-998,-146,3908,560,15732,4.75988
530,-912,-68,3712,520,15620,4.772807
573,-852,-78,3756,596,15492,4.775521
841,-671,-93,3612,548,15724,4.788456
889,-678,-102,3648,600,15668,4.79116
924,-696,-85,3692,588,15852,4.793875
830,-762,-133,3680,748,16136,4.806804
761,-798,-133,3680,704,16164,4.80951
296,-1030,-93,3884,768,16740,4.822396
198,-1058,-76,3968,792,16744,4.825103
74,-1116,-59,3992,748,16668,4.827807
-238,-1457,132,4160,724,16772,4.840709
-258,-1630,118,4180,736,16708,4.843416
-62,-2947,414,4172,724,15972,4.856319
73,-3263,437,4104,728,15712,4.859025
146,-3573,492,4096,620,15496,4.861716
978,-3822,611,3936,384,14312,4.874646
1145,-3704,561,3884,332,14216,4.877335
1883,-2597,434,3600,140,14136,4.890238
1985,-2319,398,3524,132,14104,4.892917
2109,-2077,331,3476,108,14376,4.895608
2297,-1454,77,3288,252,15576,4.908537
2220,-1357,-6,3248,380,15912,4.911229
1760,-1214,-299,3408,596,16920,4.924147
1611,-1158,-339,3460,704,17088,4.926861
1425,-1235,-405,3560,736,17304,4.929568
580,-1263,-511,4104,896,17512,4.94247
395,-1335,-477,4184,944,17540,4.945174
-363,-1823,-389,4632,1140,17328,4.958104
-489,-2046,-367,4648,1264,17304,4.960824
-498,-2254,-308,4780,1244,17240,4.963554
-373,-3493,18,4912,1168,15936,4.976526
-278,-3741,92,4836,1164,15452,4.979234
480,-4195,288,4584,816,14524,4.992167
592,-4143,280,4620,704,14196,4.994865
1232,-3676,258,4240,512,13828,5.00776
1319,-3544,226,4172,480,13888,5.010448
1462,-3342,204,4124,444,13936,5.013137
1810,-2460,-63,4024,400,14224,5.026044
1897,-2284,-123,4052,412,14412,5.028751
2027,-1626,-425,4184,700,15072,5.041688
2058,-1562,-475,4308,780,15276,5.044395
2015,-1431,-450,4424,872,15380,5.047102
1682,-936,-519,4880,1060,16256,5.059997
1560,-869,-518,4956,1128,16512,5.062701
831,-636,-364,5388,1280,17084,5.075588
681,-657,-284,5452,1304,17192,5.078293
548,-789,-215,5536,1540,17424,5.080998
-276,-857,32,5136,1172,17036,5.093946
-398,-968,71,5116,1160,16916,5.096649
-702,-1328,123,4656,1052,16128,5.109558
-717,-1380,141,4668,964,15944,5.112262
-429,-1579,-19,4320,736,15084,5.125187
-315,-1602,-36,4256,628,15000,5.127911
-219,-1603,-75,4188,632,14924,5.130631
295,-1578,-340,4148,624,14496,5.143571
413,-1550,-388,4144,584,14660,5.146276
741,-1220,-637,4420,780,14816,5.159181
759,-1149,-644,4552,824,14820,5.161894
808,-969,-700,4576,844,14960,5.164602
870,-434,-704,4964,884,15576,5.177526
825,-359,-658,4988,920,15804,5.180233
662,-388,-454,5228,1144,16460,5.193138
588,-435,-376,5284,1112,16416,5.195841
583,-511,-370,5260,1128,16560,5.198554
451,-1050,-137,5112,1152,16592,5.211462
387,-1236,-98,5084,1104,16680,5.214166
175,-2150,-35,5092,1076,16564,5.227095
120,-2332,65,5048,1108,16408,5.229804
129,-2457,52,4964,1128,16240,5.232491
26,-2812,42,4760,968,15588,5.245383
47,-2800,7,4652,936,15644,5.24807
110,-2660,-128,4524,716,15188,5.26095
153,-2511,-181,4556,712,15152,5.263656
218,-2499,-238,4524,744,14980,5.266363
391,-2117,-444,4664,820,14948,5.279251
374,-1982,-499,4788,856,15016,5.281957
446,-1570,-461,5280,956,15296,5.294863
448,-1520,-516,5336,960,15284,5.297571
445,-1418,-478,5476,1036,15376,5.300276
332,-1457,-300,5752,1100,15912,5.313193
308,-1520,-239,5736,1240,15968,5.315902
111,-2268,46,5928,1420,16072,5.328793
120,-2524,112,5872,1452,15920,5.331481
93,-2671,195,5908,1428,15664,5.334168
182,-3183,409,5512,1016,14768,5.347046
250,-3169,410,5364,932,14488,5.349734
680,-2462,297,4948,620,13700,5.362611
775,-2264,288,4952,668,13788,5.365298
1089,-1221,66,4944,776,14324,5.378186
1139,-1120,52,4992,848,14568,5.380882
1126,-1012,38,5112,872,14872,5.383571
952,-911,-25,5212,1044,15720,5.396442
880,-890,-33,5264,1128,15848,5.399148
466,-1007,9,5460,1052,16224,5.41204
413,-1085,61,5428,1156,16308,5.414729
273,-1104,73,5444,1080,16388,5.417416
-349,-1330,201,5528,1048,16292,5.430305
-493,-1354,211,5524,996,16336,5.432997
-906,-1722,299,5280,980,15824,5.4459
-936,-1832,295,5216,892,15708,5.448608
-945,-1981,318,5144,812,15452,5.451315
-681,-2658,236,4936,732,14420,5.464247
-559,-2735,159,4860,628,14108,5.466955
139,-2353,-10,4904,440,13508,5.479879
315,-2205,-45,4884,360,13504,5.482585
456,-2011,-89,4856,268,13500,5.485291
1041,-1260,-295,4764,324,14112,5.498214
1135,-1162,-397,4772,428,14132,5.500923
1154,-869,-657,4976,708,15164,5.513796
1129,-876,-648,5008,844,15452,5.516502
1053,-845,-698,5116,936,15576,5.519208
453,-791,-697,5684,1192,16176,5.532131
280,-844,-670,5760,1312,16336,5.534838
-459,-826,-468,6048,1380,16296,5.547724
-619,-821,-404,6120,1384,16284,5.550445
-720,-865,-350,6052,1404,16152,5.553165
-909,-1082,-197,5924,1236,15272,5.56608
-875,-1220,-174,5920,1192,15092,5.568805
-279,-1415,4,5700,912,14180,5.581703
-127,-1356,25,5652,836,14192,5.584412
341,-970,-44,5180,608,14240,5.597349
406,-855,-89,5168,620,14296,5.600052
466,-716,-134,5120,656,14408,5.60276
446,-331,-262,4968,640,15260,5.615646
462,-316,-321,4964,640,15536,5.618349
43,-531,-502,5012,712,15984,5.631287
-63,-621,-554,5068,880,16100,5.633995
-212,-617,-575,5128,916,16144,5.636718
-714,-567,-614,5560,964,16128,5.649619
-825,-529,-611,5608,920,16152,5.652343
-1143,-524,-507,5852,896,15968,5.665313
-1165,-568,-487,5832,796,15928,5.668034
-1164,-638,-474,5816,812,15956,5.67076
-1026,-1673,-323,5800,952,15440,5.683714
-950,-1860,-288,5764,956,15224,5.686439
-405,-2138,-250,5672,824,14060,5.699394
-235,-2044,-303,5716,792,13708,5.702117
-81,-1894,-306,5720,644,13656,5.704841
511,-945,-393,5592,480,13944,5.717783
621,-795,-374,5620,464,14156,5.72049
867,-253,-432,5696,656,15212,5.73337
876,-248,-410,5616,676,15496,5.736077
869,-291,-435,5564,788,15768,5.738784
604,-619,-499,5692,996,16448,5.751667
506,-733,-514,5724,908,16500,5.754374
-194,-1120,-477,6016,1156,16772,5.767294
-353,-1213,-485,6032,1152,16772,5.77
-547,-1278,-409,6056,1268,16792,5.77272
-1229,-1438,-296,6132,1240,16188,5.785657
-1332,-1474,-251,6080,1220,16148,5.788381
-1538,-1713,-173,5956,988,15376,5.801287
-1514,-1710,-143,5996,872,15172,5.803997
-1223,-1559,-145,5828,756,14364,5.81696
-1065,-1539,-121,5864,704,14276,5.819684
-923,-1493,-153,5740,768,14080,5.822413
-310,-1298,-230,5788,664,14200,5.83535
-237,-1252,-243,5808,600,14220,5.83807
-123,-1139,-284,5916,792,14788,5.850973
-55,-1133,-296,6004,804,14952,5.853695
-102,-1117,-291,5972,888,14888,5.856418
-38,-1438,-208,6008,808,15268,5.869335
-60,-1565,-194,6028,836,15376,5.872055
-13,-1797,-215,5952,836,15120,5.885018
50,-1807,-231,6024,880,14996,5.887738
42,-1897,-238,6020,876,15208,5.890443
126,-2433,-60,6076,792,15116,5.903354
125,-2440,-70,6060,720,14984,5.90606
202,-2488,-67,6092,836,14576,5.918958
214,-2512,-41,6140,836,14456,5.921665
286,-2469,8,6240,828,14520,5.924368
393,-2098,20,6064,588,14340,5.937244
464,-1981,60,5936,544,14244,5.939921
728,-1496,-20,5840,408,14252,5.95278
782,-1368,-56,5860,428,14420,5.955488
825,-1298,-63,5772,360,14464,5.958191
820,-951,-188,5696,476,15016,5.971113
788,-872,-181,5624,532,15168,5.973821
352,-961,-356,5696,720,15640,5.986757
236,-1008,-378,5792,768,15616,5.989462
109,-1033,-396,5932,792,15896,5.992166
-450,-1371,-305,6360,936,15756,6.005075
-564,-1411,-315,6452,952,15580,6.007804
-575,-1791,-91,6492,804,15120,6.020701
-518,-1890,-77,6488,784,15080,6.023426
-512,-2063,-15,6520,772,14928,6.026151
51,-2882,55,6404,808,14128,6.039125
183,-2973,94,6368,812,13900,6.041815
925,-2665,74,6156,588,13220,6.054712
1055,-2488,82,6248,536,13308,6.057399
1222,-2258,54,6128,504,13388,6.060087
1665,-1371,-127,5820,248,14144,6.07298
1713,-1232,-189,5812,260,14292,6.075684
1732,-1024,-477,5812,368,15480,6.088588
1640,-1033,-525,5832,488,15660,6.091293
1571,-1135,-543,5944,628,15892,6.093998
693,-1259,-673,6380,764,16588,6.1069
551,-1266,-682,6400,832,16508,6.109606
-430,-1127,-538,6740,788,16716,6.122487
-618,-1193,-523,6760,732,16624,6.125208
-1172,-1595,-335,6724,768,16124,6.138137
-1175,-1717,-320,6616,796,15988,6.140865
-1238,-1913,-304,6572,820,15844,6.143588
-1039,-2449,-302,6404,752,14688,6.156499
-978,-2489,-306,6432,688,14620,6.159223
-334,-2582,-416,6260,404,14304,6.172165
-216,-2590,-473,6236,376,14304,6.174897
-130,-2666,-492,6188,416,14188,6.177619
264,-2558,-675,6352,656,13712,6.190585
352,-2450,-679,6496,724,13660,6.193291
696,-1984,-723,6860,636,13976,6.206211
693,-1872,-682,6984,660,14080,6.208917
830,-1381,-545,7156,736,14644,6.221815
807,-1322,-507,7088,680,14812,6.224527
786,-1267,-469,7080,764,14988,6.227233
477,-1231,-360,6908,912,15260,6.240115
383,-1186,-362,6924,972,15288,6.242821
-49,-1034,-344,6876,836,15232,6.255739
-82,-989,-300,6868,796,15292,6.258462
-148,-970,-303,6840,772,15320,6.261184
-318,-1076,-259,6848,752,15092,6.274143
-302,-1097,-280,6800,804,15096,6.276874
-348,-1237,-254,7064,812,14680,6.28977
-336,-1268,-236,7052,812,14652,6.29249
-340,-1218,-221,7076,816,14608,6.295209
-203,-943,6,7116,760,14320,6.308127
-172,-903,15,7080,616,14388,6.310834
-2,-651,77,6824,480,14436,6.323714
82,-631,79,6716,364,14516,6.326417
99,-584,94,6588,400,14640,6.329104
87,-540,-32,6288,428,14952,6.341957
40,-501,-129,6260,412,14948,6.344664
-171,-645,-294,6380,508,15248,6.357583
-195,-639,-320,6396,452,15292,6.360303
-247,-738,-369,6492,528,15336,6.363025
-316,-964,-402,6832,596,15048,6.375961
-343,-988,-363,6884,560,15036,6.378684
-322,-1003,-289,7180,644,14504,6.391585
-303,-978,-268,7164,688,14612,6.394305
-256,-886,-201,7228,660,14484,6.397025
-186,-552,-98,6984,548,14472,6.409946
-147,-512,-81,7012,544,14456,6.412667
-2,-474,-50,6800,528,14548,6.425579
66,-512,-42,6792,444,14648,6.4283
91,-551,-40,6784,500,14664,6.431006
187,-910,-74,6660,436,14568,6.443911
213,-892,-94,6712,460,14480,6.446615
425,-673,-172,6712,448,14364,6.459489
433,-565,-186,6680,472,14364,6.462193
475,-564,-184,6636,364,14408,6.464902
435,-467,-227,6768,420,14936,6.477821
445,-491,-231,6752,544,15020,6.480535
184,-512,-217,6872,756,15320,6.493434
112,-584,-198,6816,808,15384,6.496137
51,-642,-162,6856,784,15416,6.49884
-71,-883,-145,6944,664,14968,6.511751
-96,-927,-137,6896,636,15008,6.514473
-36,-1010,-113,7040,632,14624,6.527372
-21,-991,-90,7048,724,14524,6.530094
5,-917,-102,7108,712,14528,6.532818
37,-685,-60,6964,716,14384,6.545734
17,-677,-46,7016,716,14568,6.548439
18,-611,-37,7048,696,14516,6.561363
23,-596,1,7132,672,14516,6.564068
56,-658,61,7132,656,14468,6.56676
197,-475,170,7132,588,14264,6.579643
206,-381,210,7120,532,14224,6.582332
207,-289,201,7024,480,14204,6.585022
308,2,223,6868,456,14324,6.597908
300,92,224,6784,464,14476,6.600578
265,98,189,6740,368,14692,6.613434
193,99,197,6724,356,14668,6.616104
198,56,158,6756,440,14624,6.618781
55,141,169,6576,468,14720,6.631637
-4,170,128,6580,416,14632,6.63431
-42,197,123,6656,472,14800,6.636997
-316,442,117,6592,544,14864,6.649922
-363,471,90,6584,520,14884,6.65261
-607,716,36,6532,416,15076,6.665498
-634,684,-5,6520,444,15020,6.668189
-627,710,-41,6524,384,15016,6.6709
-709,448,8,6620,400,15108,6.683807
-714,340,-51,6568,260,14968,6.686493
-674,309,2,6628,268,14736,6.699381
-681,413,31,6628,304,14620,6.702069
-712,453,-22,6504,276,14728,6.70476
-753,730,21,6368,184,14748,6.717712
-761,795,-14,6296,128,14628,6.720399
-776,859,7,6200,104,14660,6.723102
-800,1265,-124,6068,184,14812,6.735993
-825,1307,-166,6068,156,14820,6.738697
-773,1372,-341,6052,216,15032,6.751648
-794,1290,-369,6052,264,15068,6.754351
-785,1246,-414,6016,260,15132,6.757055
-722,698,-506,6356,368,15196,6.769988
-722,577,-493,6508,388,15156,6.772695
-674,257,-371,6844,340,14884,6.785591
-668,283,-309,6872,328,14832,6.788296
-671,333,-251,6900,312,14668,6.791
-719,839,-70,6760,204,14572,6.80392
-777,984,-44,6652,176,14484,6.806627
-843,1577,54,6420,204,14524,6.819551
-921,1681,62,6328,176,14472,6.82224
-897,1736,25,6180,196,14420,6.82492
-941,2005,-52,6044,192,14424,6.837816
-909,2081,-96,5964,76,14324,6.840527
-667,2312,-133,6200,48,14612,6.853462
-620,2417,-109,6184,12,14620,6.856165
-580,2418,-132,6236,-20,14712,6.85888
-391,2278,-101,6156,80,15212,6.871826
-347,2144,-116,6180,80,15360,6.87454
-393,1534,21,6124,100,15660,6.887487
-457,1465,35,6124,140,15568,6.890175
-433,1373,65,6076,172,15572,6.892874
-406,1115,112,5828,108,15368,6.905771
-377,1002,157,5808,16,15360,6.90846
-130,724,136,5652,-268,15088,6.921342
-49,711,159,5528,-216,15140,6.924049
-1,669,126,5440,-276,14964,6.926756
201,828,-34,5300,-392,15080,6.939703
197,908,5,5256,-388,15120,6.942412
230,968,-53,5264,-420,15196,6.945102
122,1338,-161,5224,-488,15452,6.958041
82,1366,-208,5136,-448,15636,6.960749
-106,1366,-306,5196,-284,15796,6.973647
-203,1383,-345,5260,-340,15712,6.976367
-393,1219,-362,5412,-236,15836,6.989291
-432,1155,-391,5420,-212,15804,6.992
-465,1114,-331,5412,-292,15656,6.994719
-498,985,-334,5320,-204,15424,7.007676
-514,956,-365,5344,-316,15544,7.010404
-439,792,-372,5168,-248,15444,7.023355
-403,691,-420,5208,-240,15464,7.026077
-413,633,-462,5132,-176,15428,7.028804
-308,281,-474,5384,-120,15248,7.041735
-278,233,-473,5344,-80,15256,7.044456
-8,-110,-450,5492,-120,14916,7.057418
66,-126,-461,5460,-124,14828,7.060154
138,-156,-385,5524,-60,14760,7.062882
371,112,-292,5640,-52,14652,7.075851
429,232,-291,5588,-84,14480,7.078562
501,815,-184,5412,-148,14640,7.091462
493,946,-164,5284,-152,14656,7.094168
527,1015,-167,5200,-176,14728,7.096882
640,1116,-269,4860,-204,14800,7.109809
668,1089,-277,4848,-244,14972,7.112523
660,721,-488,4904,-64,15288,7.12542
664,588,-524,4960,-60,15164,7.128128
729,491,-525,4868,-128,15280,7.130834
777,196,-562,5188,20,15336,7.143718
724,130,-569,5300,28,15268,7.146408
476,193,-434,5436,216,15196,7.159324
427,163,-418,5460,164,15252,7.162
372,219,-388,5448,260,15216,7.164687
225,551,-228,5296,36,15144,7.177585
204,608,-205,5192,20,15080,7.180274
220,646,-193,5128,-52,14932,7.182963
342,757,-175,4656,-188,14920,7.195919
343,757,-239,4584,-256,15172,7.198627
364,759,-430,4352,-204,15168,7.211593
368,745,-481,4380,-152,15216,7.214296
379,751,-443,4440,-48,15248,7.217
301,791,-619,4536,-60,15420,7.229911
239,790,-685,4628,-84,15516,7.232614
174,673,-690,4916,16,15524,7.245509
191,649,-681,4940,12,15464,7.248201
199,625,-691,5048,48,15452,7.2509
348,472,-540,5180,120,15204,7.26377
394,446,-474,5148,92,15356,7.266459
528,523,-351,4940,28,15136,7.279342
580,625,-351,4900,-68,15224,7.282031
562,670,-365,4908,8,15324,7.284734
598,937,-312,4624,12,15472,7.297602
631,1003,-345,4536,-40,15664,7.300288
603,979,-323,4520,-28,15704,7.302994
489,958,-419,4368,-52,15852,7.315897
433,967,-453,4424,-28,15880,7.318602
225,787,-522,4472,48,15892,7.331524
204,750,-525,4620,68,15764,7.334211
137,686,-503,4576,92,15720,7.336901
158,698,-469,4796,48,15248,7.349784
203,683,-423,4904,68,15272,7.352474
443,920,-242,4924,44,14864,7.365382
525,983,-241,4884,-24,14796,7.368069
572,950,-163,4808,-36,14836,7.370774
863,1029,-113,4528,-72,14828,7.383682
902,1090,-119,4412,-100,14892,7.386387
960,1317,-243,4004,-192,14896,7.399303
967,1370,-258,3824,-364,15120,7.401997
1019,1440,-302,3724,-404,14956,7.4047
1022,1647,-708,3108,-492,15212,7.417631
1019,1677,-790,3128,-420,15164,7.420335
988,1491,-1151,3432,-276,15480,7.433244
1029,1481,-1219,3596,-192,15508,7.435948
1067,1432,-1260,3640,-164,15596,7.438654
1164,1199,-1335,4088,76,16004,7.451611
1161,1071,-1345,4156,136,16012,7.454298
1111,581,-1236,4696,428,16252,7.467223
1116,484,-1161,4780,544,16288,7.469914
1010,99,-764,5200,672,16280,7.482868
947,71,-663,5120,648,16128,7.485558
921,158,-597,5056,616,16148,7.488245
799,426,-314,4600,272,15616,7.501134
806,534,-299,4500,312,15720,7.503824
942,724,-173,4296,108,15240,7.516703
1033,853,-136,4244,120,15260,7.519394
1088,952,-135,4140,128,15096,7.522084
1397,1655,-263,3712,28,14840,7.534948
1447,1872,-295,3672,56,14956,7.537637
1597,2799,-448,3648,80,15224,7.550567
1588,3037,-483,3528,216,15464,7.553256
1632,3217,-528,3480,180,15624,7.555946
1460,3578,-726,3476,320,16368,7.568874
1362,3605,-772,3552,496,16708,7.571562
960,2835,-847,3716,840,17448,7.58448
857,2641,-887,3888,844,17512,7.587166
753,2398,-829,3984,976,17608,7.589863
169,1165,-561,4452,1184,17744,7.602735
70,914,-486,4428,1100,17592,7.605427
-468,182,-85,4396,988,16896,7.618312
-542,97,-28,4292,1012,16728,7.621
-617,0,33,4228,960,16364,7.623703
-650,-77,233,3704,612,15436,7.636605
-606,-55,235,3612,556,15352,7.639312
-576,-59,253,3548,584,15296,7.642
-261,85,134,3064,256,14672,7.65494
-179,106,52,3024,184,14616,7.657628
337,609,-119,2764,-40,14264,7.670542
424,737,-191,2672,-120,14416,7.673245
559,905,-193,2676,-32,14344,7.675949
998,1353,-543,2568,-84,15060,7.688868
1055,1403,-553,2604,4,15284,7.691574
1107,1291,-744,2708,128,16236,7.704476
1049,1234,-767,2804,276,16380,7.707164
1060,1187,-823,2784,252,16476,7.709864
675,588,-862,3096,536,16940,7.722793
562,427,-882,3152,580,17036,7.72548
224,-182,-804,3368,788,16844,7.738342
147,-325,-794,3324,716,16828,7.741046
70,-476,-763,3388,728,16560,7.743756
-158,-718,-635,3348,640,16164,7.756656
-132,-725,-625,3276,596,15956,7.75938
-71,-354,-593,2960,348,15788,7.772351
-94,-251,-645,2904,368,15748,7.775071
-54,-250,-614,2936,272,15680,7.777794
108,-163,-694,2908,380,15916,7.790756
109,-208,-700,2924,432,16084,7.793462
171,-316,-718,3060,496,16196,7.806377
233,-361,-743,3136,584,16256,7.809083
187,-380,-710,3240,540,16276,7.811793
82,-597,-615,3512,756,16200,7.82471
57,-593,-570,3592,740,16124,7.827416
-50,-908,-392,3772,920,16208,7.840315
-72,-922,-343,3896,928,16120,7.843034
-80,-1004,-226,3932,900,16136,7.845759
-116,-934,101,3824,664,15792,7.858664
-105,-891,141,3700,564,15652,7.861368
40,-218,215,2940,228,15476,7.874254
103,-179,174,2724,132,15392,7.876946
162,-60,142,2624,64,15448,7.879632
340,-59,-191,2156,44,15792,7.892509
392,-88,-266,2096,24,15868,7.895216
408,-213,-348,2100,8,15992,7.897914
414,-728,-639,2376,240,16344,7.910834
386,-886,-704,2464,256,16548,7.913546
208,-1279,-836,2864,376,16264,7.926428
151,-1268,-827,3084,356,16324,7.929134
107,-1309,-823,3120,452,16292,7.93184
44,-1144,-720,3464,500,15924,7.944775
97,-1149,-692,3508,452,15840,7.94748
287,-762,-413,3584,412,15828,7.960366
301,-702,-445,3588,408,15836,7.96307
365,-644,-367,3584,464,15904,7.965781
344,-434,-224,3316,360,16072,7.978681
323,-408,-180,3224,408,16116,7.981387
183,-386,-224,2872,348,16240,7.994307
198,-411,-233,2864,328,16172,7.996997
127,-363,-226,2864,344,16156,7.9997
45,-589,-368,2692,292,16096,8.012605
38,-607,-387,2676,316,16180,8.015307
-41,-645,-550,2732,424,15868,8.028231
-52,-652,-621,2696,392,16000,8.030954
-16,-664,-620,2756,444,15936,8.033678
-78,-747,-684,3048,368,16056,8.046646
-74,-704,-658,3128,380,16020,8.049365
-43,-860,-504,3432,528,16152,8.062291
-58,-870,-457,3488,500,16080,8.065
-43,-930,-408,3592,540,16104,8.067719
5,-980,-143,3468,532,15724,8.080658
-45,-885,-115,3420,532,15648,8.083363
41,-581,14,3108,288,15424,8.0963
69,-532,3,3024,320,15492,8.098989
77,-492,6,2968,264,15456,8.101679
70,-490,-141,2604,264,15512,8.114629
80,-516,-157,2636,300,15532,8.117332
83,-507,-244,2580,276,15588,8.120034
186,-518,-435,2504,200,15496,8.132946
215,-572,-483,2536,264,15580,8.135649
408,-601,-659,2696,220,15596,8.148585
417,-537,-673,2712,232,15472,8.151291
456,-544,-752,2732,256,15616,8.153997
472,-363,-818,2844,288,15700,8.166952
431,-260,-820,2896,304,15728,8.169656
338,-169,-822,3048,456,15984,8.182575
331,-169,-784,3076,428,16104,8.185278
273,-234,-773,3048,504,16184,8.187981
118,-551,-730,3284,664,16212,8.200904
136,-628,-738,3408,776,16156,8.203611
207,-830,-562,3480,608,15716,8.216493
228,-804,-498,3472,592,15764,8.219201
301,-803,-519,3432,504,15576,8.221911
579,-622,-427,3420,564,15512,8.234838
613,-582,-407,3316,548,15536,8.237552
751,-408,-373,3128,624,15684,8.250483
761,-397,-387,3172,612,15780,8.253189
786,-350,-404,3176,644,15744,8.2559
805,-439,-413,3232,576,16236,8.268832
762,-495,-331,3204,692,16188,8.271542
595,-579,-329,3136,684,16340,8.28449
572,-608,-362,3108,668,16292,8.287194
544,-634,-341,3064,676,16332,8.289901
302,-614,-418,3072,584,16380,8.302807
297,-622,-416,3012,656,16372,8.305513
96,-604,-416,3172,572,16208,8.318434
76,-600,-409,3180,516,16156,8.321137
71,-568,-400,3156,588,16188,8.32384
50,-564,-367,3208,600,16032,8.336798
94,-645,-352,3172,500,15960,8.339501
238,-746,-328,3184,548,15784,8.352428
274,-735,-323,3176,588,15752,8.355134
326,-784,-293,3176,552,15880,8.357841
412,-995,-264,3256,588,15868,8.370765
416,-952,-254,3312,628,15776,8.373471
412,-883,-200,3292,604,15704,8.386366
406,-848,-162,3316,584,15736,8.389069
386,-772,-144,3316,592,15772,8.391775
393,-580,-99,3060,420,15748,8.404698
396,-609,-159,2924,376,15932,8.407404
304,-670,-237,2724,440,15968,8.420304
290,-761,-271,2624,380,16120,8.422997
255,-721,-331,2576,380,16036,8.425701
182,-769,-460,2744,304,15940,8.438637
182,-789,-481,2816,368,16084,8.441343
120,-896,-530,3064,472,15836,8.454243
156,-856,-520,3088,496,15996,8.456946
138,-859,-498,3184,588,15840,8.459649
285,-842,-345,3360,480,15684,8.472576
320,-830,-333,3344,508,15580,8.475279
550,-634,-242,3152,356,15620,8.488181
557,-578,-225,3096,372,15492,8.490897
635,-563,-241,3016,368,15492,8.493605
631,-540,-348,2816,548,15908,8.506504
611,-541,-368,2804,548,15916,8.509208
460,-791,-502,2688,532,16184,8.52212
413,-893,-527,2808,536,16352,8.524824
369,-929,-544,2780,608,16372,8.527537
187,-1183,-603,2988,724,16316,8.540428
136,-1214,-635,3104,704,16324,8.543134
-112,-1194,-529,3384,684,16012,8.556058
-145,-1137,-542,3400,640,16032,8.558784
-134,-1092,-467,3420,640,15896,8.561504
-169,-904,-364,3356,560,15752,8.574453
-167,-933,-339,3360,488,15620,8.577173
-122,-811,-284,3176,580,15588,8.590105
-109,-795,-297,3152,492,15428,8.592825
-87,-701,-310,3124,544,15460,8.595554
81,-635,-344,3068,420,15452,8.608501
80,-663,-374,3068,376,15368,8.611208
226,-662,-440,3056,460,15520,8.624099
248,-707,-424,3068,516,15440,8.626805
257,-665,-421,3072,548,15528,8.629512
503,-751,-423,3080,464,15680,8.642419
513,-778,-437,3104,452,15700,8.645122
